Name,Team,P,G,A
Alexander Ring,Austin FC,34,2,7
Alonso Ramirez,Austin FC,2,0,0
Brad Stuver,Austin FC,34,0,0
Brendan Hines-Ike,Austin FC,28,2,1
CJ Fodrey,Austin FC,12,0,1
Dani Pereira,Austin FC,26,1,4
Diego Rubio,Austin FC,33,4,1
Emiliano Rigoni,Austin FC,11,1,0
Ethan Finlay,Austin FC,22,1,0
Guilherme Biro,Austin FC,31,3,0
Gyasi Zardes,Austin FC,33,3,2
Hector Jimenez,Austin FC,15,0,1
Jhojan Valencia,Austin FC,27,0,1
Jimmy Farkarlun,Austin FC,1,0,0
Jon Gallagher,Austin FC,32,3,2
Julio Cascante,Austin FC,25,2,0
Jáder Obrian,Austin FC,34,7,3
Leo Väisänen,Austin FC,13,0,0
Matt Hedges,Austin FC,15,1,0
Mikkel Desler,Austin FC,7,0,0
Oleksandr Svatok,Austin FC,6,0,0
Osman Bukari,Austin FC,9,1,2
Owen Wolff,Austin FC,33,1,3
Sebastián Driussi,Austin FC,27,7,3
Zan Kolmanic,Austin FC,15,0,3
