Name,Team,P,G,A
Alexandros Katranis,Real Salt Lake,31,3,3
Anderson Julio,Real Salt Lake,35,9,3
Andres Gomez,Real Salt Lake,23,13,8
Andrew Brody,Real Salt Lake,34,0,1
Bode Hidalgo,Real Salt Lake,25,0,1
Braian Ojeda,Real Salt Lake,35,2,6
Brayan Vera,Real Salt Lake,25,2,2
Bryan Oviedo,Real Salt Lake,15,0,2
Cristian Arango,Real Salt Lake,32,17,13
Diego Luna,Real Salt Lake,33,8,10
Diogo Gonçalves,Real Salt Lake,11,2,1
Dominik Marczuk,Real Salt Lake,10,1,1
Emeka Eneli,Real Salt Lake,35,2,2
Fidel Barajas,Real Salt Lake,17,0,2
Gavin Beavers,Real Salt Lake,11,0,1
Javain Brown,Real Salt Lake,24,0,1
Justen Glad,Real Salt Lake,28,0,0
Lachlan Brook,Real Salt Lake,7,0,0
Maikel Chang,Real Salt Lake,23,0,2
Marcelo Silva,Real Salt Lake,3,0,0
Matt Crooks,Real Salt Lake,31,3,6
Nelson Palacio,Real Salt Lake,25,1,1
Noel Caliskan,Real Salt Lake,6,0,0
Philip Quinton,Real Salt Lake,20,1,0
Zac MacMath,Real Salt Lake,25,0,0
