Name,Team,P,G,A
Alex Muyl,Nashville SC,34,5,2
Amar Sejdic,Nashville SC,17,0,0
Aníbal Godoy,Nashville SC,23,1,4
Brent Kallman,Nashville SC,13,0,0
Daniel Lovitz,Nashville SC,28,0,1
Dru Yearwood,Nashville SC,25,1,0
Elliot Panicco,Nashville SC,6,0,0
Forster Ajago,Nashville SC,12,0,0
Hany Mukhtar,Nashville SC,32,8,9
Jack Maher,Nashville SC,28,1,0
Jacob Shaffelburg,Nashville SC,23,2,3
Joe Willis,Nashville SC,30,0,0
Jonathan Pérez,Nashville SC,12,0,1
Josh Bauer,Nashville SC,26,0,0
Julian Gaines,Nashville SC,4,0,0
Lukas MacNaughton,Nashville SC,6,0,0
Patrick Yazbek,Nashville SC,7,0,0
Randall Leal,Nashville SC,0,0,1
Sam Surridge,Nashville SC,28,12,2
Sean Davis,Nashville SC,25,0,0
Shaq Moore,Nashville SC,23,1,3
Tah Anunga,Nashville SC,30,0,0
Taylor Washington,Nashville SC,15,0,2
Teal Bunbury,Nashville SC,27,3,2
Tyler Boyd,Nashville SC,21,2,2
Walker Zimmerman,Nashville SC,25,1,1
