Name,Team,P,G,A
Alan Velasco,FC Dallas,8,2,1
Asier Illarramendi,FC Dallas,25,2,6
Bernard Kamungo,FC Dallas,29,0,2
Carl-Fred Sainte,FC Dallas,6,0,0
Dante Sealy,FC Dallas,17,1,1
Ema Twumasi,FC Dallas,19,0,1
Eugene Ansah,FC Dallas,17,1,0
Jesús Ferreira,FC Dallas,22,5,5
Jimmy Maurer,FC Dallas,4,0,0
Liam Fraser,FC Dallas,18,1,1
Logan Farrington,FC Dallas,29,4,8
Maarten Paes,FC Dallas,30,0,0
Marco Farfan,FC Dallas,26,1,1
Nkosi Tafari,FC Dallas,28,3,0
Nolan Norris,FC Dallas,4,0,0
Omar González,FC Dallas,15,0,0
Patrickson Delgado,FC Dallas,23,4,2
Paul Arriola,FC Dallas,31,5,7
Petar Musa,FC Dallas,30,16,4
Ruan,FC Dallas,31,2,5
Samuel Junqua,FC Dallas,31,1,2
Sebastian Lletget,FC Dallas,31,2,8
Sebastien Ibeagha,FC Dallas,31,2,0
Show,FC Dallas,7,0,0
Tsiki Ntsabeleng,FC Dallas,25,1,3
