Name,Team,P,G,A
Alejandro Bedoya,Philadelphia Union,30,2,4
Andre Blake,Philadelphia Union,14,0,0
Andrew Rick,Philadelphia Union,6,0,0
Cavan Sullivan,Philadelphia Union,3,0,0
Chris Donovan,Philadelphia Union,18,1,0
Damion Lowe,Philadelphia Union,12,0,0
Danley Jean Jacques,Philadelphia Union,8,0,0
Dániel Gazdag,Philadelphia Union,30,17,5
Jack Elliott,Philadelphia Union,28,0,2
Jack McGlynn,Philadelphia Union,30,4,7
Jakob Glesnes,Philadelphia Union,32,2,3
Jeremy Rafanello,Philadelphia Union,11,0,1
Jesús Bueno,Philadelphia Union,14,3,0
José Andrés Martínez,Philadelphia Union,16,0,1
Julián Carranza,Philadelphia Union,12,6,0
Kai Wagner,Philadelphia Union,34,1,13
Leon Flach,Philadelphia Union,23,0,3
Markus Anderson,Philadelphia Union,4,0,0
Mikkel Uhre,Philadelphia Union,30,10,6
Nathan Harriel,Philadelphia Union,29,2,3
Oliver Semmle,Philadelphia Union,17,0,0
Olivier Mbaizo,Philadelphia Union,21,0,2
Quinn Sullivan,Philadelphia Union,34,5,10
Samuel Adeniran,Philadelphia Union,24,2,2
Tai Baribo,Philadelphia Union,20,9,2
