Name,Team,P,G,A
Allan Arigoni,Chicago Fire FC,28,1,0
Andrew Gutman,Chicago Fire FC,11,1,1
Ariel Lassiter,Chicago Fire FC,27,3,7
Arnaud Souquet,Chicago Fire FC,26,0,1
Brian Gutiérrez,Chicago Fire FC,32,6,3
Carlos Terán,Chicago Fire FC,18,1,1
Chase Gasper,Chicago Fire FC,4,0,0
Chris Brady,Chicago Fire FC,33,0,1
Chris Mueller,Chicago Fire FC,27,0,2
Fabian Herbers,Chicago Fire FC,30,3,5
Federico Navarro,Chicago Fire FC,16,0,1
Gastón Giménez,Chicago Fire FC,29,1,2
Georgios Koutsias,Chicago Fire FC,30,2,1
Hugo Cuypers,Chicago Fire FC,31,10,2
Jonathan Dean,Chicago Fire FC,24,1,0
Justin Reynolds,Chicago Fire FC,8,0,0
Kellyn Acosta,Chicago Fire FC,34,3,3
Maren Haile-Selassie,Chicago Fire FC,27,5,5
Mauricio Pineda,Chicago Fire FC,21,1,0
Omari Glasgow,Chicago Fire FC,2,0,0
Rafael Czichos,Chicago Fire FC,28,1,2
Tobias Salquist,Chicago Fire FC,14,0,1
Tom Barlow,Chicago Fire FC,28,2,0
Wyatt Omsberg,Chicago Fire FC,12,0,0
Xherdan Shaqiri,Chicago Fire FC,12,2,3
