Name,Team,P,G,A
Adalberto Carrasquilla,Houston Dynamo FC,29,3,8
Amine Bassi,Houston Dynamo FC,33,3,10
Andrew Tarbell,Houston Dynamo FC,4,0,0
Artur,Houston Dynamo FC,36,0,3
Brad Smith,Houston Dynamo FC,20,2,2
Brooklyn Raines,Houston Dynamo FC,17,0,0
Daniel Steres,Houston Dynamo FC,23,2,3
Erik Sviatchenko,Houston Dynamo FC,33,1,3
Ethan Bartlow,Houston Dynamo FC,16,0,0
Ezequiel Ponce,Houston Dynamo FC,12,5,0
Franco Escobar,Houston Dynamo FC,26,2,2
Gabriel Segal,Houston Dynamo FC,13,2,0
Griffin Dorsey,Houston Dynamo FC,34,3,4
Héctor Herrera,Houston Dynamo FC,24,1,3
Ibrahim Aliyu,Houston Dynamo FC,36,6,6
Jan Gregus,Houston Dynamo FC,7,0,0
Júnior Moreno,Houston Dynamo FC,2,0,0
Latif Blessing,Houston Dynamo FC,28,5,1
Lawrence Ennali,Houston Dynamo FC,2,1,0
McKinze Gaines,Houston Dynamo FC,15,0,1
Micael,Houston Dynamo FC,34,0,0
Sebastian Kowalczyk,Houston Dynamo FC,35,4,1
Sebastián Ferreira,Houston Dynamo FC,19,5,3
Steve Clark,Houston Dynamo FC,33,0,0
Tate Schmitt,Houston Dynamo FC,17,0,0
