Name,Team,P,G,A
Alan Pulido,Sporting Kansas City,31,7,4
Alenis Vargas,Sporting Kansas City,20,2,1
Andreu Fontàs,Sporting Kansas City,17,0,1
Dany Rosero,Sporting Kansas City,23,2,0
Dániel Sallói,Sporting Kansas City,30,3,4
Erik Thommy,Sporting Kansas City,30,7,5
Felipe Hernàndez,Sporting Kansas City,7,0,0
Jacob Davis,Sporting Kansas City,27,3,5
Joaquín,Sporting Kansas City,2,0,0
John Pulskamp,Sporting Kansas City,6,0,0
Johnny Russell,Sporting Kansas City,29,4,5
Kayden Pierre,Sporting Kansas City,7,0,1
Khiry Shelton,Sporting Kansas City,19,0,2
Logan Ndenbe,Sporting Kansas City,5,0,0
Marinos Tzionis,Sporting Kansas City,9,1,0
Memo Rodríguez,Sporting Kansas City,26,2,6
Nemanja Radoja,Sporting Kansas City,25,1,4
Robert Castellanos,Sporting Kansas City,14,1,0
Robert Voloder,Sporting Kansas City,21,0,1
Rémi Walter,Sporting Kansas City,19,3,2
Stephen Afrifa,Sporting Kansas City,24,4,2
Tim Leibold,Sporting Kansas City,28,1,3
Tim Melia,Sporting Kansas City,28,0,0
William Agada,Sporting Kansas City,32,10,3
Zorhan Bassong,Sporting Kansas City,21,0,2
