Name,Team,P,G,A
Alexey Miranchuk,Atlanta United FC,14,3,4
Bartosz Slisz,Atlanta United FC,33,2,0
Brad Guzan,Atlanta United FC,37,0,0
Brooks Lennon,Atlanta United FC,35,1,7
Caleb Wiley,Atlanta United FC,21,1,2
Daniel Ríos,Atlanta United FC,32,7,4
Dax McCarty,Atlanta United FC,27,0,3
Derrick Williams,Atlanta United FC,32,1,0
Edwin Mosquera,Atlanta United FC,22,1,3
Efraín Morales,Atlanta United FC,4,0,0
Giorgos Giakoumakis,Atlanta United FC,11,5,2
Jamal Thiaré,Atlanta United FC,30,8,0
Jay Fortune,Atlanta United FC,32,1,2
Luis Abram,Atlanta United FC,24,0,0
Luke Brennan,Atlanta United FC,7,0,0
Nicolas Firmino,Atlanta United FC,8,0,0
Noah Cobb,Atlanta United FC,21,0,0
Pedro Amador,Atlanta United FC,14,0,8
Ronald Hernández,Atlanta United FC,17,0,1
Saba Lobjanidze,Atlanta United FC,35,10,7
Stian Gregersen,Atlanta United FC,27,3,0
Thiago Almada,Atlanta United FC,17,6,2
Tristan Muyumba,Atlanta United FC,34,0,2
Tyler Wolff,Atlanta United FC,19,1,0
Xande Silva,Atlanta United FC,27,3,2
