Name,Team,P,G,A
Adolfo Enriquez,Portland Timbers,1,0,0
Antony,Portland Timbers,34,6,5
Claudio Bravo,Portland Timbers,23,0,2
Cristhian Paredes,Portland Timbers,31,0,2
Dairon Asprilla,Portland Timbers,19,1,1
Dario Zuparic,Portland Timbers,29,0,1
David Ayala,Portland Timbers,31,1,1
Diego Chará,Portland Timbers,33,0,1
Eric Miller,Portland Timbers,26,1,2
Eryk Williamson,Portland Timbers,29,2,3
Evander,Portland Timbers,29,15,19
Felipe Mora,Portland Timbers,30,14,3
Finn Surman,Portland Timbers,2,0,0
James Pantemis,Portland Timbers,16,0,0
Jonathan Rodríguez,Portland Timbers,30,16,7
Juan Mosquera,Portland Timbers,35,1,5
Kamal Miller,Portland Timbers,24,0,1
Larrys Mabiala,Portland Timbers,1,0,0
Mason Toye,Portland Timbers,17,1,0
Maxime Crépeau,Portland Timbers,20,0,0
Miguel Araujo,Portland Timbers,23,0,3
Nathan Fogaça,Portland Timbers,16,1,0
Santiago Moreno,Portland Timbers,32,6,13
Tega Ikoba,Portland Timbers,2,0,0
Zac McGraw,Portland Timbers,13,0,0
