Name,Team,P,G,A
Aaron Herrera,D.C. United,30,1,6
Alex Bono,D.C. United,29,0,0
Boris Enow,D.C. United,7,0,0
Christian Benteke,D.C. United,30,23,6
Christopher McVey,D.C. United,27,1,0
Conner Antley,D.C. United,7,0,1
Cristián Dájome,D.C. United,31,3,2
David Schnegg,D.C. United,2,1,0
Dominique Badji,D.C. United,9,1,0
Gabriel Pirani,D.C. United,33,6,1
Garrison Tubbs,D.C. United,15,0,0
Jackson Hopkins,D.C. United,17,0,0
Jacob Murrell,D.C. United,27,1,3
Jared Stroud,D.C. United,33,3,10
Kristian Fletcher,D.C. United,13,1,0
Lucas Bartlett,D.C. United,32,2,4
Martín Rodríguez,D.C. United,25,2,4
Matai Akinmboni,D.C. United,8,0,1
Mateusz Klich,D.C. United,31,2,13
Matti Peltola,D.C. United,31,0,0
Pedro Santos,D.C. United,30,3,4
Russell Canouse,D.C. United,2,0,0
Steve Birnbaum,D.C. United,6,0,1
Ted Ku-Dipietro,D.C. United,29,2,4
Tyler Miller,D.C. United,5,0,0
