Name,Team,P,G,A
Aidan Morris,Columbus Crew,16,2,4
Alexandru Matan,Columbus Crew,30,4,3
Andrés Herrera,Columbus Crew,12,1,0
Aziel Jackson,Columbus Crew,1,0,0
Christian Ramírez,Columbus Crew,27,9,6
Cucho Hernández,Columbus Crew,29,19,14
Darlington Nagbe,Columbus Crew,31,0,3
DeJuan Jones,Columbus Crew,29,2,2
Derrick Jones,Columbus Crew,20,0,1
Diego Rossi,Columbus Crew,35,12,11
Dylan Chambost,Columbus Crew,12,0,5
Jacen Russell-Rowe,Columbus Crew,24,5,1
Malte Amundsen,Columbus Crew,31,1,3
Marino Hinestroza,Columbus Crew,16,2,0
Max Arfsten,Columbus Crew,33,5,8
Mohamed Farsi,Columbus Crew,29,4,4
Nicholas Hagen,Columbus Crew,4,0,0
Patrick Schulte,Columbus Crew,29,0,0
Rudy Camacho,Columbus Crew,30,1,1
Sean Zawadzki,Columbus Crew,29,1,1
Steven Moreira,Columbus Crew,29,2,4
Taha Habroune,Columbus Crew,5,0,0
Yaw Yeboah,Columbus Crew,24,1,6
Yevhen Cheberko,Columbus Crew,27,1,0
