Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Henrique,NJ,C,82,30,27,57,3.0,39,17:48,11,12,222,13.5,,,,,,1,0,0.0
Adam Larsson,NJ,D,73,4,15,19,-12.0,28,19:50,1,5,106,3.8,,,,,,0,0,0.0
Andy Greene,NJ,D,18,8,5,13,-1.0,8,15:34,0,1,34,23.5,,,,,,0,0,0.0
Blake Pietila,NJ,LW,1,0,2,2,4.0,0,16:51,0,0,3,0.0,,,,,,0,0,0.0
Bobby Farnham RW *,NJ,,82,1,10,11,-13.0,43,12:12,0,0,62,1.6,,,,,,0,0,0.0
Brian O'Neill,NJ,RW,30,2,2,4,-1.0,6,13:42,1,1,38,5.3,,,,,,0,0,0.0
Damon Severson,NJ,D,42,14,24,38,15.0,18,19:16,3,7,101,13.9,,,,,,6,2,33.3
David Schlemko,NJ,D,39,8,11,19,-13.0,6,14:16,2,4,74,10.8,,,,,,2,1,50.0
David Warsofsky D *,NJ,,33,0,1,1,-7.0,8,11:30,0,0,34,0.0,,,,,,0,0,0.0
Devante Smith-Pelly RW *,NJ,,58,4,10,14,-21.0,20,15:31,3,8,86,4.7,,,,,,7,3,42.9
Eric Gelinas D *,NJ,,16,2,6,8,5.0,10,15:26,0,2,21,9.5,,,,,,2,0,0.0
Jacob Josefson,NJ,C,78,8,7,15,-9.0,33,13:19,3,0,70,11.4,,,,,,0,0,0.0
Jim O'Brien,NJ,C,4,0,0,0,-2.0,2,14:21,0,0,0,0.0,,,,,,0,0,0.0
Jiri Tlusty,NJ,LW,18,3,1,4,-2.0,4,12:25,1,0,29,10.3,,,,,,0,0,0.0
John Moore,NJ,D,67,6,13,19,-22.0,16,18:38,1,11,104,5.8,,,,,,1,0,0.0
Jon Merrill,NJ,D,34,1,5,6,-8.0,16,14:02,1,3,45,2.2,,,,,,0,0,0.0
Jordin Tootoo,NJ,RW,50,8,2,10,-2.0,92,9:28,0,0,48,16.7,,,,,,0,0,0.0
Joseph Blandisi,NJ,C,82,3,15,18,15.0,77,22:30,0,0,65,4.6,,,,,,0,0,0.0
Lee Stempniak RW *,NJ,,74,14,28,42,3.0,25,19:51,6,11,111,12.6,,,,,,0,0,0.0
Marc-Andre Gragnani,NJ,D,3,0,0,0,0.0,2,12:31,0,0,3,0.0,,,,,,0,0,0.0
Michael Cammalleri,NJ,LW,63,16,25,41,3.0,34,18:43,3,9,120,13.3,,,,,,6,1,16.7
Mike Sislo,NJ,RW,47,1,4,5,-15.0,28,16:53,0,1,30,3.3,,,,,,0,0,0.0
Miles Wood,NJ,LW,7,0,0,0,0.0,4,13:14,0,0,6,0.0,,,,,,0,0,0.0
Patrik Elias,NJ,C,66,4,5,9,-26.0,102,11:31,2,3,90,4.4,,,,,,0,0,0.0
Paul Thompson,NJ,LW,1,0,0,0,2.0,2,14:35,0,0,1,0.0,,,,,,0,0,0.0
Pavel Zacha,NJ,C,22,0,2,2,-3.0,8,10:21,0,0,14,0.0,,,,,,0,0,0.0
Reid Boucher,NJ,C,72,1,20,21,-8.0,32,18:09,0,5,94,1.1,,,,,,0,0,0.0
Sergei Kalinin,NJ,C,50,3,13,16,-14.0,14,13:25,1,5,72,4.2,,,,,,0,0,0.0
Seth Helgeson,NJ,D,20,1,0,1,-9.0,13,10:04,0,0,22,4.5,,,,,,0,0,0.0
Stefan Matteau C *,NJ,,10,0,1,1,-3.0,2,16:21,0,1,19,0.0,,,,,,0,0,0.0
Stephen Gionta,NJ,RW,82,4,9,13,7.0,26,22:57,1,1,63,6.3,,,,,,0,0,0.0
Steven Santini,NJ,D,1,0,0,0,0.0,0,13:06,0,0,2,0.0,,,,,,0,0,0.0
Total,NJ,,4,0,0,0,-4.0,2,13:31,0,0,3,0.0,,,,,,0,0,0.0
Travis Zajac,NJ,C,80,30,20,50,10.0,23,19:49,7,5,149,20.1,,,,,,4,1,25.0
Tuomo Ruutu,NJ,RW,7,1,1,2,0.0,2,12:02,0,0,10,10.0,,,,,,0,0,0.0
Tyler Kennedy,NJ,C,41,5,12,17,-14.0,34,15:36,4,2,43,11.6,,,,,,1,0,0.0
Vojtech Mozik,NJ,D,19,0,1,1,-5.0,17,13:57,0,0,9,0.0,,,,,,0,0,0.0
