Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Andrew Campbell,TOR,D,6,0,1,1,0,2,695.0,0,0,0,0,0,1,0.0,0,1,,2015-2016
Ben Smith,TOR,R,22,2,4,6,2,0,725.5454,0,0,0,0,1,17,0.11764,2,6,0.54054,2015-2016
Brad Boyes,TOR,R,60,8,16,24,-6,12,718.2166,2,3,0,0,1,85,0.09411,6,19,0.64285,2015-2016
Brendan Leipsic,TOR,L,6,1,2,3,-1,2,854.3333,0,1,0,0,1,11,0.0909,1,2,0.66666,2015-2016
Brooks Laich,TOR,C,81,2,12,14,-13,18,686.0987,0,0,0,0,1,101,0.0198,2,13,0.40329,2015-2016
Byron Froese,TOR,C,56,2,3,5,-11,16,757.5714,0,0,0,0,0,64,0.03125,2,5,0.48286,2015-2016
Colin Greening,TOR,C,31,7,8,15,-2,13,845.7741,1,1,0,0,0,58,0.12068,6,13,0.61904,2015-2016
Connor Brown,TOR,R,7,1,5,6,-2,0,898.2857,1,3,0,0,0,11,0.0909,0,1,,2015-2016
Connor Carrick,TOR,D,19,2,2,4,-5,15,932.0,0,1,0,0,1,21,0.09523,2,3,,2015-2016
Daniel Winnik,TOR,L,76,6,13,19,4,38,822.9473,0,0,0,0,0,101,0.0594,6,19,0.4,2015-2016
Dion Phaneuf,TOR,D,71,4,28,32,-7,92,1340.8028,0,9,0,0,0,144,0.02777,4,21,,2015-2016
Frank Corrado,TOR,D,39,1,5,6,-12,26,867.2307,0,1,0,0,0,46,0.02173,1,5,,2015-2016
Frederik Gauthier,TOR,C,7,0,1,1,-5,0,830.7142,0,0,0,0,0,3,0.0,0,0,0.47272,2015-2016
Jake Gardiner,TOR,D,79,7,24,31,-15,32,1237.2531,1,11,0,1,2,122,0.05737,6,18,1.0,2015-2016
James van Riemsdyk,TOR,L,40,14,15,29,3,6,1065.775,5,4,0,0,0,129,0.10852,9,20,0.5,2015-2016
Joffrey Lupul,TOR,L,46,11,3,14,-10,12,877.2608,2,2,0,0,2,102,0.10784,9,10,0.0,2015-2016
Josh Leivo,TOR,L,12,5,0,5,2,6,739.0,1,0,0,0,1,20,0.25,4,4,0.5,2015-2016
Leo Komarov,TOR,R,67,19,17,36,-12,40,1070.1044,4,3,1,0,2,130,0.14615,14,28,0.48818,2015-2016
Mark Arcobello,TOR,R,20,3,1,4,0,0,760.65,0,0,0,0,0,43,0.06976,3,4,0.54545,2015-2016
Martin Marincin,TOR,D,65,1,6,7,-3,34,1006.1538,0,0,0,0,0,55,0.01818,1,7,,2015-2016
Matt Hunwick,TOR,D,60,2,8,10,-17,32,1353.8166,0,2,0,0,1,74,0.02702,2,8,,2015-2016
Michael Grabner,TOR,L,80,9,9,18,-4,12,868.15,0,0,1,0,2,116,0.07758,8,17,0.23076,2015-2016
Milan Michalek,TOR,L,45,7,9,16,0,18,967.1111,3,3,0,0,0,64,0.10937,4,10,0.375,2015-2016
Morgan Rielly,TOR,D,82,9,27,36,-17,28,1393.6219,2,6,1,0,0,167,0.05389,6,27,,2015-2016
Nazem Kadri,TOR,C,76,17,28,45,-15,73,1096.4078,4,10,0,1,2,260,0.06538,13,31,0.49156,2015-2016
Nick Spaling,TOR,C,58,3,10,13,-2,24,856.6206,0,0,0,0,0,53,0.0566,3,13,0.51414,2015-2016
Nikita Soshnikov,TOR,R,11,2,3,5,-4,6,937.2727,1,0,0,0,0,33,0.0606,1,4,0.0,2015-2016
PA Parenteau,TOR,R,77,20,21,41,0,68,975.5324,7,4,0,1,3,168,0.11904,13,30,0.22222,2015-2016
Peter Holland,TOR,C,65,9,18,27,-16,28,879.9538,5,6,0,0,1,138,0.06521,4,16,0.46451,2015-2016
Rich Clune,TOR,L,19,0,4,4,1,22,485.6315,0,0,0,0,0,10,0.0,0,4,,2015-2016
Rinat Valiev,TOR,D,10,0,0,0,0,0,735.0,0,0,0,0,0,7,0.0,0,0,,2015-2016
Roman Polak,TOR,D,79,1,15,16,6,72,1149.405,0,0,0,0,0,91,0.01098,1,16,1.0,2015-2016
Sam Carrick,TOR,C,3,0,0,0,-2,4,688.0,0,0,0,0,0,4,0.0,0,0,1.0,2015-2016
Scott Harrington,TOR,D,15,0,1,1,0,4,785.6666,0,0,0,0,0,9,0.0,0,1,,2015-2016
Shawn Matthias,TOR,L,71,12,16,28,-17,20,810.7746,0,0,0,0,2,101,0.11881,12,27,0.375,2015-2016
Stuart Percy,TOR,D,3,0,0,0,-2,0,789.6666,0,0,0,0,0,1,0.0,0,0,,2015-2016
TJ Brennan,TOR,D,7,1,0,1,-6,6,905.8571,0,0,0,0,0,11,0.0909,1,1,,2015-2016
Tyler Bozak,TOR,C,57,12,23,35,-9,18,1040.4912,3,7,0,0,1,99,0.12121,9,25,0.56373,2015-2016
Viktor Loov,TOR,D,4,0,2,2,4,0,627.5,0,0,0,0,0,1,0.0,0,2,,2015-2016
William Nylander,TOR,R,22,6,7,13,1,4,980.2727,1,2,0,0,1,43,0.13953,5,10,0.4914,2015-2016
Zach Hyman,TOR,L,16,4,2,6,0,18,941.1875,0,0,0,0,0,37,0.1081,4,6,0.33333,2015-2016
