Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alec Martinez,LA,D,79,15,21,36,11.0,18,14:27,2,2,137,10.9,,,,,,2,0,0.0
Andy Andreoff,LA,C,68,3,7,10,-10.0,32,12:24,0,2,90,3.3,,,,,,0,0,0.0
Brayden McNabb,LA,D,75,8,8,16,-10.0,20,14:33,0,1,167,4.8,,,,,,0,0,0.0
Christian Ehrhoff D *,LA,,60,8,2,10,1.0,76,8:47,0,0,46,17.4,,,,,,0,0,0.0
Derek Forbort,LA,D,17,1,2,3,1.0,0,10:22,0,0,23,4.3,,,,,,0,0,0.0
Drew Doughty,LA,D,81,20,35,55,26.0,79,17:14,2,6,124,16.1,,,,,,0,0,0.0
Dustin Brown,LA,RW,78,10,21,31,16.0,40,21:09,4,9,124,8.1,,,,,,0,0,0.0
Dwight King,LA,LW,81,2,12,14,11.0,92,18:48,0,1,91,2.2,,,,,,0,0,0.0
Jake Muzzin,LA,D,82,14,37,51,24.0,52,28:01,9,15,197,7.1,,,,,,0,0,0.0
Jamie McBain,LA,D,40,2,8,10,-10.0,32,15:10,0,7,61,3.3,,,,,,0,0,0.0
Jeff Carter,LA,C,81,25,49,74,34.0,16,20:52,5,13,177,14.1,,,,,,5,3,60.0
Jeff Schultz,LA,D,10,0,0,0,0.0,2,8:07,0,0,1,0.0,,,,,,0,0,0.0
Jordan Nolan,LA,C,21,0,6,6,9.0,2,18:06,0,0,12,0.0,,,,,,0,0,0.0
Jordan Weal C *,LA,,3,0,0,0,0.0,8,11:45,0,0,3,0.0,,,,,,0,0,0.0
Kevin Gravel,LA,D,1,0,0,0,-1.0,0,18:15,0,0,1,0.0,,,,,,0,0,0.0
Kris Versteeg RW *,LA,,52,0,5,5,0.0,38,8:53,0,0,49,0.0,,,,,,0,0,0.0
Kyle Clifford,LA,LW,44,2,7,9,2.0,6,12:14,1,5,32,6.3,,,,,,0,0,0.0
Luke Schenn D *,LA,,47,7,6,13,-6.0,24,14:26,0,0,48,14.6,,,,,,0,0,0.0
Marian Gaborik,LA,RW,82,11,17,28,-5.0,30,16:10,2,1,218,5.0,,,,,,2,0,0.0
Matt Greene,LA,D,14,1,1,2,-1.0,17,11:02,0,0,14,7.1,,,,,,0,0,0.0
Michael Mersch,LA,LW,14,4,1,5,6.0,9,10:53,0,0,20,20.0,,,,,,0,0,0.0
Milan Lucic,LA,LW,82,31,27,58,35.0,20,17:18,9,2,213,14.6,,,,,,3,0,0.0
Nic Dowd,LA,C,5,0,0,0,0.0,0,11:40,0,0,2,0.0,,,,,,0,0,0.0
Nick Shore,LA,C,43,2,9,11,5.0,52,17:33,1,0,57,3.5,,,,,,0,0,0.0
Rob Scuderi D *,LA,,56,3,6,9,-1.0,55,9:20,0,0,68,4.4,,,,,,0,0,0.0
Tanner Pearson,LA,LW,82,8,32,40,7.0,64,23:03,1,12,203,3.9,,,,,,0,0,0.0
Total,LA,,5,0,0,0,1.0,2,10:34,0,0,3,0.0,,,,,,0,0,0.0
Trevor Lewis,LA,C,42,10,7,17,1.0,20,13:52,6,1,60,16.7,,,,,,1,0,0.0
Tyler Toffoli,LA,C,77,24,38,62,18.0,20,18:23,4,8,242,9.9,,,,,,4,0,0.0
Vincent Lecavalier C *,LA,,54,12,10,22,-6.0,20,14:56,1,3,142,8.5,,,,,,2,2,100.0
