Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Barclay Goodrow,SJ,C,24,0,3,3,-2.0,16,17:49,0,0,35,0.0,,,,,,0,0,0.0
Ben Smith RW *,SJ,,11,0,0,0,-4.0,7,10:36,0,0,8,0.0,,,,,,0,0,0.0
Brenden Dillon,SJ,D,67,8,9,17,-8.0,10,13:09,0,1,90,8.9,,,,,,0,0,0.0
Brent Burns,SJ,D,82,38,40,78,25.0,30,19:48,12,16,224,17.0,,,,,,6,3,50.0
Bryan Lerg,SJ,LW,1,0,0,0,0.0,0,7:27,0,0,0,0.0,,,,,,0,0,0.0
Chris Tierney,SJ,C,78,3,17,20,13.0,22,20:43,1,1,49,6.1,,,,,,0,0,0.0
Dainius Zubrus,SJ,C,76,2,9,11,8.0,61,16:41,0,0,93,2.2,,,,,,0,0,0.0
Dylan DeMelo,SJ,D,29,1,3,4,1.0,0,10:30,1,0,23,4.3,,,,,,0,0,0.0
Joe Pavelski,SJ,C,82,19,63,82,25.0,54,18:21,8,21,121,15.7,,,,,,0,0,0.0
Joel Ward,SJ,RW,81,21,25,46,16.0,26,15:58,3,4,202,10.4,,,,,,0,0,0.0
John McCarthy,SJ,C,16,1,0,1,-2.0,48,7:05,0,0,10,10.0,,,,,,0,0,0.0
Joonas Donskoi,SJ,RW,67,8,31,39,15.0,48,23:07,2,8,116,6.9,,,,,,0,0,0.0
Justin Braun,SJ,D,52,15,21,36,2.0,20,17:23,5,10,137,10.9,,,,,,3,2,66.7
Logan Couture,SJ,C,76,11,25,36,4.0,20,14:09,3,5,107,10.3,,,,,,6,2,33.3
Marc-Edouard Vlasic,SJ,D,79,21,22,43,-15.0,28,16:58,5,7,138,15.2,,,,,,0,0,0.0
Matt Nieto,SJ,LW,68,7,11,18,-10.0,63,13:38,1,2,111,6.3,,,,,,0,0,0.0
Matt Tennyson,SJ,D,23,2,4,6,5.0,6,12:46,0,0,21,9.5,,,,,,0,0,0.0
Melker Karlsson,SJ,C,79,7,13,20,-16.0,20,13:11,1,0,96,7.3,,,,,,0,0,0.0
Micheal Haley,SJ,C,9,1,1,2,1.0,0,11:11,0,0,7,14.3,,,,,,0,0,0.0
Mike Brown RW *,SJ,,45,2,2,4,0.0,14,13:37,2,2,42,4.8,,,,,,0,0,0.0
Mirco Mueller,SJ,D,1,0,0,0,0.0,0,7:05,0,0,0,0.0,,,,,,0,0,0.0
Nick Spaling C *,SJ,,50,3,4,7,4.0,20,11:35,0,0,33,9.1,,,,,,0,0,0.0
Nikolay Goldobin,SJ,RW,14,0,3,3,1.0,16,10:16,0,0,7,0.0,,,,,,0,0,0.0
Patrick Marleau,SJ,C,82,27,48,75,-5.0,53,25:51,7,23,353,7.6,,,,,,1,1,100.0
Paul Martin,SJ,D,80,4,19,23,11.0,36,20:33,0,1,114,3.5,,,,,,0,0,0.0
Roman Polak D *,SJ,,44,1,2,3,-3.0,63,7:13,0,0,37,2.7,,,,,,0,0,0.0
Ryan Carpenter,SJ,C,6,0,0,0,-1.0,0,5:59,0,0,1,0.0,,,,,,0,0,0.0
Tomas Hertl,SJ,C,82,25,23,48,-22.0,10,19:01,11,14,216,11.6,,,,,,1,0,0.0
Tommy Wingels,SJ,C,65,10,9,19,5.0,16,13:31,0,0,96,10.4,,,,,,0,0,0.0
Total,SJ,,6,0,0,0,1.0,0,8:52,0,0,4,0.0,,,,,,0,0,0.0
