Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alec Martinez,LA,D,68,7,12,19,-13.0,47,11:45,0,0,103,6.8,,,,,,0,0,0.0
Alexei Ponikarovsky,LA,LW,82,2,13,15,1.0,16,20:17,0,0,46,4.3,,,,,,0,0,0.0
Andrei Loktionov,LA,C,17,4,5,9,6.0,17,14:28,1,0,27,14.8,,,,,,0,0,0.0
Brad Richardson,LA,RW,82,12,18,30,-5.0,20,17:20,4,6,94,12.8,,,,,,9,4,44.4
Brayden Schenn,LA,C,56,0,3,3,-6.0,105,5:26,0,0,20,0.0,,,,,,0,0,0.0
Davis Drewiske,LA,D,19,2,4,6,0.0,2,17:00,0,0,36,5.6,,,,,,1,0,0.0
Drew Doughty,LA,D,82,5,37,42,-21.0,44,23:11,3,25,153,3.3,,,,,,7,1,14.3
Dustin Brown,LA,RW,73,22,35,57,14.0,59,17:15,5,8,213,10.3,,,,,,4,1,25.0
Dustin Penner LW *,LA,,19,4,3,7,2.0,2,14:45,0,1,26,15.4,,,,,,0,0,0.0
Dwight King,LA,LW,11,0,1,1,-2.0,0,13:42,0,0,8,0.0,,,,,,0,0,0.0
Jack Johnson,LA,D,82,20,23,43,-6.0,42,17:09,4,8,187,10.7,,,,,,10,9,90.0
Jake Muzzin,LA,D,8,0,2,2,-1.0,0,11:14,0,0,11,0.0,,,,,,0,0,0.0
Jarret Stoll,LA,C,82,23,24,47,-1.0,35,18:02,9,5,195,11.8,,,,,,0,0,0.0
John Zeiler,LA,RW,6,0,0,0,-2.0,2,11:43,0,0,3,0.0,,,,,,0,0,0.0
Justin Williams,LA,RW,75,25,48,73,25.0,20,21:35,6,12,233,10.7,,,,,,10,3,30.0
Kevin Westgarth,LA,RW,13,1,3,4,-1.0,2,14:35,0,0,27,3.7,,,,,,0,0,0.0
Kyle Clifford,LA,LW,61,5,10,15,1.0,36,12:35,1,2,94,5.3,,,,,,0,0,0.0
Marco Sturm LW *,LA,,57,5,5,10,4.0,21,21:48,0,0,59,8.5,,,,,,0,0,0.0
Matt Greene,LA,D,72,3,10,13,-11.0,6,11:29,0,0,105,2.9,,,,,,0,0,0.0
Michal Handzus,LA,C,80,14,16,30,-2.0,75,13:27,1,0,117,12.0,,,,,,0,0,0.0
Oscar Moller,LA,C,5,1,3,4,5.0,0,13:47,0,0,6,16.7,,,,,,0,0,0.0
Peter Harrold,LA,D,38,0,5,5,-1.0,19,14:21,0,0,27,0.0,,,,,,0,0,0.0
Rob Scuderi,LA,D,60,5,11,16,11.0,18,15:16,1,4,74,6.8,,,,,,0,0,0.0
Ryan Smyth,LA,LW,82,28,29,57,17.0,67,19:22,7,8,228,12.3,,,,,,7,2,28.6
Scott Parse,LA,RW,19,1,3,4,3.0,4,12:15,0,0,12,8.3,,,,,,0,0,0.0
Total,LA,,4,0,0,0,-1.0,0,5:36,0,0,1,0.0,,,,,,0,0,0.0
Trevor Lewis,LA,C,76,7,7,14,-10.0,141,9:30,0,0,69,10.1,,,,,,0,0,0.0
Wayne Simmonds,LA,RW,76,11,29,40,13.0,68,25:38,5,10,139,7.9,,,,,,1,0,0.0
Willie Mitchell,LA,D,71,2,9,11,3.0,70,16:58,0,0,50,4.0,,,,,,0,0,0.0
