Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Andrew Desjardins,SJ,C,37,2,2,4,-8.0,8,8:44,0,0,41,4.9,,,,,,0,0,0.0
Ben Eager LW *,SJ,,56,4,3,7,-3.0,50,9:44,0,0,61,6.6,,,,,,0,0,0.0
Benn Ferriero,SJ,C,23,2,8,10,9.0,8,19:55,0,1,51,3.9,,,,,,0,0,0.0
Brandon Mashinter,SJ,LW,5,0,0,0,-1.0,0,5:06,0,0,1,0.0,,,,,,0,0,0.0
Dan Boyle,SJ,D,79,32,24,56,18.0,41,17:49,10,4,253,12.6,,,,,,8,2,25.0
Dany Heatley,SJ,LW,74,20,46,66,10.0,24,19:39,11,17,282,7.1,,,,,,9,2,22.2
Derek Joslin D *,SJ,,49,1,5,6,-6.0,33,11:35,0,0,63,1.6,,,,,,0,0,0.0
Devin Setoguchi,SJ,RW,76,9,41,50,2.0,67,26:14,4,23,199,4.5,,,,,,3,3,100.0
Douglas Murray,SJ,D,80,4,14,18,14.0,18,20:51,0,1,116,3.4,,,,,,0,0,0.0
Frazer McLaren,SJ,F,13,0,0,0,-2.0,17,6:22,0,0,5,0.0,,,,,,0,0,0.0
Ian White D *,SJ,,50,2,8,10,8.0,12,16:36,0,0,38,5.3,,,,,,0,0,0.0
Jamal Mayers,SJ,RW,73,1,13,14,5.0,44,19:36,0,1,102,1.0,,,,,,0,0,0.0
Jamie McGinn,SJ,LW,34,4,3,7,0.0,43,9:01,0,0,43,9.3,,,,,,0,0,0.0
Jason Demers,SJ,D,72,22,19,41,-2.0,37,15:12,4,6,199,11.1,,,,,,0,0,0.0
Joe Pavelski,SJ,C,80,21,49,70,4.0,47,19:52,9,24,149,14.1,,,,,,0,0,0.0
Joe Thornton,SJ,C,82,37,36,73,-3.0,16,20:47,11,15,279,13.3,,,,,,3,0,0.0
John McCarthy,SJ,C,17,1,3,4,-2.0,8,12:28,0,0,11,9.1,,,,,,0,0,0.0
Justin Braun,SJ,D,35,5,8,13,10.0,0,13:40,0,1,50,10.0,,,,,,2,0,0.0
Kent Huskins,SJ,D,28,2,9,11,-1.0,2,16:30,2,0,44,4.5,,,,,,0,0,0.0
Kyle Wellwood,SJ,C,78,3,11,14,3.0,124,8:52,0,0,62,4.8,,,,,,0,0,0.0
Logan Couture,SJ,C,75,24,38,62,13.0,100,17:57,5,8,185,13.0,,,,,,8,3,37.5
Marc-Edouard Vlasic,SJ,D,66,9,14,23,10.0,46,13:20,0,0,116,7.8,,,,,,0,0,0.0
Mike Moore,SJ,D,17,1,2,3,-1.0,4,7:08,0,0,12,8.3,,,,,,0,0,0.0
Niclas Wallin,SJ,D,33,5,4,9,8.0,9,13:05,1,0,56,8.9,,,,,,0,0,0.0
Ryane Clowe,SJ,LW,80,26,38,64,8.0,56,19:39,11,19,217,12.0,,,,,,1,0,0.0
Scott Nichol,SJ,C,74,3,5,8,0.0,46,15:50,0,0,86,3.5,,,,,,0,0,0.0
Tommy Wingels,SJ,C,6,1,0,1,-1.0,7,10:06,0,0,5,20.0,,,,,,0,0,0.0
Torrey Mitchell,SJ,C,75,2,22,24,19.0,28,19:29,0,6,105,1.9,,,,,,0,0,0.0
Total,SJ,,9,0,0,0,-1.0,22,4:15,0,0,1,0.0,,,,,,0,0,0.0
