Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Hall,TB,RW,79,4,19,23,2.0,62,19:13,1,4,78,5.1,,,,,,1,0,0.0
Blair Jones,TB,C,10,1,2,3,-2.0,2,8:28,0,0,14,7.1,,,,,,0,0,0.0
Brett Clark,TB,D,77,18,14,32,-12.0,52,15:35,6,1,175,10.3,,,,,,6,3,50.0
Dana Tyrell,TB,C,82,7,11,18,-12.0,32,14:50,0,0,167,4.2,,,,,,7,2,28.6
Dominic Moore,TB,C,57,10,22,32,8.0,171,14:31,2,3,83,12.0,,,,,,1,0,0.0
Eric Brewer D *,TB,,18,1,2,3,-2.0,2,8:00,0,0,20,5.0,,,,,,0,0,0.0
James Wright,TB,C,4,0,0,0,-2.0,2,4:43,0,0,1,0.0,,,,,,0,0,0.0
Johan Harju,TB,LW,72,0,5,5,-7.0,70,18:43,0,1,39,0.0,,,,,,0,0,0.0
Marc-Andre Bergeron,TB,D,69,1,11,12,-3.0,12,20:24,0,0,55,1.8,,,,,,0,0,0.0
Marc-Antoine Pouliot,TB,C,32,0,0,0,2.0,17,6:59,0,0,9,0.0,,,,,,0,0,0.0
Mathieu Roy,TB,D,3,0,0,0,-2.0,0,10:46,0,0,2,0.0,,,,,,1,0,0.0
Matt Smaby,TB,D,10,0,1,1,-2.0,2,8:42,0,0,6,0.0,,,,,,0,0,0.0
Mattias Ohlund,TB,D,31,4,4,8,-5.0,11,10:03,0,0,42,9.5,,,,,,1,0,0.0
Mattias Ritola,TB,C,23,2,6,8,-10.0,8,14:19,0,3,37,5.4,,,,,,0,0,0.0
Michael Vernace,TB,D,22,1,1,2,5.0,24,21:34,0,0,24,4.2,,,,,,0,0,0.0
Mike Lundin,TB,D,61,1,12,13,-4.0,15,17:03,0,0,52,1.9,,,,,,0,0,0.0
Nate Thompson,TB,C,79,3,23,26,3.0,70,21:00,0,3,101,3.0,,,,,,6,2,33.3
Pavel Kubina,TB,D,79,10,15,25,-6.0,29,15:05,0,1,123,8.1,,,,,,0,0,0.0
Randy Jones,TB,D,78,6,9,15,-5.0,12,12:03,0,0,73,8.2,,,,,,0,0,0.0
Ryan Malone,TB,LW,63,17,23,40,-12.0,20,16:53,7,8,154,11.0,,,,,,3,1,33.3
Sean Bergenheim,TB,LW,82,9,22,31,2.0,14,18:52,6,11,87,10.3,,,,,,0,0,0.0
Simon Gagne,TB,LW,81,17,34,51,5.0,10,14:06,3,18,196,8.7,,,,,,4,0,0.0
Steve Downie,TB,RW,54,14,24,38,-3.0,51,16:01,9,9,149,9.4,,,,,,3,2,66.7
Steven Stamkos,TB,C,82,31,68,99,0.0,12,20:58,4,37,254,12.2,,,,,,5,1,20.0
Teddy Purcell,TB,RW,65,25,29,54,-5.0,43,18:27,12,16,210,11.9,,,,,,5,0,0.0
Total,TB,,1,0,0,0,-2.0,0,4:36,0,0,0,0.0,,,,,,0,0,0.0
Victor Hedman,TB,D,80,14,15,29,0.0,56,13:58,2,2,182,7.7,,,,,,2,0,0.0
Vincent Lecavalier,TB,C,82,45,46,91,3.0,74,20:11,17,19,272,16.5,,,,,,7,0,0.0
