Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Henrique,NJ,C,12,0,0,0,-3.0,6,9:00,0,0,13,0.0,,,,,,0,0,0.0
Adam Mair,NJ,C,18,1,4,5,0.0,0,11:28,0,0,18,5.6,,,,,,0,0,0.0
Alexander Urbom,NJ,D,26,0,2,2,2.0,29,13:58,0,0,16,0.0,,,,,,0,0,0.0
Alexander Vasyunov,NJ,LW,17,3,2,5,-2.0,2,20:40,1,0,38,7.9,,,,,,0,0,0.0
Andy Greene,NJ,D,62,13,11,24,-9.0,32,15:27,2,3,139,9.4,,,,,,2,1,50.0
Anssi Salmela,NJ,,57,0,8,8,3.0,36,18:06,0,0,65,0.0,,,,,,0,0,0.0
Anton Volchenkov,NJ,D,28,3,7,10,5.0,6,13:14,0,3,31,9.7,,,,,,1,0,0.0
Brad Mills,NJ,C,8,1,0,1,-2.0,0,12:34,0,0,5,20.0,,,,,,0,0,0.0
Brian Rolston,NJ,RW,82,13,31,44,-6.0,24,19:46,2,8,173,7.5,,,,,,2,1,50.0
Colin White,NJ,D,13,3,3,6,-1.0,6,19:51,0,1,49,6.1,,,,,,0,0,0.0
Dainius Zubrus,NJ,C,65,14,20,34,-6.0,34,17:36,6,5,168,8.3,,,,,,2,1,50.0
David Clarkson,NJ,RW,58,8,14,22,3.0,14,12:32,2,3,87,9.2,,,,,,3,0,0.0
David Steckel C *,NJ,,4,1,0,1,1.0,5,8:16,0,0,6,16.7,,,,,,0,0,0.0
Henrik Tallinder,NJ,D,43,9,8,17,9.0,6,14:19,1,1,66,13.6,,,,,,0,0,0.0
Ilya Kovalchuk,NJ,LW,81,21,41,62,-4.0,16,18:38,7,13,204,10.3,,,,,,3,0,0.0
Jacob Josefson,NJ,C,74,3,7,10,-9.0,27,11:48,1,0,88,3.4,,,,,,0,0,0.0
Jamie Langenbrunner RW *,NJ,,82,5,11,16,-6.0,40,22:32,0,2,102,4.9,,,,,,0,0,0.0
Jason Arnott C *,NJ,,79,13,17,30,-11.0,53,17:09,1,2,115,11.3,,,,,,0,0,0.0
Jay Leach,NJ,D,2,0,0,0,-2.0,21,3:27,0,0,0,0.0,,,,,,0,0,0.0
Mark Fayne,NJ,D,31,4,10,14,-15.0,16,18:33,0,3,76,5.3,,,,,,1,1,100.0
Mark Fraser,NJ,D,36,0,2,2,-5.0,9,10:49,0,0,22,0.0,,,,,,0,0,0.0
Matt Taormina,NJ,D,22,0,6,6,-5.0,44,13:35,0,0,21,0.0,,,,,,0,0,0.0
Matthew Corrente,NJ,D,69,0,6,6,-2.0,48,18:51,0,0,50,0.0,,,,,,0,0,0.0
Mattias Tedenby,NJ,LW,82,4,19,23,-23.0,22,22:21,1,5,91,4.4,,,,,,0,0,0.0
Nick Palmieri,NJ,RW,82,12,6,18,-20.0,116,13:37,1,1,192,6.3,,,,,,0,0,0.0
Olivier Magnan-Grenier,NJ,D,4,0,0,0,-1.0,0,8:43,0,0,1,0.0,,,,,,0,0,0.0
Pierre-Luc Letourneau-Leblond,NJ,RW,1,0,0,0,1.0,0,13:21,0,0,3,0.0,,,,,,0,0,0.0
Rod Pelley,NJ,C,57,4,10,14,10.0,27,17:50,0,4,77,5.2,,,,,,0,0,0.0
Stephen Gionta,NJ,RW,18,0,0,0,-4.0,4,15:42,0,0,8,0.0,,,,,,0,0,0.0
Tim Sestito,NJ,C,38,2,2,4,3.0,2,11:19,0,0,40,5.0,,,,,,0,0,0.0
Total,NJ,,7,0,0,0,0.0,7,14:14,0,0,2,0.0,,,,,,0,0,0.0
Travis Zajac,NJ,C,81,31,29,60,-26.0,28,22:33,9,12,245,12.7,,,,,,5,2,40.0
Tyler Eckford,NJ,D,18,1,0,1,-3.0,2,12:50,0,0,18,5.6,,,,,,0,0,0.0
Vladimir Zharkov,NJ,RW,65,1,3,4,-16.0,45,9:05,0,0,58,1.7,,,,,,0,0,0.0
Zach Parise,NJ,LW,48,1,6,7,-11.0,14,17:23,0,0,57,1.8,,,,,,0,0,0.0
