Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alexander Burmistrov,WPG,C,52,11,18,29,-11.0,6,14:09,3,6,99,11.1,,,,,,2,0,0.0
Andrey Zubarev,WPG,D,13,0,1,1,0.0,4,14:07,0,0,20,0.0,,,,,,0,0,0.0
Anthony Stewart,WPG,RW,76,16,25,41,-17.0,42,15:39,5,11,105,15.2,,,,,,4,1,25.0
Arturs Kulda,WPG,D,1,0,0,0,0.0,0,9:55,0,0,1,0.0,,,,,,0,0,0.0
Ben Eager LW *,WPG,,69,6,4,10,1.0,87,8:57,0,0,51,11.8,,,,,,0,0,0.0
Ben Maxwell,WPG,C,15,1,1,2,-7.0,8,15:15,0,0,11,9.1,,,,,,0,0,0.0
Blake Wheeler RW *,WPG,,82,3,16,19,3.0,24,18:05,0,1,83,3.6,,,,,,0,0,0.0
Brent Sopel D *,WPG,,36,7,3,10,-11.0,12,11:57,0,0,51,13.7,,,,,,0,0,0.0
Bryan Little,WPG,C,72,10,41,51,-10.0,54,23:41,6,22,113,8.9,,,,,,0,0,0.0
Carl Klingberg,WPG,LW,4,0,1,1,-4.0,4,20:04,0,0,2,0.0,,,,,,0,0,0.0
Chris Thorburn,WPG,RW,74,6,14,20,-12.0,27,13:13,0,0,92,6.5,,,,,,3,1,33.3
Dustin Byfuglien,WPG,D,81,29,30,59,-10.0,39,20:04,9,9,195,14.9,,,,,,5,2,40.0
Eric Boulton,WPG,LW,36,5,7,12,4.0,19,10:34,0,0,53,9.4,,,,,,0,0,0.0
Evander Kane,WPG,LW,76,18,30,48,11.0,33,18:27,2,8,158,11.4,,,,,,10,3,30.0
Freddy Meyer,WPG,D,18,3,1,4,-1.0,4,11:31,2,0,19,15.8,,,,,,2,1,50.0
Fredrik Modin LW *,WPG,,34,3,7,10,4.0,77,12:15,0,0,41,7.3,,,,,,0,0,0.0
Jim Slater,WPG,C,82,2,15,17,-15.0,22,20:43,0,4,90,2.2,,,,,,0,0,0.0
Johnny Oduya,WPG,D,71,5,12,17,-27.0,29,22:24,0,4,155,3.2,,,,,,0,0,0.0
Mark Stuart D *,WPG,,21,1,1,2,-5.0,4,9:38,0,0,27,3.7,,,,,,0,0,0.0
Niclas Bergfors RW *,WPG,,59,14,20,34,-16.0,35,19:13,6,6,161,8.7,,,,,,4,0,0.0
Nigel Dawes LW *,WPG,,23,1,0,1,-8.0,24,14:50,0,0,21,4.8,,,,,,0,0,0.0
Nik Antropov,WPG,C,73,19,24,43,-12.0,68,17:51,4,4,234,8.1,,,,,,4,0,0.0
Noah Welch,WPG,D,1,0,0,0,0.0,0,10:22,0,0,0,0.0,,,,,,0,0,0.0
Patrice Cormier,WPG,C,12,1,1,2,-7.0,9,11:59,0,0,13,7.7,,,,,,0,0,0.0
Patrick Rissmiller LW *,WPG,,10,0,0,0,-2.0,0,7:40,0,0,7,0.0,,,,,,0,0,0.0
Paul Postma,WPG,D,2,0,0,0,-1.0,0,17:33,0,0,1,0.0,,,,,,0,0,0.0
Radek Dvorak RW *,WPG,,9,0,1,1,-6.0,0,11:11,0,0,9,0.0,,,,,,2,1,50.0
Rich Peverley C *,WPG,,80,14,25,39,-10.0,55,14:58,5,5,141,9.9,,,,,,0,0,0.0
Rob Schremp C *,WPG,,45,5,2,7,-10.0,12,11:06,1,0,44,11.4,,,,,,1,1,100.0
Ron Hainsey,WPG,D,82,9,10,19,-4.0,77,13:47,2,1,114,7.9,,,,,,0,0,0.0
Spencer Machacek,WPG,RW,2,0,0,0,-2.0,2,11:06,0,0,3,0.0,,,,,,0,0,0.0
Tim Stapleton,WPG,RW,59,2,5,7,7.0,16,16:25,0,1,40,5.0,,,,,,0,0,0.0
Tobias Enstrom,WPG,D,81,20,33,53,-2.0,93,23:18,8,16,347,5.8,,,,,,2,0,0.0
Total,WPG,,1,0,0,0,-1.0,0,13:07,0,0,2,0.0,,,,,,0,0,0.0
Zach Bogosian,WPG,D,23,7,10,17,2.0,14,18:52,0,3,78,9.0,,,,,,3,2,66.7
