Name,Team,P,G,A
Alberth Elis,MLS All-Stars,29,11,9
Bradley Wright-Phillips,MLS All-Stars,31,20,8
Diego Valeri,MLS All-Stars,32,10,12
Ignacio Piatti,MLS All-Stars,31,16,13
