Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Brad Self,Colorado Mammoth,T,6,4,3,7,0,0,0,0,23,9,2,0,0,0/0,-
Brent Adams,Colorado Mammoth,D,5,3,1,4,0,0,0,0,19,6,0,0,0,0/0,-
Chris Wardle,Colorado Mammoth,F,18,14,19,33,2,0,0,0,46,27,9,0,0,0/0,-
Dan Coates,Colorado Mammoth,D,18,1,10,11,10,0,0,0,68,12,18,0,0,41/91,45%
Dillon Ward,Colorado Mammoth,G,18,0,9,9,0,0,0,0,16,0,0,0,0,0/0,-
Eli McLaughlin,Colorado Mammoth,F,16,35,41,76,8,0,0,0,58,60,9,0,0,0/0,-
Jacob Ruest,Colorado Mammoth,F,18,14,39,53,6,0,0,0,97,34,2,0,0,0/0,-
Jeff Wittig,Colorado Mammoth,F,8,8,13,21,4,0,0,0,16,10,1,0,0,0/0,-
Jeremy Noble,Colorado Mammoth,F,11,5,26,31,13,0,0,0,36,21,5,0,0,0/0,-
Joey Cupido,Colorado Mammoth,T,18,3,14,17,4,0,0,0,98,13,33,0,0,0/0,-
John Lintz,Colorado Mammoth,D,18,0,1,1,10,0,0,0,43,5,13,0,0,0/0,-
Jordan Gilles,Colorado Mammoth,D,18,3,1,4,2,0,0,0,78,11,12,0,0,0/0,-
Josh Sullivan,Colorado Mammoth,D,12,1,1,2,2,0,0,0,28,1,8,0,0,0/0,-
Julian Garritano,Colorado Mammoth,D,8,1,0,1,0,0,0,0,19,3,8,0,0,0/0,-
Kyle Killen,Colorado Mammoth,F,15,28,21,49,2,0,0,0,35,22,2,0,0,0/0,-
Robert Hope,Colorado Mammoth,D,18,1,4,5,16,0,0,0,138,12,13,0,0,0/0,-
Ryan Lee,Colorado Mammoth,F,18,27,32,59,4,0,0,0,72,47,3,0,0,0/0,-
Scott Carnegie,Colorado Mammoth,D,18,0,0,0,25,0,0,0,50,11,15,0,0,0/0,-
Steve Fryer,Colorado Mammoth,G,18,0,0,0,0,0,0,0,4,0,0,0,0,0/0,-
Steven Lee,Colorado Mammoth,D,1,0,0,0,0,0,0,0,1,0,1,0,0,1/2,50%
Taylor Stuart,Colorado Mammoth,D,18,5,10,15,6,0,0,0,99,15,20,0,0,0/0,-
Tim Edwards,Colorado Mammoth,D,18,0,4,4,2,0,0,0,76,8,21,0,0,189/353,54%
