Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Angus Goodleaf,Rochester Knighthawks,G,18,0,2,2,5,0,0,0,9,2,0,0,0,0/0,-
Austin Shanks,Rochester Knighthawks,F,13,23,25,48,8,0,0,0,58,28,0,0,0,0/0,-
Billy Dee Smith,Rochester Knighthawks,D,2,0,0,0,16,0,0,0,0,0,1,0,0,0/0,-
Brad Gillies,Rochester Knighthawks,T,18,4,8,12,0,0,0,0,89,9,9,0,0,0/0,-
Brandon Robinson,Rochester Knighthawks,F,10,4,6,10,6,0,0,0,36,4,3,0,0,0/0,-
Cam Milligan,Rochester Knighthawks,F,3,1,2,3,0,0,0,0,5,7,0,0,0,0/0,-
Cameron Simpson,Rochester Knighthawks,F,1,0,0,0,0,0,0,0,0,1,1,0,0,0/0,-
Chris Boushy,Rochester Knighthawks,F,16,22,14,36,8,0,0,0,56,45,1,0,0,0/0,-
Cody Jamieson,Rochester Knighthawks,F,18,30,57,87,32,0,0,0,80,58,3,0,0,0/0,-
Colton Armstrong,Rochester Knighthawks,D,7,3,3,6,7,0,0,0,14,6,5,0,0,0/0,-
Cory Vitarelli,Rochester Knighthawks,F,15,23,17,40,4,0,0,0,51,26,7,0,0,0/0,-
Darryl Robertson,Rochester Knighthawks,D,15,2,10,12,15,0,0,0,55,8,8,0,0,0/0,-
Dawson Theede,Rochester Knighthawks,F,8,3,7,10,13,0,0,0,29,17,2,0,0,0/0,-
Dylan Riley,Rochester Knighthawks,D,2,0,1,1,0,0,0,0,3,2,0,0,0,0/0,-
Eric Fannell,Rochester Knighthawks,F,2,1,0,1,2,0,0,0,7,6,0,0,0,0/0,-
Eric Shewell,Rochester Knighthawks,D,13,0,0,0,16,0,0,0,22,1,4,0,0,0/0,-
Graeme Hossack,Rochester Knighthawks,D,18,8,16,24,12,0,0,0,164,16,25,0,0,0/0,-
Ian Llord,Rochester Knighthawks,D,15,0,1,1,12,0,0,0,45,3,11,0,0,0/0,-
Jake Withers,Rochester Knighthawks,D,14,6,10,16,24,0,0,0,166,15,10,0,0,275/367,75%
James Barclay,Rochester Knighthawks,D,16,1,7,8,16,0,0,0,60,10,15,0,0,38/106,36%
Kyle Jackson,Rochester Knighthawks,F,18,30,33,63,38,0,0,0,66,37,5,0,0,0/0,-
Luc Magnan,Rochester Knighthawks,D,16,2,5,7,8,0,0,0,108,18,11,0,0,0/0,-
Luke Van Schepen,Rochester Knighthawks,D,13,0,2,2,4,0,0,0,39,9,9,0,0,0/0,-
Mike Burke,Rochester Knighthawks,F,14,15,27,42,11,0,0,0,47,22,1,0,0,0/0,-
Mike Manley,Rochester Knighthawks,D,7,0,1,1,4,0,0,0,31,1,2,0,0,0/0,-
Mike Triolo,Rochester Knighthawks,D,6,3,4,7,0,0,0,0,33,10,0,0,0,0/0,-
Oran Horn,Rochester Knighthawks,T,10,0,1,1,2,0,0,0,26,1,2,0,0,0/0,-
Pat Saunders,Rochester Knighthawks,F,4,8,5,13,0,0,0,0,5,5,2,0,0,0/0,-
Paul Dawson,Rochester Knighthawks,D,18,0,3,3,22,0,0,0,59,9,10,0,0,10/44,23%
Ryan Benesch,Rochester Knighthawks,F,18,35,45,80,2,0,0,0,97,54,1,0,0,0/0,-
Scott Campbell,Rochester Knighthawks,D,18,5,6,11,13,0,0,0,65,13,15,0,0,0/0,-
Stephen Keogh,Rochester Knighthawks,F,7,4,3,7,4,0,0,0,17,7,1,0,0,0/0,-
Warren Hill,Rochester Knighthawks,G,18,0,7,7,0,0,0,0,5,0,0,0,0,0/0,-
