Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Adam Shute,Saskatchewan Rush,G,18,0,2,2,0,0,0,0,3,0,0,0,0,0/0,-
Ben McIntosh,Saskatchewan Rush,F,18,41,36,77,4,0,0,0,65,36,6,0,0,0/0,-
Brett Mydske,Saskatchewan Rush,D,18,2,3,5,12,0,0,0,43,10,12,0,0,0/0,-
Chris Corbeil,Saskatchewan Rush,T,17,4,10,14,8,0,0,0,97,15,24,0,0,0/0,-
Connor Robinson,Saskatchewan Rush,F,3,1,3,4,0,0,0,0,7,1,1,0,0,0/0,-
Curtis Knight,Saskatchewan Rush,F,18,13,35,48,2,0,0,0,76,22,6,0,0,0/0,-
Evan Kirk,Saskatchewan Rush,G,13,0,0,0,0,0,0,0,5,0,0,0,0,0/0,-
Jeff Shattler,Saskatchewan Rush,F,18,34,39,73,14,0,0,0,86,41,7,0,0,0/0,-
Jeremy Thompson,Saskatchewan Rush,T,18,3,7,10,28,0,0,0,208,33,25,0,0,263/464,57%
Jordi Jones-Smith,Saskatchewan Rush,T,17,1,0,1,6,0,0,0,19,4,5,0,0,0/0,-
Kyle Rubisch,Saskatchewan Rush,D,18,2,6,8,18,0,0,0,144,9,45,0,0,0/0,-
Mark Matthews,Saskatchewan Rush,F,18,41,64,105,8,0,0,0,70,55,3,0,0,0/0,-
Matt Hossack,Saskatchewan Rush,D,18,3,14,17,10,0,0,0,93,20,18,0,0,0/0,-
Matt MacGrotty,Saskatchewan Rush,D,6,1,2,3,0,0,0,0,9,2,2,0,0,0/0,-
Matthew Dinsdale,Saskatchewan Rush,F,18,20,27,47,6,0,0,0,41,30,3,0,0,0/0,-
Mike Messenger,Saskatchewan Rush,T,18,9,6,15,17,0,0,0,115,9,31,0,0,17/34,50%
Nick Finlay,Saskatchewan Rush,D,6,1,0,1,0,0,0,0,15,0,4,0,0,0/0,-
Nik Bilic,Saskatchewan Rush,D,16,0,5,5,61,0,0,0,47,7,11,0,0,0/0,-
Robert Church,Saskatchewan Rush,F,17,25,42,67,2,0,0,0,66,24,6,0,0,0/0,-
Ryan Keenan,Saskatchewan Rush,F,18,20,42,62,11,0,0,0,52,28,3,0,0,0/0,-
Travis Cornwall,Saskatchewan Rush,T,18,0,6,6,2,0,0,0,45,7,9,0,0,0/0,-
