Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Anthony Kalinich,Calgary Roughnecks,D,16,1,1,2,21,0,0,0,38,8,10,0,0,0/0,-
Carter Dickson,Calgary Roughnecks,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Chad Cummings,Calgary Roughnecks,D,18,1,5,6,26,0,0,0,74,14,12,0,0,0/0,-
Christian Del Bianco,Calgary Roughnecks,G,18,0,12,12,0,0,0,0,27,3,0,0,0,0/0,-
Curtis Dickson,Calgary Roughnecks,F,14,35,46,81,21,0,0,0,57,60,3,0,0,0/0,-
Curtis Manning,Calgary Roughnecks,D,7,0,2,2,8,0,0,0,27,4,3,0,0,0/0,-
Dan MacRae,Calgary Roughnecks,D,18,3,8,11,0,0,0,0,98,11,25,0,0,0/0,-
Dan Taylor,Calgary Roughnecks,F,18,23,23,46,0,0,0,0,26,31,4,0,0,0/0,-
Dane Dobbie,Calgary Roughnecks,F,18,47,68,115,12,0,0,0,69,72,3,0,0,0/0,-
Eli Salama,Calgary Roughnecks,D,16,1,4,5,22,0,0,0,67,7,16,0,0,0/0,-
Greg Harnett,Calgary Roughnecks,D,14,1,3,4,15,0,0,0,33,4,8,0,0,0/0,-
Jesse King,Calgary Roughnecks,F,2,3,6,9,0,0,0,0,8,5,2,0,0,0/0,-
Mike Carnegie,Calgary Roughnecks,D,11,0,2,2,12,0,0,0,35,3,8,0,0,0/0,-
Mitch Wilde,Calgary Roughnecks,D,17,5,11,16,16,0,0,0,75,11,11,0,0,0/2,-
Reece Callies,Calgary Roughnecks,D,14,2,3,5,2,0,0,0,33,3,6,0,0,0/2,-
Rhys Duch,Calgary Roughnecks,F,18,27,47,74,2,0,0,0,66,37,2,0,0,0/0,-
Riley Loewen,Calgary Roughnecks,F,18,20,26,46,4,0,0,0,50,33,1,0,0,0/0,-
Ryan Martel,Calgary Roughnecks,F,10,5,11,16,2,0,0,0,20,23,0,0,0,0/0,-
Shane Simpson,Calgary Roughnecks,D,10,3,7,10,8,0,0,0,38,9,5,0,0,0/0,-
Tyler Burton,Calgary Roughnecks,D,18,2,4,6,10,0,0,0,101,17,14,0,0,245/479,51%
Tyler Pace,Calgary Roughnecks,F,11,17,25,42,2,0,0,0,39,18,3,0,0,0/0,-
Tyler Richards,Calgary Roughnecks,G,18,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Tyson Bell,Calgary Roughnecks,D,11,2,2,4,17,0,0,0,72,5,6,0,0,0/0,-
Zach Currier,Calgary Roughnecks,T,18,6,16,22,16,0,0,0,199,22,34,0,0,1/5,20%
