Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Aaron Bold,Vancouver Warriors,G,17,0,4,4,0,0,0,0,10,2,0,0,0,0/0,-
Andrew Gallant,Vancouver Warriors,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Brandon Goodwin,Vancouver Warriors,T,15,4,5,9,28,0,0,0,36,8,6,0,0,0/0,-
Brody Eastwood,Vancouver Warriors,F,6,3,5,8,0,0,0,0,10,5,0,0,0,0/0,-
Colton Porter,Vancouver Warriors,D,18,2,6,8,25,0,0,0,80,7,13,0,0,0/0,-
Dallas Wade,Vancouver Warriors,D,15,1,1,2,0,0,0,0,32,5,8,0,0,0/0,-
Dan Lomas,Vancouver Warriors,F,4,2,2,4,0,0,0,0,5,3,1,0,0,0/0,-
Eric Penney,Vancouver Warriors,G,18,0,2,2,2,0,0,0,8,0,0,0,0,0/0,-
Ian Hawksbee,Vancouver Warriors,D,18,0,7,7,9,0,0,0,153,7,24,0,0,1/1,100%
James Rahe,Vancouver Warriors,F,15,7,9,16,2,0,0,0,78,14,7,0,0,0/0,-
Jarrett Toll,Vancouver Warriors,D,16,0,1,1,12,0,0,0,40,4,2,0,0,53/142,37%
Jean-Luc Chetner,Vancouver Warriors,F,11,5,11,16,13,0,0,0,19,15,0,0,0,0/0,-
Joel McCready,Vancouver Warriors,F,5,4,7,11,4,0,0,0,18,10,2,0,0,0/0,-
Jordan McBride,Vancouver Warriors,F,16,31,22,53,4,0,0,0,56,30,3,0,0,0/0,-
Justin Salt,Vancouver Warriors,T,17,8,6,14,8,0,0,0,74,10,14,0,0,0/0,-
Keegan Bal,Vancouver Warriors,F,17,32,42,74,2,0,0,0,64,41,2,0,0,0/0,-
Logan Schuss,Vancouver Warriors,F,17,24,48,72,8,0,0,0,74,43,3,0,0,0/1,-
Matt Beers,Vancouver Warriors,D,17,2,11,13,43,0,0,0,134,12,21,0,0,1/1,100%
Mitch Jones,Vancouver Warriors,F,18,35,48,83,23,0,0,0,93,71,3,0,0,0/0,-
Nate Wade,Vancouver Warriors,D,2,0,0,0,2,0,0,0,1,0,0,0,0,1/1,100%
Owen Barker,Vancouver Warriors,D,16,3,4,7,41,0,0,0,45,18,20,0,0,7/22,32%
Reid Mydske,Vancouver Warriors,D,6,0,0,0,2,0,0,0,2,2,1,0,0,0/0,-
Tony Malcom,Vancouver Warriors,F,17,13,25,38,6,0,0,0,58,19,3,0,0,1/2,50%
Tyler Codron,Vancouver Warriors,D,18,1,2,3,14,0,0,0,36,2,2,0,0,0/1,-
Zac Christianson,Vancouver Warriors,D,1,0,0,0,0,0,0,0,1,2,1,0,0,0/0,-
Zack Porter,Vancouver Warriors,D,15,2,2,4,21,0,0,0,61,12,12,0,0,101/305,33%
