Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Andrew Desjardins,SJ,C,76,9,10,19,-6.0,29,12:26,0,0,100,9.0,,,,,,0,0,0.0
Andrew Murray,SJ,C,60,0,4,4,3.0,31,18:22,0,0,71,0.0,,,,,,0,0,0.0
Benn Ferriero,SJ,C,33,3,6,9,-1.0,18,13:44,0,1,71,4.2,,,,,,1,0,0.0
Brad Winchester,SJ,LW,66,2,9,11,-2.0,23,16:32,1,2,113,1.8,,,,,,0,0,0.0
Brent Burns,SJ,D,76,17,28,45,-5.0,97,17:51,4,11,180,9.4,,,,,,11,5,45.5
Colin White,SJ,D,25,1,3,4,3.0,33,10:24,0,0,19,5.3,,,,,,0,0,0.0
Dan Boyle,SJ,D,82,31,30,61,18.0,31,20:36,8,10,269,11.5,,,,,,10,4,40.0
Daniel Winnik LW *,SJ,,23,0,6,6,-8.0,6,13:43,0,0,29,0.0,,,,,,1,0,0.0
Dominic Moore C *,SJ,,35,7,1,8,0.0,8,12:02,0,0,68,10.3,,,,,,0,0,0.0
Douglas Murray,SJ,D,54,1,3,4,-5.0,21,14:56,0,0,33,3.0,,,,,,0,0,0.0
Frazer McLaren,SJ,F,14,1,0,1,-2.0,6,11:03,0,0,12,8.3,,,,,,0,0,0.0
Jamie McGinn LW *,SJ,,39,7,20,27,10.0,22,17:37,4,4,96,7.3,,,,,,3,1,33.3
Jason Demers,SJ,D,76,4,13,17,4.0,47,9:34,0,0,80,5.0,,,,,,0,0,0.0
Jim Vandermeer,SJ,D,21,3,2,5,0.0,10,13:39,0,0,29,10.3,,,,,,0,0,0.0
Joe Pavelski,SJ,C,82,30,34,64,10.0,26,20:28,10,15,251,12.0,,,,,,1,0,0.0
John McCarthy,SJ,C,7,0,0,0,0.0,9,4:52,0,0,2,0.0,,,,,,0,0,0.0
Justin Braun,SJ,D,57,4,9,13,-8.0,22,16:50,2,3,73,5.5,,,,,,0,0,0.0
Logan Couture,SJ,C,82,18,59,77,17.0,31,20:28,4,19,156,11.5,,,,,,0,0,0.0
Marc-Edouard Vlasic,SJ,D,67,7,17,24,-6.0,18,14:27,2,3,81,8.6,,,,,,10,5,50.0
Martin Havlat,SJ,F,81,11,26,37,8.0,34,22:32,5,11,201,5.5,,,,,,2,1,50.0
Michal Handzus,SJ,C,61,12,12,24,1.0,26,12:33,3,1,104,11.5,,,,,,0,0,0.0
Patrick Marleau,SJ,C,80,31,34,65,2.0,16,18:33,11,15,245,12.7,,,,,,4,0,0.0
Ryane Clowe,SJ,LW,81,9,39,48,10.0,57,25:34,3,14,252,3.6,,,,,,4,0,0.0
T.J. Galiardi LW *,SJ,,39,1,3,4,3.0,4,7:42,0,0,33,3.0,,,,,,0,0,0.0
Tommy Wingels,SJ,C,67,6,4,10,-5.0,88,7:48,0,0,72,8.3,,,,,,1,0,0.0
Torrey Mitchell,SJ,C,82,4,19,23,11.0,40,23:09,0,1,119,3.4,,,,,,0,0,0.0
Total,SJ,,10,0,0,0,-2.0,10,9:26,0,0,14,0.0,,,,,,0,0,0.0
