Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Adam Hall,TBL,R,57,2,5,7,-11,17,711.9473,0,0,0,0,1,63,0.03174,2,7,0.59482,2011-2012
Blair Jones,TBL,C,43,3,5,8,-1,18,681.5116,0,1,0,1,1,58,0.05172,3,7,0.42384,2011-2012
Brandon Segal,TBL,R,10,0,0,0,-2,4,395.0,0,0,0,0,0,8,0.0,0,0,0.25,2011-2012
Brendan Mikkelson,TBL,D,41,1,2,3,-4,13,864.0243,0,1,0,0,0,45,0.02222,1,2,,2011-2012
Brett Clark,TBL,D,82,2,13,15,-26,20,1102.5365,0,2,0,0,0,61,0.03278,2,13,,2011-2012
Brian Lee,TBL,D,55,1,15,16,-8,35,932.0727,0,0,0,0,0,32,0.03125,1,16,,2011-2012
Bruno Gervais,TBL,D,50,6,7,13,-4,8,856.04,1,1,0,0,0,57,0.10526,5,11,,2011-2012
Dana Tyrell,TBL,C,26,0,5,5,-5,6,630.8846,0,0,0,0,0,23,0.0,0,5,0.0,2011-2012
Dominic Moore,TBL,C,79,4,21,25,-18,54,932.0379,0,3,1,0,1,103,0.03883,3,21,0.54986,2011-2012
Eric Brewer,TBL,D,82,1,20,21,-5,49,1396.0853,0,3,0,0,0,83,0.01204,1,17,,2011-2012
Evan Oberg,TBL,D,3,0,0,0,2,0,590.0,0,0,0,0,0,3,0.0,0,0,,2011-2012
JT Brown,TBL,R,5,0,1,1,2,0,831.4,0,0,0,0,0,13,0.0,0,1,,2011-2012
JT Wyman,TBL,R,40,2,9,11,1,8,632.775,0,0,0,0,1,31,0.06451,2,11,0.38596,2011-2012
Keith Aulie,TBL,D,36,0,3,3,-7,29,806.0277,0,0,0,0,0,18,0.0,0,3,,2011-2012
Marc-Andre Bergeron,TBL,D,43,4,20,24,6,20,1161.2325,1,8,0,0,0,80,0.05,3,15,,2011-2012
Martin St. Louis,TBL,R,77,25,49,74,-3,16,1357.961,4,12,0,1,3,185,0.13513,21,58,0.43902,2011-2012
Matt Gilroy,TBL,D,67,3,17,20,2,18,1050.4179,0,0,0,0,0,80,0.0375,3,20,,2011-2012
Mattias Ritola,TBL,C,5,0,0,0,-2,6,650.0,0,0,0,0,0,14,0.0,0,0,0.66666,2011-2012
Mike Angelidis,TBL,L,6,1,0,1,-1,5,389.8333,0,0,0,0,0,8,0.125,1,1,0.57142,2011-2012
Mike Commodore,TBL,D,30,0,2,2,7,38,756.1666,0,0,0,0,0,23,0.0,0,2,,2011-2012
Pavel Kubina,TBL,D,69,3,12,15,-2,74,1156.2753,0,0,0,0,1,75,0.04,3,15,,2011-2012
Pierre-Cedric Labrie,TBL,L,14,0,2,2,-2,15,354.0,0,0,0,0,0,5,0.0,0,2,0.6,2011-2012
Ryan Malone,TBL,L,68,20,28,48,-11,92,1061.1176,5,10,1,1,2,144,0.13888,14,32,0.36708,2011-2012
Ryan Shannon,TBL,R,45,4,8,12,-11,10,721.9555,1,2,0,0,0,46,0.08695,3,9,0.55,2011-2012
Steve Downie,TBL,R,75,14,27,41,-6,137,955.8933,2,4,0,0,2,140,0.1,12,35,0.45977,2011-2012
Steven Stamkos,TBL,C,82,60,37,97,7,66,1321.2195,12,13,0,5,12,303,0.19801,48,72,0.45476,2011-2012
Teddy Purcell,TBL,L,81,24,41,65,9,16,967.9259,8,11,0,1,3,152,0.15789,16,46,0.17647,2011-2012
Tim Wallace,TBL,R,49,3,6,9,-3,16,515.7346,0,0,0,0,1,26,0.11538,3,9,0.4,2011-2012
Tom Pyatt,TBL,L,74,12,7,19,-19,8,887.6621,1,0,0,0,1,95,0.12631,11,18,0.45551,2011-2012
Trevor Smith,TBL,C,16,2,3,5,2,4,747.9375,0,0,0,0,0,17,0.11764,2,4,0.40963,2011-2012
Victor Hedman,TBL,D,61,5,18,23,-9,65,1385.9672,0,4,0,0,0,82,0.06097,5,18,,2011-2012
Vincent Lecavalier,TBL,C,64,22,27,49,-2,50,1135.875,5,6,0,1,5,182,0.12087,17,38,0.47848,2011-2012
