Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alec Martinez,LA,D,81,5,7,12,-5.0,123,9:24,0,0,88,5.7,,,,,,0,0,0.0
Andrei Loktionov,LA,C,72,3,4,7,-3.0,26,13:14,0,0,103,2.9,,,,,,1,0,0.0
Brad Richardson,LA,RW,67,2,6,8,-2.0,67,9:44,0,0,54,3.7,,,,,,0,0,0.0
Colin Fraser,LA,C,82,1,8,9,-7.0,16,20:36,0,0,63,1.6,,,,,,0,0,0.0
Davis Drewiske,LA,D,28,1,3,4,-3.0,20,10:31,0,0,29,3.4,,,,,,0,0,0.0
Drew Doughty,LA,D,74,18,26,44,3.0,71,18:53,3,11,171,10.5,,,,,,9,3,33.3
Dustin Brown,LA,RW,82,22,37,59,10.0,44,17:09,9,10,241,9.1,,,,,,6,3,50.0
Dustin Penner,LA,LW,54,8,12,20,12.0,12,18:32,3,3,86,9.3,,,,,,0,0,0.0
Dwight King,LA,LW,82,4,11,15,4.0,58,16:40,0,0,76,5.3,,,,,,0,0,0.0
Ethan Moreau,LA,LW,26,2,2,4,2.0,28,9:20,0,0,19,10.5,,,,,,0,0,0.0
Jack Johnson D *,LA,,76,5,19,24,20.0,44,22:13,0,5,104,4.8,,,,,,0,0,0.0
Jarret Stoll,LA,C,61,8,16,24,-12.0,24,22:30,5,9,120,6.7,,,,,,4,0,0.0
Jeff Carter C *,LA,,51,6,6,12,-1.0,8,14:43,3,4,78,7.7,,,,,,0,0,0.0
Jordan Nolan,LA,C,39,3,4,7,-4.0,2,12:31,1,0,60,5.0,,,,,,0,0,0.0
Justin Williams,LA,RW,82,25,51,76,12.0,20,21:20,8,18,230,10.9,,,,,,9,1,11.1
Kevin Westgarth,LA,RW,9,2,0,2,1.0,14,11:16,1,0,9,22.2,,,,,,0,0,0.0
Kyle Clifford,LA,LW,27,5,9,14,3.0,10,14:38,0,2,42,11.9,,,,,,0,0,0.0
Matt Greene,LA,D,34,7,10,17,-1.0,18,17:59,0,4,75,9.3,,,,,,3,0,0.0
Mike Richards,LA,C,82,22,32,54,18.0,53,20:10,9,7,214,10.3,,,,,,11,3,27.3
Rob Scuderi,LA,D,16,6,3,9,-1.0,2,18:06,2,0,54,11.1,,,,,,2,1,50.0
Scott Parse,LA,RW,9,2,0,2,0.0,2,12:33,0,0,11,18.2,,,,,,0,0,0.0
Simon Gagne,LA,LW,65,7,10,17,-7.0,43,14:19,1,0,119,5.9,,,,,,0,0,0.0
Slava Voynov,LA,D,78,6,15,21,2.0,60,16:40,1,7,133,4.5,,,,,,8,2,25.0
Total,LA,,25,1,1,2,-3.0,39,5:15,0,0,13,7.7,,,,,,0,0,0.0
Trent Hunter,LA,RW,59,5,3,8,-6.0,30,12:51,0,0,98,5.1,,,,,,0,0,0.0
Trevor Lewis,LA,C,38,2,5,7,-4.0,8,10:05,0,1,51,3.9,,,,,,0,0,0.0
Willie Mitchell,LA,D,77,10,26,36,-2.0,69,24:53,3,10,168,6.0,,,,,,0,0,0.0
