Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Brad Staubitz,MIN,R,62,1,0,1,-5,121,391.2903,0,0,0,0,0,27,0.03703,1,1,0.5,2011-2012
Brett Bulmer,MIN,R,9,0,3,3,1,6,661.8888,0,0,0,0,0,7,0.0,0,3,,2011-2012
Cal Clutterbuck,MIN,R,74,15,12,27,-4,103,981.3918,3,4,4,0,2,161,0.09316,8,16,0.33333,2011-2012
Carson McMillan,MIN,R,11,1,2,3,1,11,663.6363,0,0,0,0,1,8,0.125,1,3,0.35714,2011-2012
Casey Wellman,MIN,C,14,2,5,7,-4,0,764.1428,0,1,0,0,1,25,0.08,2,6,0.66666,2011-2012
Chad Rau,MIN,C,9,2,0,2,-1,0,653.3333,0,0,0,0,2,7,0.28571,2,2,0.53846,2011-2012
Chad Rau,MIN,C,9,2,0,2,-1,0,653.3333,0,0,0,0,2,7,0.28571,2,2,0.53846,2011-2012
Chay Genoway,MIN,D,1,0,1,1,0,0,1096.0,0,0,0,0,0,1,0.0,0,1,,2011-2012
Clayton Stoner,MIN,D,51,1,4,5,3,62,1055.6666,0,0,0,0,0,47,0.02127,1,5,,2011-2012
Cody Almond,MIN,C,10,1,0,1,-5,15,612.8,0,0,0,0,0,7,0.14285,1,1,0.43103,2011-2012
Colton Gillies,MIN,C,75,2,6,8,-9,35,605.2533,0,0,0,0,0,48,0.04166,2,8,0.41176,2011-2012
Dany Heatley,MIN,L,82,24,29,53,2,28,1256.6585,8,11,0,0,3,238,0.10084,16,34,0.53731,2011-2012
Darroll Powe,MIN,C,82,6,7,13,-20,57,839.0243,0,0,0,0,1,109,0.05504,6,13,0.43809,2011-2012
David McIntyre,MIN,C,7,1,1,2,-1,2,654.8571,0,0,0,0,0,6,0.16666,1,2,0.28571,2011-2012
Devin Setoguchi,MIN,R,69,19,17,36,-17,28,1055.7101,7,6,0,1,2,174,0.10919,12,23,0.27272,2011-2012
Erik Christensen,MIN,C,49,7,5,12,-13,8,624.3877,3,1,0,0,1,44,0.15909,4,8,0.52649,2011-2012
Greg Zanon,MIN,D,56,3,5,8,3,18,1067.8392,0,0,0,0,2,41,0.07317,3,8,,2011-2012
Guillaume Latendresse,MIN,L,16,5,4,9,6,20,911.4375,1,0,0,0,1,36,0.13888,4,8,0.5,2011-2012
Jared Spurgeon,MIN,D,70,3,20,23,-4,6,1295.9571,2,10,0,0,1,92,0.0326,1,11,,2011-2012
Jarod Palmer,MIN,C,6,1,0,1,-2,4,800.3333,0,0,0,0,0,14,0.07142,1,1,0.5,2011-2012
Jason Zucker,MIN,L,6,0,2,2,-2,2,661.5,0,0,0,0,0,10,0.0,0,2,,2011-2012
Jed Ortmeyer,MIN,R,35,1,1,2,-8,14,583.1142,0,0,0,0,1,41,0.02439,1,2,0.44444,2011-2012
Jeff Taffe,MIN,L,5,0,2,2,2,0,774.6,0,0,0,0,0,7,0.0,0,2,0.16666,2011-2012
Jeff Taffe,MIN,L,5,0,2,2,2,0,774.6,0,0,0,0,0,7,0.0,0,2,0.16666,2011-2012
Jon Disalvatore,MIN,R,1,0,0,0,0,2,867.0,0,0,0,0,0,2,0.0,0,0,,2011-2012
Justin Falk,MIN,D,47,1,8,9,-13,54,1169.5531,1,0,0,0,0,46,0.02173,0,8,,2011-2012
Kris Fredheim,MIN,D,3,0,0,0,-2,2,718.6666,0,0,0,0,0,0,,0,0,,2011-2012
Kris Fredheim,MIN,D,3,0,0,0,-2,2,718.6666,0,0,0,0,0,0,,0,0,,2011-2012
