Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Hall,TB,RW,20,0,8,8,-6.0,8,17:05,0,0,17,0.0,,,,,,0,0,0.0
Blair Jones C *,TB,,26,0,5,5,-5.0,6,10:30,0,0,23,0.0,,,,,,0,0,0.0
Brandon Segal,TB,RW,3,0,0,0,2.0,0,9:50,0,0,3,0.0,,,,,,0,0,0.0
Brendan Mikkelson,TB,D,22,2,2,4,-3.0,10,8:26,0,0,21,9.5,,,,,,0,0,0.0
Brett Clark,TB,D,53,2,15,17,2.0,16,17:36,0,0,60,3.3,,,,,,0,0,0.0
Brett Connolly,TB,RW,68,9,6,15,-23.0,21,14:49,0,0,85,10.6,,,,,,1,0,0.0
Brian Lee D *,TB,,18,3,5,8,4.0,10,8:27,0,0,10,30.0,,,,,,0,0,0.0
Bruno Gervais,TB,D,68,4,11,15,-9.0,30,11:28,1,2,94,4.3,,,,,,0,0,0.0
Dana Tyrell,TB,C,16,2,3,5,2.0,4,12:27,0,0,17,11.8,,,,,,0,0,0.0
Dominic Moore C *,TB,,74,12,7,19,-19.0,8,14:47,1,0,95,12.6,,,,,,1,0,0.0
Eric Brewer,TB,D,61,5,18,23,-9.0,65,23:05,0,4,82,6.1,,,,,,1,0,0.0
Evan Oberg,TB,D,5,0,0,0,-2.0,6,10:50,0,0,14,0.0,,,,,,0,0,0.0
J.T. Brown,TB,RW,14,0,2,2,-2.0,15,5:54,0,0,5,0.0,,,,,,0,0,0.0
J.T. Wyman,TB,,52,3,8,11,1.0,59,19:54,0,0,56,5.4,,,,,,0,0,0.0
Keith Aulie D *,TB,,5,0,1,1,2.0,0,13:51,0,0,13,0.0,,,,,,0,0,0.0
Marc-Andre Bergeron,TB,D,55,12,16,28,-15.0,121,15:30,2,2,99,12.1,,,,,,1,0,0.0
Martin St. Louis,TB,RW,82,60,37,97,7.0,66,22:01,12,13,303,19.8,,,,,,4,1,25.0
Matt Gilroy D *,TB,,56,4,15,19,-10.0,48,16:16,0,3,74,5.4,,,,,,4,2,50.0
Mattias Ritola,TB,C,6,1,0,1,-1.0,5,6:29,0,0,8,12.5,,,,,,0,0,0.0
Mike Angelidis,TB,LW,19,0,1,1,-5.0,13,11:01,0,0,4,0.0,,,,,,0,0,0.0
Mike Commodore D *,TB,,10,0,0,0,-2.0,4,6:35,0,0,8,0.0,,,,,,0,0,0.0
Nate Thompson,TB,C,82,2,13,15,-26.0,20,18:22,0,2,61,3.3,,,,,,0,0,0.0
Pavel Kubina D *,TB,,45,4,8,12,-11.0,10,12:01,1,2,46,8.7,,,,,,0,0,0.0
Pierre-Cedric Labrie,TB,LW,41,1,2,3,-4.0,13,14:24,0,1,45,2.2,,,,,,0,0,0.0
Ryan Malone,TB,LW,64,22,27,49,-2.0,50,18:55,5,6,182,12.1,,,,,,1,0,0.0
Ryan Shannon,TB,C,50,6,7,13,-4.0,8,14:16,1,1,57,10.5,,,,,,0,0,0.0
Steve Downie RW *,TB,,68,20,28,48,-11.0,82,17:41,5,10,144,13.9,,,,,,3,0,0.0
Teddy Purcell,TB,RW,77,25,49,74,-3.0,16,22:37,4,12,185,13.5,,,,,,2,1,50.0
Tim Wallace RW *,TB,,40,2,9,11,1.0,8,10:32,0,0,31,6.5,,,,,,0,0,0.0
Tom Pyatt,TB,C,82,1,20,21,-5.0,49,23:16,0,3,83,1.2,,,,,,0,0,0.0
Total,TB,,13,0,0,0,4.0,17,14:03,0,0,7,0.0,,,,,,0,0,0.0
Trevor Smith,TB,C,57,2,5,7,-11.0,17,11:51,0,0,63,3.2,,,,,,0,0,0.0
Victor Hedman,TB,D,43,4,20,24,6.0,20,19:21,1,8,80,5.0,,,,,,0,0,0.0
Vincent Lecavalier,TB,C,81,24,41,65,9.0,16,16:07,8,11,152,15.8,,,,,,2,1,50.0
