Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Andrew Brunette,CHI,L,84,13,15,28,-16,4,812.2261,4,3,0,0,0,82,0.15853,9,21,0.46666,2011-2012
Andrew Shaw,CHI,R,40,12,11,23,-2,65,906.65,0,4,0,1,2,82,0.14634,12,19,0.4659,2011-2012
Ben Smith,CHI,R,13,2,0,2,-5,0,588.7692,0,0,0,0,0,18,0.11111,2,2,0.5,2011-2012
Brandon Bollig,CHI,L,22,1,0,1,-2,77,354.7727,0,0,0,0,0,20,0.05,1,1,,2011-2012
Brandon Pirri,CHI,C,5,0,2,2,2,0,811.0,0,0,0,0,0,5,0.0,0,2,0.48148,2011-2012
Brandon Saad,CHI,L,4,0,1,1,2,0,791.0,0,0,0,0,0,3,0.0,0,1,,2011-2012
Brendan Morrison,CHI,C,3,1,0,1,1,0,725.0,0,0,0,0,0,6,0.16666,1,1,0.14285,2011-2012
Brendan Morrison,CHI,C,39,4,7,11,-5,12,801.1794,0,2,0,0,0,43,0.09302,4,9,0.49492,2011-2012
Brent Seabrook,CHI,D,84,10,27,37,22,22,1506.1785,2,2,0,0,3,174,0.05747,8,32,,2011-2012
Bryan Bickell,CHI,L,77,11,15,26,-4,52,749.8441,1,0,0,1,1,98,0.11224,10,25,0.0,2011-2012
Daniel Carcillo,CHI,L,28,2,9,11,10,82,684.0,0,0,0,0,0,27,0.07407,2,11,0.5,2011-2012
Dave Bolland,CHI,C,82,19,21,40,0,49,1003.2195,7,6,3,0,2,149,0.12751,9,24,0.48048,2011-2012
Duncan Keith,CHI,D,80,4,37,41,16,44,1628.8125,1,12,0,0,1,178,0.02247,3,26,,2011-2012
Dylan Olsen,CHI,D,29,0,1,1,-5,6,764.8965,0,0,0,0,0,17,0.0,0,1,,2011-2012
Jamal Mayers,CHI,R,84,6,9,15,-5,91,585.8214,0,1,0,0,1,73,0.08219,6,14,0.55363,2011-2012
Jeremy Morin,CHI,L,3,0,0,0,-1,0,531.6666,0,0,0,0,0,2,0.0,0,0,,2011-2012
John Scott,CHI,L,35,0,1,1,-1,53,402.0285,0,0,0,0,0,9,0.0,0,1,,2011-2012
Johnny Oduya,CHI,D,6,0,3,3,1,0,1394.1666,0,1,0,0,0,9,0.0,0,2,,2011-2012
Johnny Oduya,CHI,D,81,3,15,18,-6,33,1227.6543,0,0,0,1,1,82,0.03658,3,18,,2011-2012
Jonathan Toews,CHI,C,65,31,30,61,21,34,1258.6153,5,7,1,1,5,204,0.15196,25,46,0.5992,2011-2012
Marcus Kruger,CHI,C,77,9,17,26,7,22,935.1818,0,3,0,0,1,102,0.08823,9,23,0.46257,2011-2012
Marian Hossa,CHI,R,84,29,48,77,21,20,1192.2738,9,11,2,0,4,258,0.1124,18,54,0.33333,2011-2012
Michael Frolik,CHI,R,67,7,11,18,-9,22,788.5373,0,0,0,0,0,130,0.05384,7,17,0.33333,2011-2012
Nick Leddy,CHI,D,88,4,36,40,-11,10,1316.534,0,11,0,0,0,103,0.03883,4,29,,2011-2012
Niklas Hjalmarsson,CHI,D,75,1,15,16,6,18,1201.0933,0,0,0,0,0,68,0.0147,1,15,,2011-2012
Patrick Kane,CHI,R,88,23,47,70,8,50,1219.1022,4,8,0,0,5,269,0.0855,19,58,0.41322,2011-2012
Patrick Sharp,CHI,L,80,34,36,70,26,42,1195.75,7,10,1,2,8,306,0.11111,26,52,0.47452,2011-2012
Rostislav Olesz,CHI,L,6,0,0,0,-1,6,546.3333,0,0,0,0,0,6,0.0,0,0,0.0,2011-2012
Sami Lepisto,CHI,D,29,1,2,3,0,4,609.7241,0,0,0,0,0,20,0.05,1,3,,2011-2012
Sean O'Donnell,CHI,D,53,0,7,7,-9,23,803.4528,0,0,0,0,0,30,0.0,0,7,,2011-2012
Steve Montador,CHI,D,52,5,9,14,4,45,885.5961,2,4,0,0,1,57,0.08771,3,8,,2011-2012
Viktor Stalberg,CHI,L,85,22,23,45,6,42,847.7176,0,0,0,1,6,235,0.09361,22,45,0.41666,2011-2012
