Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Anthony Cosmo,Toronto Rock,G,7,0,1,1,0,0,0,0,44,0,0,0,0,0/0,-
Blaine Manning,Toronto Rock,,16,21,50,71,13,0,0,0,109,0,0,0,0,11/24,46%
Bob Watson,Toronto Rock,G,12,0,6,6,6,0,0,0,85,0,0,0,0,0/0,-
Carter Livingstone,Toronto Rock,,6,0,2,2,2,0,0,0,12,0,0,0,0,0/0,-
Colin Doyle,Toronto Rock,,16,47,33,80,17,0,0,0,58,0,0,0,0,0/0,-
Dan Ladouceur,Toronto Rock,,16,2,2,4,55,0,0,0,29,0,0,0,0,0/0,-
Dan Stroup,Toronto Rock,,16,37,23,60,12,0,0,0,86,0,0,0,0,0/0,-
Darryl Gibson,Toronto Rock,,15,3,15,18,12,0,0,0,84,0,0,0,0,0/0,-
Drew Candy,Toronto Rock,,9,0,0,0,39,0,0,0,18,0,0,0,0,0/0,-
Glenn Clark,Toronto Rock,,16,10,7,17,19,0,0,0,98,0,0,0,0,0/0,-
Ian Rubel,Toronto Rock,,13,1,1,2,12,0,0,0,24,0,0,0,0,0/0,-
Jim Veltman,Toronto Rock,,16,16,37,53,22,0,0,0,203,0,0,0,0,0/0,-
Ken Millin,Toronto Rock,,14,11,12,23,2,0,0,0,40,0,0,0,0,114/222,51%
Kim Squire,Toronto Rock,,16,27,28,55,54,0,0,0,57,0,0,0,0,0/0,-
Mike Murray,Toronto Rock,,10,10,9,19,6,0,0,0,19,0,0,0,0,0/0,-
Pat Coyle,Toronto Rock,,15,4,12,16,60,0,0,0,109,0,0,0,0,0/0,-
Rodd Squire,Toronto Rock,,12,5,4,9,8,0,0,0,35,0,0,0,0,0/0,-
Sandy Chapman,Toronto Rock,,11,2,5,7,4,0,0,0,33,0,0,0,0,5/11,45%
Steve Toll,Toronto Rock,,16,26,39,65,11,0,0,0,125,0,0,0,0,91/188,48%
Wayne Burke,Toronto Rock,,7,1,12,13,0,0,0,0,22,0,0,0,0,0/0,-
