Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Andrew Martin,Philadelphia Wings,,14,1,5,6,14,0,0,0,67,0,0,0,0,0/0,-
Andrew Wasik,Philadelphia Wings,,2,2,0,2,0,0,0,0,7,0,0,0,0,0/0,-
Bryan Barrett,Philadelphia Wings,,11,0,2,2,19,0,0,0,22,0,0,0,0,0/0,-
Chris Sanderson,Philadelphia Wings,G,8,0,5,5,2,0,0,0,74,0,0,0,0,0/0,-
Dallas Eliuk,Philadelphia Wings,G,12,0,3,3,5,0,0,0,108,0,0,0,0,0/0,-
Dave Stilley,Philadelphia Wings,,14,0,6,6,59,0,0,0,58,0,0,0,0,26/50,52%
Greg Traynor,Philadelphia Wings,,1,1,0,1,2,0,0,0,6,0,0,0,0,0/0,-
Jake Bergey,Philadelphia Wings,,13,30,30,60,7,0,0,0,55,0,0,0,0,3/10,30%
Jeff Ratcliffe,Philadelphia Wings,,16,47,20,67,25,0,0,0,81,0,0,0,0,0/0,-
Jeff Spano,Philadelphia Wings,,15,2,8,10,31,0,0,0,80,0,0,0,0,0/0,-
Josh Ruhle,Philadelphia Wings,,8,0,2,2,2,0,0,0,18,0,0,0,0,0/0,-
Keith Cromwell,Philadelphia Wings,,15,9,19,28,0,0,0,0,43,0,0,0,0,0/0,-
Kevin Finneran,Philadelphia Wings,,16,39,40,79,21,0,0,0,69,0,0,0,0,0/0,-
Mark Millon,Philadelphia Wings,,10,19,28,47,4,0,0,0,53,0,0,0,0,0/0,-
Nick Schroeder,Philadelphia Wings,G,2,0,0,0,0,0,0,0,3,0,0,0,0,0/0,-
Peter Jacobs,Philadelphia Wings,,12,1,6,7,4,0,0,0,110,0,0,0,0,215/368,58%
Peter Janney,Philadelphia Wings,,2,1,0,1,6,0,0,0,14,0,0,0,0,0/0,-
Richard Brzeski,Philadelphia Wings,,16,0,4,4,45,0,0,0,19,0,0,0,0,0/0,-
Ryan Traynor,Philadelphia Wings,,13,3,12,15,8,0,0,0,43,0,0,0,0,11/19,58%
Tom Marechek,Philadelphia Wings,,16,45,53,98,20,0,0,0,87,0,0,0,0,0/0,-
Tom Phair,Philadelphia Wings,,9,3,3,6,32,0,0,0,26,0,0,0,0,42/77,55%
Tom Ryan,Philadelphia Wings,,16,13,23,36,20,0,0,0,110,0,0,0,0,0/2,-
Tom Slate,Philadelphia Wings,,16,2,9,11,8,0,0,0,62,0,0,0,0,0/0,-
Tony Henderson,Philadelphia Wings,,2,1,0,1,12,0,0,0,5,0,0,0,0,0/0,-
