Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
AJ Haugen,New York Saints,,6,0,3,3,2,0,0,0,20,0,0,0,0,0/0,-
Armando Polanco,New York Saints,,8,0,0,0,2,0,0,0,8,0,0,0,0,1/1,100%
Brad Dairon,New York Saints,,5,4,8,12,4,0,0,0,10,0,0,0,0,0/0,-
Brian Spallina,New York Saints,,15,2,1,3,27,0,0,0,90,0,0,0,0,0/0,-
Chris Driscoll,New York Saints,,15,25,44,69,6,0,0,0,68,0,0,0,0,0/0,-
Clayton Bergie,New York Saints,G,3,0,0,0,0,0,0,0,12,0,0,0,0,0/0,-
Darren Mutch,New York Saints,,5,0,0,0,36,0,0,0,16,0,0,0,0,0/0,-
Gavin Prout,New York Saints,,16,30,52,82,33,0,0,0,115,0,0,0,0,9/18,50%
Gee Nash,New York Saints,G,15,0,8,8,0,0,0,0,115,0,0,0,0,0/0,-
Jason Clark,New York Saints,,14,15,20,35,8,0,0,0,53,0,0,0,0,7/15,47%
Joe Brock,New York Saints,,2,0,0,0,0,0,0,0,4,0,0,0,0,0/0,-
Joe Ghedina,New York Saints,,14,1,4,5,27,0,0,0,80,0,0,0,0,192/362,53%
Jonas Derks,New York Saints,,15,28,14,42,16,0,0,0,71,0,0,0,0,12/18,67%
Josh Black,New York Saints,,13,5,6,11,10,0,0,0,52,0,0,0,0,0/0,-
Kris Bryde,New York Saints,,13,23,13,36,12,0,0,0,63,0,0,0,0,0/0,-
Mark Frye,New York Saints,,14,11,13,24,23,0,0,0,61,0,0,0,0,0/0,-
Matt Alexander,New York Saints,,7,2,0,2,12,0,0,0,18,0,0,0,0,13/28,46%
Pat McCabe,New York Saints,,16,2,9,11,18,0,0,0,142,0,0,0,0,0/0,-
Ramar Clash,New York Saints,,8,8,5,13,7,0,0,0,18,0,0,0,0,0/0,-
Rob Kirkby,New York Saints,,15,4,17,21,26,0,0,0,85,0,0,0,0,143/302,47%
Roy Colsey,New York Saints,,17,47,29,76,28,0,0,0,96,0,0,0,0,0/0,-
Rusty Kruger,New York Saints,,14,28,17,45,33,0,0,0,87,0,0,0,0,1/1,100%
Scott Self,New York Saints,,15,6,5,11,6,0,0,0,58,0,0,0,0,0/0,-
Tim O'Brien,New York Saints,,9,0,1,1,46,0,0,0,15,0,0,0,0,0/0,-
Tom Naglieri,New York Saints,,11,1,5,6,68,0,0,0,45,0,0,0,0,0/0,-
