Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Barrett Church,Columbus Landsharks,,6,4,4,8,0,0,0,0,20,0,0,0,0,0/0,-
Bill Greer,Columbus Landsharks,,16,7,9,16,14,0,0,0,152,0,0,0,0,10/30,33%
Bill Warder,Columbus Landsharks,,10,2,3,5,21,0,0,0,35,0,0,0,0,112/245,46%
Brent Rothfuss,Columbus Landsharks,,13,14,18,32,15,0,0,0,53,0,0,0,0,0/1,-
Chris Levis,Columbus Landsharks,G,10,0,1,1,0,0,0,0,67,0,0,0,0,0/0,-
Cory Kahoun,Columbus Landsharks,,16,13,6,19,25,0,0,0,63,0,0,0,0,0/7,-
Dan Dawson,Columbus Landsharks,,10,3,3,6,6,0,0,0,29,0,0,0,0,0/0,-
Derek Suddons,Columbus Landsharks,,16,2,11,13,7,0,0,0,138,0,0,0,0,18/50,36%
Gewas Schindler,Columbus Landsharks,,16,33,33,66,16,0,0,0,71,0,0,0,0,12/27,44%
Greg Floris,Columbus Landsharks,,11,1,3,4,10,0,0,0,50,0,0,0,0,0/0,-
Jamie Taylor,Columbus Landsharks,,11,8,9,17,35,0,0,0,35,0,0,0,0,0/0,-
Kasey Beirnes,Columbus Landsharks,,16,32,13,45,6,0,0,0,78,0,0,0,0,0/1,-
Ken Montour,Columbus Landsharks,G,4,0,1,1,0,0,0,0,4,0,0,0,0,0/0,-
Kyle Arbuckle,Columbus Landsharks,,12,19,24,43,19,0,0,0,41,0,0,0,0,0/0,-
Kyle Jamieson,Columbus Landsharks,,9,4,16,20,4,0,0,0,52,0,0,0,0,2/4,50%
Mark Steenhuis,Columbus Landsharks,,12,11,19,30,11,0,0,0,85,0,0,0,0,0/0,-
Matt McSweeny,Columbus Landsharks,,2,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Mike Miron,Columbus Landsharks,G,11,0,4,4,0,0,0,0,37,0,0,0,0,0/0,-
Neal Powless,Columbus Landsharks,,12,25,13,38,10,0,0,0,36,0,0,0,0,3/10,30%
Niall Maynard,Columbus Landsharks,,10,2,1,3,15,0,0,0,28,0,0,0,0,0/0,-
Phil Wetherup,Columbus Landsharks,G,9,0,2,2,0,0,0,0,62,0,0,0,0,0/0,-
Ryan Cousins,Columbus Landsharks,,12,0,1,1,13,0,0,0,59,0,0,0,0,35/93,38%
Ryan Stopper,Columbus Landsharks,,8,2,1,3,8,0,0,0,22,0,0,0,0,0/0,-
Spencer Martin,Columbus Landsharks,,11,17,9,26,15,0,0,0,48,0,0,0,0,0/0,-
Steve Gloeckner,Columbus Landsharks,,9,3,5,8,0,0,0,0,25,0,0,0,0,0/0,-
Wes Suddons,Columbus Landsharks,,9,0,2,2,2,0,0,0,14,0,0,0,0,0/0,-
