Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Andrew Guindon,Ottawa Rebel,,15,3,5,8,50,0,0,0,56,0,0,0,0,0/0,-
Andrew Leyshon,Ottawa Rebel,G,10,0,5,5,0,0,0,0,40,0,0,0,0,0/0,-
Chris Konopliff,Ottawa Rebel,,15,28,46,74,10,0,0,0,77,0,0,0,0,19/53,36%
Craig Gelsvik,Ottawa Rebel,,17,1,5,6,42,0,0,0,99,0,0,0,0,0/0,-
Dan Marohl,Ottawa Rebel,,14,15,25,40,0,0,0,0,47,0,0,0,0,0/0,-
DJ Serr,Ottawa Rebel,,13,5,12,17,23,0,0,0,95,0,0,0,0,0/0,-
Doug Hill,Ottawa Rebel,,5,0,3,3,19,0,0,0,20,0,0,0,0,0/0,-
Doug Noganosh,Ottawa Rebel,,11,5,4,9,24,0,0,0,36,0,0,0,0,0/0,-
Jake Lawson,Ottawa Rebel,,9,6,10,16,8,0,0,0,26,0,0,0,0,0/0,-
Jamie McKeracher,Ottawa Rebel,,1,0,0,0,0,0,0,0,1,0,0,0,0,13/31,42%
Jamie Raffan,Ottawa Rebel,,12,3,6,9,19,0,0,0,52,0,0,0,0,10/25,40%
Jamie Roy,Ottawa Rebel,,15,13,14,27,27,0,0,0,81,0,0,0,0,0/6,-
Jason Tasse,Ottawa Rebel,,10,2,2,4,16,0,0,0,17,0,0,0,0,7/19,37%
John Tarbell,Ottawa Rebel,,12,11,9,20,2,0,0,0,42,0,0,0,0,0/0,-
Jon Donnelly,Ottawa Rebel,,3,0,0,0,6,0,0,0,12,0,0,0,0,0/0,-
Kurt Johnston,Ottawa Rebel,,6,0,0,0,12,0,0,0,9,0,0,0,0,0/0,-
Kyle Laverty,Ottawa Rebel,,15,1,7,8,29,0,0,0,65,0,0,0,0,0/0,-
Lindsay Plunkett,Ottawa Rebel,,3,1,1,2,2,0,0,0,7,0,0,0,0,0/0,-
Marty O'Brien,Ottawa Rebel,,4,2,3,5,2,0,0,0,8,0,0,0,0,0/0,-
Matt Disher,Ottawa Rebel,G,13,0,5,5,0,0,0,0,62,0,0,0,0,0/0,-
Matt McLean,Ottawa Rebel,,5,2,2,4,6,0,0,0,17,0,0,0,0,46/86,53%
Mike Benedict,Ottawa Rebel,,16,35,47,82,0,0,0,0,56,0,0,0,0,3/10,30%
Rory Graham,Ottawa Rebel,,10,4,4,8,32,0,0,0,56,0,0,0,0,118/250,47%
Ryan Painter,Ottawa Rebel,,16,44,20,64,64,0,0,0,91,0,0,0,0,0/0,-
Sam Cook,Ottawa Rebel,,10,0,3,3,0,0,0,0,17,0,0,0,0,0/0,-
Stephen Evans,Ottawa Rebel,,15,21,26,47,24,0,0,0,78,0,0,0,0,2/7,29%
