Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Brandon Miller,Albany Attack,G,3,0,0,0,0,0,0,0,14,0,0,0,0,0/0,-
Brian Beisel,Albany Attack,,16,5,14,19,4,0,0,0,64,0,0,0,0,0/0,-
Bryan Kazarian,Albany Attack,,10,4,8,12,4,0,0,0,27,0,0,0,0,0/0,-
Cam Woods,Albany Attack,,16,8,15,23,44,0,0,0,113,0,0,0,0,0/0,-
Dan Teat,Albany Attack,,16,37,36,73,2,0,0,0,82,0,0,0,0,0/0,-
Doug Lawrence,Albany Attack,,3,1,0,1,2,0,0,0,4,0,0,0,0,0/0,-
Gary Rosyski,Albany Attack,,16,44,41,85,24,0,0,0,91,0,0,0,0,0/0,-
Greg Tregunno,Albany Attack,,1,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Jamie Grimoldby,Albany Attack,,15,12,12,24,8,0,0,0,37,0,0,0,0,0/0,-
Jim Moss,Albany Attack,,16,9,12,21,53,0,0,0,127,0,0,0,0,44/105,42%
John Madigan,Albany Attack,,5,4,0,4,2,0,0,0,12,0,0,0,0,0/0,-
Josh Sanderson,Albany Attack,,16,35,68,103,12,0,0,0,62,0,0,0,0,0/0,-
Mark Cochrane,Albany Attack,,14,2,9,11,4,0,0,0,77,0,0,0,0,13/47,28%
Mike Ladouceur,Albany Attack,,7,8,6,14,4,0,0,0,21,0,0,0,0,0/0,-
Mike Regan,Albany Attack,,16,32,26,58,17,0,0,0,54,0,0,0,0,0/1,-
Nick Trudeau,Albany Attack,,16,38,29,67,46,0,0,0,49,0,0,0,0,0/0,-
Phil Sanderson,Albany Attack,,16,3,9,12,46,0,0,0,109,0,0,0,0,1/2,50%
Rob Blasdell,Albany Attack,G,16,1,17,18,0,0,0,0,149,0,0,0,0,0/0,-
Ryan Sanderson,Albany Attack,,15,3,4,7,26,0,0,0,52,0,0,0,0,0/0,-
Shaydon Santos,Albany Attack,,16,4,8,12,51,0,0,0,64,0,0,0,0,0/0,-
Steve Fannell,Albany Attack,,12,0,4,4,2,0,0,0,59,0,0,0,0,156/337,46%
