Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Adam Bysouth,Calgary Roughnecks,,16,6,7,13,4,0,0,0,73,0,0,0,0,0/0,-
Ben Prepchuk,Calgary Roughnecks,,16,40,38,78,6,0,0,0,89,0,0,0,0,0/1,-
Bryan Kopec,Calgary Roughnecks,,1,0,1,1,4,0,0,0,7,0,0,0,0,8/30,27%
Chris Panos,Calgary Roughnecks,,16,36,36,72,34,0,0,0,48,0,0,0,0,0/0,-
Darren Hillier,Calgary Roughnecks,,8,0,7,7,4,0,0,0,39,0,0,0,0,0/0,-
Dave Bremner,Calgary Roughnecks,,2,0,1,1,10,0,0,0,3,0,0,0,0,0/0,-
Derek Collins,Calgary Roughnecks,G,2,0,2,2,2,0,0,0,5,0,0,0,0,0/0,-
Grant MacLeod,Calgary Roughnecks,G,3,0,2,2,0,0,0,0,2,0,0,0,0,0/0,-
Jason Wulder,Calgary Roughnecks,,16,23,45,68,23,0,0,0,72,0,0,0,0,0/0,-
Jayme Bryde,Calgary Roughnecks,,1,1,0,1,2,0,0,0,1,0,0,0,0,0/0,-
John Kilbride,Calgary Roughnecks,,14,18,30,48,2,0,0,0,46,0,0,0,0,0/0,-
Jordan Sundher,Calgary Roughnecks,,12,0,5,5,4,0,0,0,34,0,0,0,0,172/336,51%
Kaleb Toth,Calgary Roughnecks,,16,38,41,79,15,0,0,0,86,0,0,0,0,0/0,-
Matt Green,Calgary Roughnecks,,13,9,3,12,23,0,0,0,31,0,0,0,0,0/0,-
Matt King,Calgary Roughnecks,G,16,0,16,16,0,0,0,0,94,0,0,0,0,0/0,-
Matt Ogelsby,Calgary Roughnecks,,2,0,2,2,0,0,0,0,16,0,0,0,0,0/0,-
Quinn Smethurst,Calgary Roughnecks,,4,0,1,1,4,0,0,0,17,0,0,0,0,2/3,67%
Rob Colville,Calgary Roughnecks,,5,7,6,13,4,0,0,0,21,0,0,0,0,0/0,-
Rob Desormeaux,Calgary Roughnecks,,15,0,9,9,47,0,0,0,47,0,0,0,0,4/18,22%
Ryan Campbell,Calgary Roughnecks,,15,1,9,10,35,0,0,0,53,0,0,0,0,0/0,-
Scott Frizzel,Calgary Roughnecks,,1,0,0,0,2,0,0,0,3,0,0,0,0,0/0,-
Shaun Springett,Calgary Roughnecks,,3,0,0,0,4,0,0,0,12,0,0,0,0,0/0,-
Shawn Cable,Calgary Roughnecks,,3,2,4,6,10,0,0,0,15,0,0,0,0,0/0,-
Todd Katanchik,Calgary Roughnecks,,6,5,4,9,6,0,0,0,24,0,0,0,0,74/158,47%
