Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Aaron Miller,LA,D,29,7,2,9,-8.0,25,16:03,0,0,53,13.2,,,,,,3,2,66.7
Alexander Frolov,LA,LW,81,34,46,80,5.0,48,18:02,16,21,299,11.4,,,,,,6,2,33.3
Alyn McCauley,LA,C,7,0,1,1,-1.0,4,4:50,0,0,2,0.0,,,,,,0,0,0.0
Anze Kopitar,LA,C,82,35,36,71,-8.0,34,19:56,10,18,195,17.9,,,,,,9,4,44.4
Brent Sopel D *,LA,,55,10,18,28,-10.0,116,16:51,1,8,160,6.3,,,,,,1,0,0.0
Brian Willsie,LA,RW,76,7,15,22,-2.0,73,11:34,0,0,90,7.8,,,,,,1,0,0.0
Craig Conroy C *,LA,,44,5,14,19,-6.0,14,14:03,2,7,92,5.4,,,,,,2,0,0.0
Derek Armstrong,LA,C,81,17,29,46,-21.0,54,18:42,13,12,195,8.7,,,,,,8,4,50.0
Dustin Brown,LA,RW,69,18,40,58,1.0,26,24:27,8,25,159,11.3,,,,,,3,1,33.3
Gabe Gauthier,LA,C,4,0,0,0,-2.0,0,6:32,0,0,1,0.0,,,,,,0,0,0.0
Jack Johnson,LA,D,5,0,0,0,-1.0,2,9:56,0,0,6,0.0,,,,,,0,0,0.0
Jamie Heward D *,LA,,82,0,8,8,-14.0,60,19:36,0,0,56,0.0,,,,,,0,0,0.0
Jamie Lundmark C *,LA,,39,3,6,9,-4.0,16,15:19,1,0,22,13.6,,,,,,0,0,0.0
Jaroslav Modry D *,LA,,66,4,4,8,-12.0,140,6:58,0,0,37,10.8,,,,,,0,0,0.0
Jason Ward C *,LA,,21,0,2,2,-1.0,32,7:36,0,0,28,0.0,,,,,,0,0,0.0
Jeff Cowan RW *,LA,,13,2,0,2,-6.0,4,8:35,0,0,11,18.2,,,,,,1,0,0.0
Joe Piskula,LA,D,5,0,0,0,-5.0,18,21:22,0,0,5,0.0,,,,,,0,0,0.0
John Zeiler,LA,RW,16,2,2,4,-2.0,8,9:10,0,0,10,20.0,,,,,,0,0,0.0
Kevin Dallman,LA,D,58,7,6,13,-15.0,85,12:11,0,1,65,10.8,,,,,,0,0,0.0
Konstantin Pushkarev,LA,F,26,0,4,4,-10.0,10,11:50,0,2,26,0.0,,,,,,0,0,0.0
Lauri Tukonen,LA,RW,2,0,0,0,0.0,0,7:18,0,0,0,0.0,,,,,,0,0,0.0
Lubomir Visnovsky,LA,D,72,20,41,61,-12.0,24,20:32,7,22,193,10.4,,,,,,9,5,55.6
Marty Murray,LA,C,12,0,2,2,0.0,8,15:12,0,0,11,0.0,,,,,,0,0,0.0
Mattias Norstrom D *,LA,,53,1,9,10,-13.0,12,12:48,0,3,76,1.3,,,,,,0,0,0.0
Mike Weaver,LA,D,62,2,7,9,-20.0,40,20:55,0,0,44,4.5,,,,,,0,0,0.0
Noah Clarke,LA,LW,19,0,2,2,-5.0,4,9:31,0,0,4,0.0,,,,,,0,0,0.0
Oleg Tverdovsky,LA,D,19,0,8,8,1.0,22,22:57,0,5,29,0.0,,,,,,0,0,0.0
Patrick O'Sullivan,LA,C,81,11,10,21,-20.0,49,13:23,2,2,131,8.4,,,,,,2,0,0.0
Peter Harrold,LA,D,23,1,2,3,-2.0,22,8:35,0,0,12,8.3,,,,,,0,0,0.0
Raitis Ivanans,LA,LW,19,2,6,8,-2.0,20,19:44,1,3,25,8.0,,,,,,0,0,0.0
Rob Blake,LA,D,67,11,33,44,13.0,62,15:03,3,6,109,10.1,,,,,,1,0,0.0
Scott Thornton,LA,LW,52,5,11,16,-13.0,38,15:28,4,3,73,6.8,,,,,,0,0,0.0
Sean Avery C *,LA,,72,14,20,34,-26.0,82,24:23,11,15,208,6.7,,,,,,0,0,0.0
Shay Stephenson,LA,C,5,0,0,0,-1.0,10,6:35,0,0,3,0.0,,,,,,0,0,0.0
Tim Jackman,LA,RW,10,1,0,1,0.0,2,9:43,0,0,4,25.0,,,,,,0,0,0.0
Tom Kostopoulos,LA,RW,44,4,19,23,2.0,14,21:06,2,5,104,3.8,,,,,,0,0,0.0
Total,LA,,5,0,0,0,-3.0,6,9:58,0,0,4,0.0,,,,,,0,0,0.0
