Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alex Brooks,NJ,D,43,0,1,1,2.0,26,9:40,0,0,21,0.0,,,,,,0,0,0.0
Andy Greene,NJ,D,66,4,4,8,-5.0,20,8:17,0,0,44,9.1,,,,,,0,0,0.0
Barry Tallackson,NJ,LW,9,0,0,0,-3.0,0,10:59,0,0,8,0.0,,,,,,0,0,0.0
Brad Lukowich,NJ,D,82,3,23,26,-9.0,18,25:13,1,5,84,3.6,,,,,,0,0,0.0
Brian Gionta,NJ,RW,82,8,47,55,4.0,34,25:29,3,27,148,5.4,,,,,,0,0,0.0
Brian Rafalski,NJ,D,82,23,37,60,-10.0,64,18:32,12,10,243,9.5,,,,,,5,3,60.0
Cam Janssen,NJ,RW,19,0,1,1,-1.0,4,8:38,0,0,4,0.0,,,,,,0,0,0.0
Colin White,NJ,D,76,6,3,9,-10.0,92,6:26,0,1,60,10.0,,,,,,0,0,0.0
Dan LaCouture,NJ,LW,2,0,0,0,0.0,0,6:32,0,0,0,0.0,,,,,,0,0,0.0
David Clarkson,NJ,RW,23,1,5,6,-1.0,6,14:15,1,1,23,4.3,,,,,,0,0,0.0
David Hale D *,NJ,,13,0,1,1,0.0,2,10:47,0,0,7,0.0,,,,,,0,0,0.0
Erik Rasmussen,NJ,C,76,2,9,11,-5.0,61,18:30,0,2,55,3.6,,,,,,0,0,0.0
Jamie Langenbrunner,NJ,RW,72,13,47,60,7.0,42,18:56,4,19,248,5.2,,,,,,1,0,0.0
Jay Pandolfo,NJ,LW,74,12,20,32,-7.0,14,18:52,0,3,153,7.8,,,,,,6,4,66.7
Jim Dowd,NJ,C,69,0,8,8,-8.0,69,22:27,0,0,47,0.0,,,,,,0,0,0.0
Jim Fahey,NJ,D,7,3,1,4,-1.0,6,17:01,2,0,18,16.7,,,,,,0,0,0.0
John Madden,NJ,C,82,16,24,40,-5.0,35,17:45,8,7,97,16.5,,,,,,8,1,12.5
Johnny Oduya,NJ,D,75,4,8,12,1.0,36,20:12,0,1,50,8.0,,,,,,0,0,0.0
Mark Fraser,NJ,D,48,1,0,1,-2.0,114,4:05,0,0,9,11.1,,,,,,0,0,0.0
Mike Rupp,NJ,C,71,3,7,10,-2.0,25,9:27,0,0,80,3.8,,,,,,0,0,0.0
Paul Martin,NJ,D,82,13,14,27,-5.0,8,18:36,0,0,109,11.9,,,,,,0,0,0.0
Richard Matvichuk,NJ,D,6,0,0,0,0.0,7,4:57,0,0,0,0.0,,,,,,0,0,0.0
Rod Pelley,NJ,C,7,0,0,0,-1.0,7,3:34,0,0,1,0.0,,,,,,0,0,0.0
Scott Gomez,NJ,C,82,31,31,62,-3.0,30,17:32,9,13,247,12.6,,,,,,14,7,50.0
Sergei Brylin,NJ,LW,80,17,25,42,1.0,16,16:02,6,6,134,12.7,,,,,,4,1,25.0
Total,NJ,,1,0,0,0,-1.0,0,12:45,0,0,0,0.0,,,,,,0,0,0.0
Travis Zajac,NJ,C,62,25,20,45,-3.0,36,18:49,11,7,194,12.9,,,,,,13,7,53.8
Tuomas Pihlman,NJ,LW,3,0,0,0,-1.0,0,12:05,0,0,3,0.0,,,,,,0,0,0.0
Zach Parise,NJ,LW,75,21,48,69,1.0,38,18:40,8,23,267,7.9,,,,,,11,2,18.2
