Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alexei Zhitnik LW *,WPG,,18,7,8,15,8.0,34,17:41,2,4,36,19.4,,,,,,1,1,100.0
Andy Sutton,WPG,D,74,5,14,19,8.0,62,10:13,0,1,90,5.6,,,,,,0,0,0.0
Bobby Holik,WPG,C,77,17,12,29,-1.0,60,11:44,2,1,141,12.1,,,,,,2,1,50.0
Brad Larsen,WPG,LW,18,2,12,14,4.0,14,25:49,2,6,22,9.1,,,,,,0,0,0.0
Braydon Coburn D *,WPG,,17,3,2,5,-6.0,4,16:43,0,1,40,7.5,,,,,,0,0,0.0
Darren Haydar,WPG,RW,4,0,0,0,1.0,0,4:59,0,0,3,0.0,,,,,,0,0,0.0
Denis Hamel LW *,WPG,,14,1,3,4,3.0,6,13:57,0,0,14,7.1,,,,,,0,0,0.0
Derek MacKenzie,WPG,C,3,0,1,1,1.0,0,10:14,0,0,1,0.0,,,,,,0,0,0.0
Eric Belanger C *,WPG,,46,4,12,16,4.0,24,15:17,3,8,51,7.8,,,,,,0,0,0.0
Eric Boulton,WPG,LW,58,2,8,10,2.0,56,17:59,0,0,57,3.5,,,,,,0,0,0.0
Garnet Exelby,WPG,D,52,3,9,12,-5.0,31,19:16,0,0,41,7.3,,,,,,0,0,0.0
Glen Metropolit C *,WPG,,82,11,18,29,-3.0,86,15:55,2,2,190,5.8,,,,,,0,0,0.0
Greg de Vries,WPG,D,57,12,16,28,9.0,20,11:46,4,1,92,13.0,,,,,,0,0,0.0
Ilya Kovalchuk,WPG,LW,81,28,52,80,9.0,36,20:29,8,29,190,14.7,,,,,,11,7,63.6
J.P. Vigier,WPG,RW,72,7,6,13,-11.0,39,12:22,0,0,61,11.5,,,,,,0,0,0.0
Jason Krog C *,WPG,,29,0,4,4,1.0,30,11:41,0,1,21,0.0,,,,,,0,0,0.0
Jim Slater,WPG,C,47,5,16,21,-4.0,14,18:20,1,3,56,8.9,,,,,,0,0,0.0
Jon Sim,WPG,LW,69,12,24,36,-9.0,63,13:43,5,9,103,11.7,,,,,,0,0,0.0
Keith Tkachuk LW *,WPG,,24,9,6,15,0.0,12,19:28,1,0,49,18.4,,,,,,1,0,0.0
Mark Popovic,WPG,LW,3,1,0,1,0.0,0,10:25,0,0,3,33.3,,,,,,0,0,0.0
Niclas Havelid,WPG,D,82,3,21,24,-3.0,66,22:13,0,9,102,2.9,,,,,,0,0,0.0
Niko Kapanen C *,WPG,,72,5,8,13,0.0,27,10:59,0,0,83,6.0,,,,,,0,0,0.0
Pascal Dupuis RW *,WPG,,45,3,4,7,2.0,49,6:15,0,0,42,7.1,,,,,,0,0,0.0
Scott Mellanby,WPG,RW,82,42,34,76,-2.0,66,21:31,18,14,336,12.5,,,,,,4,1,25.0
Shane Hnidy,WPG,D,60,4,9,13,-12.0,20,10:44,1,0,51,7.8,,,,,,0,0,0.0
Steve McCarthy,WPG,D,55,2,14,16,6.0,76,19:27,0,1,51,3.9,,,,,,0,0,0.0
Steve Rucchin,WPG,LW,77,3,18,21,-2.0,52,25:15,1,7,82,3.7,,,,,,0,0,0.0
Total,WPG,,4,0,0,0,0.0,0,8:01,0,0,4,0.0,,,,,,0,0,0.0
Vitaly Vishnevski D *,WPG,,72,5,7,12,15.0,63,15:37,0,0,86,5.8,,,,,,0,0,0.0
Vyacheslav Kozlov,WPG,LW,82,43,57,100,18.0,49,21:40,17,27,340,12.6,,,,,,10,5,50.0
