Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Bill Guerin RW *,SJ,,41,3,10,13,-4.0,42,10:24,2,2,38,7.9,,,,,,0,0,0.0
Christian Ehrhoff,SJ,D,58,16,18,34,4.0,78,13:10,4,3,93,17.2,,,,,,4,2,50.0
Craig Rivet D *,SJ,,16,8,1,9,2.0,14,15:21,2,0,36,22.2,,,,,,0,0,0.0
Curtis Brown,SJ,C,71,11,10,21,-9.0,83,12:57,3,4,116,9.5,,,,,,0,0,0.0
Douglas Murray,SJ,D,47,1,3,4,-3.0,26,17:47,0,2,37,2.7,,,,,,0,0,0.0
Joe Pavelski,SJ,C,62,15,16,31,5.0,29,13:34,6,8,104,14.4,,,,,,0,0,0.0
Jonathan Cheechoo,SJ,RW,77,32,46,78,9.0,33,18:33,14,23,180,17.8,,,,,,1,0,0.0
Josh Gorges D *,SJ,,17,1,7,8,8.0,12,23:30,0,5,31,3.2,,,,,,0,0,0.0
Kyle McLaren,SJ,D,78,8,12,20,-2.0,56,13:10,0,1,84,9.5,,,,,,0,0,0.0
Marc-Edouard Vlasic,SJ,D,46,14,14,28,4.0,18,15:01,5,6,111,12.6,,,,,,3,3,100.0
Marcel Goc,SJ,C,67,5,12,17,10.0,61,21:25,1,1,43,11.6,,,,,,0,0,0.0
Mark Bell,SJ,LW,79,7,15,22,1.0,22,12:09,1,2,100,7.0,,,,,,0,0,0.0
Mark Smith,SJ,C,78,5,8,13,-2.0,24,12:00,0,0,96,5.2,,,,,,0,0,0.0
Mathieu Darche,SJ,LW,3,0,0,0,0.0,0,9:43,0,0,10,0.0,,,,,,0,0,0.0
Matthew Carle,SJ,D,78,26,40,66,17.0,36,16:45,11,15,191,13.6,,,,,,0,0,0.0
Mike Grier,SJ,RW,82,10,23,33,8.0,63,18:32,6,12,164,6.1,,,,,,0,0,0.0
Milan Michalek,SJ,LW,76,37,32,69,11.0,69,17:33,15,15,250,14.8,,,,,,3,2,66.7
Patrick Marleau,SJ,C,82,22,92,114,24.0,44,20:18,10,44,213,10.3,,,,,,1,0,0.0
Patrick Rissmiller,SJ,LW,79,4,20,24,1.0,38,22:49,0,5,79,5.1,,,,,,0,0,0.0
Rob Davison,SJ,D,30,1,1,2,-7.0,14,8:37,0,0,30,3.3,,,,,,0,0,0.0
Ryane Clowe,SJ,LW,77,11,31,42,9.0,30,18:08,8,18,111,9.9,,,,,,0,0,0.0
Scott Hannan,SJ,D,81,3,23,26,13.0,18,22:11,2,10,66,4.5,,,,,,0,0,0.0
Scott Parker RW *,SJ,,2,0,0,0,0.0,0,9:13,0,0,3,0.0,,,,,,0,0,0.0
Steve Bernier,SJ,RW,81,16,17,33,-5.0,43,16:26,2,1,125,12.8,,,,,,0,0,0.0
Tomas Plihal,SJ,C,22,0,2,2,-2.0,27,9:18,0,0,14,0.0,,,,,,0,0,0.0
Total,SJ,,11,0,0,0,0.0,22,5:03,0,0,3,0.0,,,,,,0,0,0.0
Ville Nieminen LW *,SJ,,35,0,3,3,0.0,31,10:45,0,1,18,0.0,,,,,,0,0,0.0
