Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Alexander Brooks,NJD,D,19,0,1,1,-1,4,518.8947,0,0,0,0,0,4,0.0,0,1,,2006-2007
Andy Greene,NJD,D,34,3,6,9,5,8,909.5882,1,2,0,0,1,33,0.0909,2,6,,2006-2007
Barry Tallackson,NJD,R,3,0,0,0,-1,0,725.6666,0,0,0,0,0,3,0.0,0,0,,2006-2007
Brad Lukowich,NJD,D,86,4,9,13,3,38,1211.3139,0,1,1,1,2,54,0.07407,3,11,,2006-2007
Brian Gionta,NJD,R,73,33,21,54,2,40,1133.3424,14,8,0,0,5,231,0.14285,19,32,0.375,2006-2007
Brian Rafalski,NJD,D,93,10,53,63,3,42,1488.8279,5,30,1,0,4,159,0.06289,4,27,,2006-2007
Cam Janssen,NJD,R,48,1,0,1,-2,114,245.7291,0,0,0,0,0,9,0.11111,1,1,1.0,2006-2007
Colin White,NJD,D,76,0,8,8,-12,75,1341.0131,0,0,0,0,0,49,0.0,0,8,,2006-2007
David Clarkson,NJD,R,10,3,1,4,-2,8,835.7,2,0,0,0,1,20,0.15,1,2,0.0,2006-2007
David Hale,NJD,D,54,0,1,1,0,36,655.3888,0,0,0,0,0,33,0.0,0,1,,2006-2007
Erik Rasmussen,NJD,C,82,3,7,10,-4,39,534.5243,0,0,0,0,0,84,0.03571,3,10,0.47169,2006-2007
Jamie Langenbrunner,NJD,R,93,25,43,68,-6,71,1118.4838,13,12,0,1,8,281,0.08896,12,43,0.36,2006-2007
Jay Pandolfo,NJD,L,93,14,14,28,-13,12,1124.1505,0,0,1,0,1,119,0.11764,13,26,0.0625,2006-2007
Jim Dowd,NJD,C,77,4,4,8,-7,24,465.0779,0,0,1,0,1,48,0.08333,3,6,0.51147,2006-2007
Jim Fahey,NJD,D,13,0,1,1,0,2,647.2307,0,0,0,0,0,7,0.0,0,1,,2006-2007
John Madden,NJD,C,85,13,21,34,-13,16,1151.2117,0,3,0,0,1,177,0.07344,13,29,0.50247,2006-2007
Johnny Oduya,NJD,D,82,2,10,12,-3,67,1086.6341,0,2,0,0,0,59,0.03389,2,10,,2006-2007
Mark Fraser,NJD,D,7,0,0,0,-1,7,214.0,0,0,0,0,0,1,0.0,0,0,,2006-2007
Mike Rupp,NJD,L,85,6,4,10,-9,99,363.4588,0,1,0,0,1,60,0.1,6,9,0.42857,2006-2007
Patrik Elias,NJD,C,85,22,57,79,4,42,1121.2235,9,28,0,1,5,315,0.06984,13,42,0.42857,2006-2007
Paul Martin,NJD,D,93,3,27,30,-13,24,1512.7849,1,5,0,0,0,90,0.03333,2,24,,2006-2007
Richard Matvichuk,NJD,D,10,0,0,0,-5,10,1112.5,0,0,0,0,0,0,,0,0,,2006-2007
Rod Pelley,NJD,C,9,0,0,0,-3,0,659.6666,0,0,0,0,0,8,0.0,0,0,0.40816,2006-2007
Scott Gomez,NJD,C,83,17,57,74,13,56,1144.4578,4,23,0,2,2,285,0.05964,13,47,0.52248,2006-2007
Sergei Brylin,NJD,L,93,17,26,43,-13,41,1068.258,9,7,0,0,2,110,0.15454,8,26,0.45517,2006-2007
Travis Zajac,NJD,C,91,18,29,47,5,20,964.8901,6,7,0,0,2,152,0.11842,12,34,0.46527,2006-2007
Tuomas Pihlman,NJD,L,2,0,0,0,0,0,392.0,0,0,0,0,0,0,,0,0,,2006-2007
Zach Parise,NJD,L,93,38,34,72,1,38,1063.5053,11,13,0,0,8,292,0.13013,27,48,0.41269,2006-2007
