Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Andre Roy RW *,TB,,33,3,3,6,-6.0,8,9:01,0,0,31,9.7,,,,,,2,1,50.0
Andreas Karlsson,TB,C,75,2,9,11,-11.0,53,14:28,0,0,49,4.1,,,,,,0,0,0.0
Blair Jones,TB,C,27,0,3,3,3.0,16,7:07,0,0,3,0.0,,,,,,0,0,0.0
Brad Richards,TB,C,82,43,59,102,7.0,28,24:09,14,16,273,15.8,,,,,,10,4,40.0
Cory Sarich,TB,D,63,10,11,21,10.0,12,14:18,2,2,102,9.8,,,,,,0,0,0.0
Dan Boyle,TB,D,82,25,45,70,-19.0,23,24:06,12,21,272,9.2,,,,,,12,5,41.7
Dmitry Afanasenkov RW *,TB,,71,1,5,6,-5.0,16,7:55,0,0,59,1.7,,,,,,0,0,0.0
Doug Janik,TB,D,82,0,15,15,-6.0,70,18:06,0,0,64,0.0,,,,,,0,0,0.0
Eric Perrin,TB,C,81,15,22,37,-9.0,36,20:12,5,13,106,14.2,,,,,,2,0,0.0
Filip Kuba,TB,D,82,14,41,55,-24.0,36,19:03,2,10,219,6.4,,,,,,5,2,40.0
Jason Ward C *,TB,,81,1,7,8,0.0,44,15:47,0,0,30,3.3,,,,,,0,0,0.0
Karl Stewart LW *,TB,,4,0,0,0,0.0,0,5:11,0,0,0,0.0,,,,,,0,0,0.0
Kyle Wanvig,TB,RW,18,0,2,2,-8.0,36,18:07,0,0,17,0.0,,,,,,0,0,0.0
Luke Richardson,TB,D,51,1,2,3,-3.0,116,4:34,0,0,14,7.1,,,,,,0,0,0.0
Martin St. Louis,TB,RW,82,52,56,108,2.0,44,22:36,16,20,339,15.3,,,,,,12,3,25.0
Nick Tarnasky,TB,LW,53,3,6,9,-4.0,12,8:24,0,1,25,12.0,,,,,,0,0,0.0
Nikita Alexeev RW *,TB,,72,14,13,27,-11.0,55,15:20,4,7,130,10.8,,,,,,1,0,0.0
Nolan Pratt,TB,D,77,5,4,9,-6.0,80,6:29,0,0,41,12.2,,,,,,1,1,100.0
Paul Ranger,TB,D,80,12,20,32,-3.0,52,16:15,2,4,154,7.8,,,,,,2,0,0.0
Ruslan Fedotenko,TB,LW,82,13,23,36,-7.0,30,17:00,2,5,151,8.6,,,,,,4,0,0.0
Ryan Craig,TB,C,72,4,24,28,5.0,42,20:18,0,5,90,4.4,,,,,,0,0,0.0
Shane O'Brien D *,TB,,20,1,2,3,0.0,2,5:46,0,0,6,16.7,,,,,,0,0,0.0
Tim Taylor,TB,C,17,4,4,8,-11.0,10,16:37,0,1,38,10.5,,,,,,1,0,0.0
Total,TB,,7,0,0,0,-2.0,2,7:10,0,0,2,0.0,,,,,,0,0,0.0
Vinny Prospal,TB,LW,82,20,43,63,-5.0,62,27:03,10,27,203,9.9,,,,,,1,0,0.0
