Name,Team,P,G,A
Adrian Mutu,Chelsea,25.0,6.0,0.0
Alan Shearer,Newcastle United,36.0,22.0,4.0
Alan Smith,Manchester United,34.0,9.0,0.0
Andrew Cole,Blackburn Rovers,34.0,11.0,6.0
Antoine Sibierski,Manchester City,0.0,0.0,4.0
Brett Emerton,Blackburn Rovers,0.0,0.0,12.0
Claus Jensen,Charlton Athletic,0.0,0.0,5.0
Clinton Morrison,Birmingham City,0.0,0.0,5.0
Cristiano Ronaldo,Manchester United,0.0,0.0,4.0
Damien Duff,Chelsea,0.0,0.0,10.0
Danny Murphy,Liverpool,0.0,0.0,4.0
Darius Vassell,Aston Villa,32.0,9.0,0.0
Dennis Bergkamp,Arsenal,0.0,0.0,9.0
Eidur Gudjohnsen,Chelsea,25.0,6.0,0.0
Emile Heskey,Birmingham City,34.0,7.0,5.0
Franck Queudrue,Middlesbrough,0.0,0.0,4.0
Frank Lampard,Chelsea,37.0,10.0,7.0
Freddie Ljungberg,Arsenal,0.0,0.0,7.0
Frédéric Kanouté,Tottenham Hotspur,27.0,7.0,0.0
Gaizka Mendieta,Middlesbrough,0.0,0.0,4.0
Gareth Barry,Aston Villa,0.0,0.0,8.0
Gary Neville,Manchester United,0.0,0.0,4.0
Harry Kewell,Liverpool,36.0,7.0,0.0
Henri Camara,Wolverhampton Wanderers,29.0,7.0,0.0
Henrik Pedersen,Bolton Wanderers,33.0,7.0,0.0
Hernán Crespo,Chelsea,19.0,10.0,0.0
James Beattie,Southampton,37.0,14.0,6.0
Jason Euell,Charlton Athletic,31.0,10.0,0.0
Jay-Jay Okocha,Bolton Wanderers,0.0,0.0,5.0
Jermain Defoe,Tottenham Hotspur,15.0,7.0,0.0
Jermaine Pennant,Arsenal,0.0,0.0,7.0
Jimmy Floyd Hasselbaink,Chelsea,29.0,13.0,5.0
Joseph Desire Job,Middlesbrough,24.0,6.0,0.0
Juan Pablo Angel,Aston Villa,33.0,16.0,0.0
Juninho Paulista,Middlesbrough,31.0,8.0,0.0
Kevin Davies,Bolton Wanderers,38.0,9.0,6.0
Kevin Nolan,Bolton Wanderers,37.0,9.0,0.0
Kevin Phillips,Southampton,34.0,13.0,0.0
Laurent Robert,Newcastle United,34.0,6.0,7.0
Lee Hendrie,Aston Villa,0.0,0.0,5.0
Les Ferdinand,Leicester City,29.0,12.0,0.0
Louis Saha,Manchester United,32.0,20.0,4.0
Luis Boa Morte,Fulham,33.0,9.0,0.0
Marcus Bent,Everton,33.0,9.0,4.0
Mark Viduka,Leeds United,29.0,13.0,0.0
Matthew Holland,Charlton Athletic,38.0,6.0,0.0
Matthew Taylor,Portsmouth,0.0,0.0,5.0
Michael Owen,Liverpool,29.0,16.0,0.0
Michael Tarnat,Manchester City,0.0,0.0,4.0
Mikael Forssell,Birmingham City,32.0,17.0,0.0
Muzzy Izzet,Birmingham City,0.0,0.0,13.0
Nicolas Anelka,Manchester City,32.0,17.0,5.0
Nolberto Solano,Aston Villa,0.0,0.0,6.0
Olivier Bernard,Newcastle United,0.0,0.0,4.0
Paolo Di Canio,Charlton Athletic,0.0,0.0,12.0
Patrick Vieira,Arsenal,0.0,0.0,4.0
Patrik Berger,Portsmouth,0.0,0.0,6.0
Paul Dickov,Leicester City,35.0,11.0,0.0
Paul Scholes,Manchester United,27.0,9.0,0.0
Robbie Fowler,Manchester City,31.0,7.0,0.0
Robbie Keane,Tottenham Hotspur,34.0,14.0,5.0
Robbie Savage,Birmingham City,0.0,0.0,5.0
Robert Pires,Arsenal,36.0,14.0,10.0
Ruud van Nistelrooy,Manchester United,31.0,20.0,0.0
Ryan Giggs,Manchester United,33.0,7.0,11.0
Shaun Wright-Phillips,Manchester City,34.0,7.0,0.0
Shola Ameobi,Newcastle United,25.0,7.0,0.0
Stan Lazaridis,Birmingham City,0.0,0.0,4.0
Steed Malbranque,Fulham,37.0,6.0,9.0
Steve Stone,Portsmouth,0.0,0.0,5.0
Steven Gerrard,Liverpool,0.0,0.0,7.0
Sun Jihai,Manchester City,0.0,0.0,4.0
Szilard Nemeth,Middlesbrough,32.0,9.0,0.0
Teddy Sheringham,Portsmouth,31.0,9.0,4.0
Thierry Henry,Arsenal,37.0,30.0,9.0
Thomas Hitzlsperger,Aston Villa,0.0,0.0,9.0
Tomasz Radzinski,Everton,34.0,8.0,0.0
Tugay Kerimoglu,Blackburn Rovers,0.0,0.0,6.0
Wayne Rooney,Everton,34.0,9.0,0.0
Yakubu Ayegbeni,Portsmouth,36.0,16.0,4.0
Youri Djorkaeff,Bolton Wanderers,27.0,9.0,5.0
