Name,Team,P,G,A
Aaron Lennon,Tottenham Hotspur,0.0,0.0,24.0
Aleksandr Hleb,Arsenal,0.0,0.0,15.0
Andrew Johnson,Everton,96.0,33.0,0.0
Andriy Shevchenko,Chelsea,0.0,0.0,18.0
Arjen Robben,Chelsea,0.0,0.0,18.0
Ashley Young,Aston Villa,99.0,15.0,18.0
Benjani Mwaruwari,Portsmouth,93.0,18.0,0.0
Benni McCarthy,Blackburn Rovers,108.0,54.0,0.0
Bobby Zamora,West Ham United,96.0,33.0,0.0
Brian McBride,Fulham,114.0,27.0,12.0
Carlos Bocanegra,Fulham,90.0,15.0,0.0
Carlos Tevez,West Ham United,78.0,21.0,15.0
Cesc Fàbregas,Arsenal,0.0,0.0,39.0
Craig Bellamy,West Ham United,81.0,21.0,0.0
Cristiano Ronaldo,Manchester United,102.0,51.0,42.0
Darren Bent,Tottenham Hotspur,96.0,39.0,0.0
David Bentley,Blackburn Rovers,0.0,0.0,33.0
Didier Drogba,Chelsea,108.0,60.0,12.0
Dimitar Berbatov,Tottenham Hotspur,99.0,36.0,33.0
Dirk Kuyt,Liverpool,102.0,36.0,0.0
El-Hadji Diouf,Bolton Wanderers,99.0,15.0,18.0
Emanuel Pogatetz,Middlesbrough,0.0,0.0,12.0
Emile Heskey,Wigan Athletic,102.0,27.0,0.0
Emmanuel Adebayor,Arsenal,87.0,24.0,0.0
Emmanuel Eboué,Arsenal,0.0,0.0,15.0
Frank Lampard,Chelsea,111.0,33.0,30.0
Gabriel Agbonlahor,Aston Villa,114.0,27.0,18.0
Gareth Barry,Aston Villa,105.0,24.0,12.0
Gary O'Neil,Portsmouth,0.0,0.0,18.0
Gary Speed,Bolton Wanderers,114.0,24.0,18.0
Georgios Samaras,Manchester City,0.0,0.0,15.0
Gilberto Silva,Arsenal,102.0,30.0,0.0
Glen Little,Reading,0.0,0.0,21.0
Hamer Bouazza,Watford,96.0,15.0,0.0
Henri Camara,Wigan Athletic,69.0,18.0,0.0
Ivan Campo,Bolton Wanderers,0.0,0.0,15.0
James Milner,Newcastle United,0.0,0.0,24.0
Jermain Defoe,Tottenham Hotspur,102.0,30.0,0.0
Jermaine Jenas,Tottenham Hotspur,75.0,18.0,0.0
Jermaine Pennant,Liverpool,0.0,0.0,18.0
Joey Barton,Newcastle United,99.0,18.0,0.0
Kanu,Portsmouth,108.0,30.0,0.0
Kevin Davies,Bolton Wanderers,90.0,24.0,18.0
Kevin Doyle,Reading,96.0,39.0,0.0
Kevin Kilbane,Wigan Athletic,0.0,0.0,18.0
Lee Carsley,Everton,0.0,0.0,12.0
Leroy Lita,Reading,99.0,21.0,0.0
Louis Saha,Manchester United,72.0,24.0,15.0
Lucas Neill,West Ham United,0.0,0.0,15.0
Mark Viduka,Newcastle United,87.0,42.0,15.0
Matthew Taylor,Portsmouth,105.0,24.0,15.0
Mikel Arteta,Everton,105.0,27.0,39.0
Morten Pedersen,Blackburn Rovers,108.0,18.0,33.0
Nicky Shorey,Reading,0.0,0.0,18.0
Nicolas Anelka,Bolton Wanderers,105.0,33.0,21.0
Obafemi Martins,Newcastle United,99.0,33.0,0.0
Ole Gunnar Solskjaer,Manchester United,57.0,21.0,0.0
Pascal Chimbonda,Tottenham Hotspur,0.0,0.0,12.0
Paul Scholes,Manchester United,90.0,18.0,0.0
Peter Crouch,Liverpool,96.0,27.0,24.0
Phil Neville,Everton,0.0,0.0,15.0
Rob Hulse,Sheffield United,87.0,24.0,0.0
Robbie Keane,Tottenham Hotspur,81.0,33.0,0.0
Robin van Persie,Arsenal,66.0,33.0,21.0
Ryan Giggs,Manchester United,0.0,0.0,27.0
Salomon Kalou,Chelsea,99.0,21.0,15.0
Shabani Nonda,Blackburn Rovers,78.0,21.0,0.0
Stephen Hunt,Reading,0.0,0.0,15.0
Steve Sidwell,Chelsea,0.0,0.0,18.0
Steven Gerrard,Liverpool,108.0,21.0,21.0
Stewart Downing,Middlesbrough,0.0,0.0,21.0
Thierry Henry,Arsenal,51.0,30.0,15.0
Tommy Smith,Watford,0.0,0.0,15.0
Wayne Rooney,Manchester United,105.0,42.0,33.0
Yakubu Ayegbeni,Middlesbrough,111.0,36.0,12.0
