Name,Team,P,G,A
Aaron Ramsey,Arsenal,23.0,10.0,8.0
Adam Johnson,Sunderland,36.0,8.0,5.0
Adam Lallana,Southampton,38.0,9.0,6.0
Aleksandar Kolarov,Manchester City,0.0,0.0,7.0
Andreas Weimann,Aston Villa,0.0,0.0,4.0
André Schürrle,Chelsea,30.0,8.0,0.0
Charlie Adam,Stoke City,31.0,7.0,4.0
Chris Brunt,West Bromwich Albion,0.0,0.0,5.0
Christian Benteke,Aston Villa,26.0,10.0,0.0
Christian Eriksen,Tottenham Hotspur,25.0,7.0,8.0
Daniel Sturridge,Liverpool,29.0,21.0,7.0
Danny Welbeck,Manchester United,25.0,9.0,0.0
David Silva,Manchester City,27.0,7.0,9.0
Dwight Gayle,Crystal Palace,23.0,7.0,0.0
Eden Hazard,Chelsea,35.0,14.0,7.0
Edin Dzeko,Manchester City,31.0,16.0,0.0
Emmanuel Adebayor,Tottenham Hotspur,21.0,11.0,0.0
Fabio Borini,Sunderland,32.0,7.0,0.0
Fernando Torres,Chelsea,0.0,0.0,5.0
Fraizer Campbell,Cardiff City,37.0,6.0,0.0
Gabriel Agbonlahor,Aston Villa,0.0,0.0,5.0
Gareth Barry,Manchester City,0.0,0.0,4.0
Gary Hooper,Norwich City,32.0,6.0,0.0
Jake Livermore,Tottenham Hotspur,0.0,0.0,4.0
James Milner,Manchester City,0.0,0.0,4.0
Jason Puncheon,Crystal Palace,34.0,7.0,0.0
Jay Rodríguez,Burnley,33.0,15.0,0.0
Jesús Navas,Manchester City,0.0,0.0,7.0
Jonjo Shelvey,Swansea City,32.0,6.0,6.0
Jordan Henderson,Liverpool,0.0,0.0,7.0
Jordon Mutch,Cardiff City,35.0,7.0,5.0
Juan Mata,Manchester United,0.0,0.0,6.0
Kevin Mirallas,Everton,32.0,8.0,8.0
Kevin Nolan,West Ham United,33.0,7.0,5.0
Leighton Baines,Everton,0.0,0.0,4.0
Leon Osman,Everton,0.0,0.0,4.0
Loïc Rémy,Newcastle United,26.0,14.0,0.0
Luis Suárez,Liverpool,33.0,31.0,12.0
Lukas Podolski,Arsenal,20.0,8.0,0.0
Mark Noble,West Ham United,0.0,0.0,4.0
Marko Arnautovic,Stoke City,0.0,0.0,7.0
Martin Skrtel,Liverpool,36.0,7.0,0.0
Mesut Özil,Arsenal,0.0,0.0,9.0
Moussa Sissoko,Newcastle United,0.0,0.0,6.0
Olivier Giroud,Arsenal,36.0,16.0,8.0
Oscar,Chelsea,33.0,8.0,0.0
Pablo Hernández,Swansea City,0.0,0.0,7.0
Pablo Zabaleta,Manchester City,0.0,0.0,6.0
Paulinho,Tottenham Hotspur,30.0,6.0,0.0
Peter Crouch,Stoke City,34.0,8.0,5.0
Peter Whittingham,Cardiff City,0.0,0.0,6.0
Philippe Coutinho,Liverpool,0.0,0.0,7.0
Raheem Sterling,Liverpool,33.0,9.0,5.0
Rickie Lambert,Southampton,37.0,13.0,10.0
Robert Snodgrass,Norwich City,30.0,6.0,0.0
Roberto Soldado,Tottenham Hotspur,0.0,0.0,5.0
Robin van Persie,Manchester United,21.0,12.0,0.0
Romelu Lukaku,Everton,33.0,15.0,6.0
Ross Barkley,Everton,34.0,6.0,0.0
Samir Nasri,Manchester City,34.0,7.0,7.0
Samuel Eto'o,Chelsea,21.0,9.0,0.0
Santi Cazorla,Arsenal,0.0,0.0,8.0
Seamus Coleman,Everton,36.0,6.0,0.0
Sergio Agüero,Manchester City,23.0,17.0,6.0
Shane Long,Hull City,30.0,7.0,0.0
Steve Sidwell,Fulham,38.0,7.0,0.0
Steven Davis,Southampton,0.0,0.0,7.0
Steven Gerrard,Liverpool,34.0,13.0,13.0
Wayne Rooney,Manchester United,29.0,17.0,10.0
Wayne Routledge,Swansea City,0.0,0.0,4.0
Wilfried Bony,Swansea City,34.0,16.0,4.0
Yannick Bolasie,Crystal Palace,0.0,0.0,4.0
Yaya Touré,Manchester City,35.0,20.0,9.0
Yoan Gouffran,Newcastle United,35.0,6.0,0.0
Yohan Cabaye,Newcastle United,19.0,7.0,0.0
Álvaro Negredo,Manchester City,32.0,9.0,0.0
