Name,Team,P,G,A
Aaron Lennon,Tottenham Hotspur,0.0,0.0,4.0
Ahmed Hossam Mido,Middlesbrough,26.0,6.0,0.0
Amr Zaki,Wigan Athletic,29.0,10.0,0.0
Andrew Johnson,Fulham,31.0,7.0,0.0
Andrey Arshavin,Arsenal,0.0,0.0,5.0
Andy Reid,Sunderland,0.0,0.0,4.0
Antonio Valencia,Manchester United,0.0,0.0,4.0
Ashley Young,Aston Villa,36.0,7.0,7.0
Benni McCarthy,Blackburn Rovers,28.0,10.0,0.0
Carlton Cole,West Ham United,27.0,10.0,0.0
Cesc Fàbregas,Arsenal,0.0,0.0,8.0
Chris Brunt,West Bromwich Albion,34.0,8.0,0.0
Clint Dempsey,Fulham,35.0,7.0,0.0
Craig Bellamy,Manchester City,24.0,8.0,0.0
Cristiano Ronaldo,Manchester United,33.0,18.0,6.0
Danny Murphy,Fulham,0.0,0.0,4.0
Darren Bent,Tottenham Hotspur,33.0,12.0,0.0
Dean Marney,Hull City,0.0,0.0,4.0
Denílson,Arsenal,0.0,0.0,7.0
Didier Drogba,Chelsea,0.0,0.0,4.0
Dimitar Berbatov,Manchester United,32.0,9.0,9.0
Dirk Kuyt,Liverpool,38.0,12.0,8.0
Djibril Cissé,Sunderland,35.0,10.0,0.0
Elano,Manchester City,28.0,6.0,0.0
Emmanuel Adebayor,Manchester City,26.0,10.0,4.0
Fabio Aurelio,Liverpool,0.0,0.0,4.0
Fernando Torres,Liverpool,24.0,14.0,0.0
Florent Malouda,Chelsea,31.0,6.0,5.0
Frank Lampard,Chelsea,37.0,12.0,10.0
Gabriel Agbonlahor,Aston Villa,36.0,12.0,5.0
Gareth Barry,Manchester City,0.0,0.0,7.0
Gary Cahill,Bolton Wanderers,0.0,0.0,4.0
Grétar Steinsson,Bolton Wanderers,0.0,0.0,5.0
James Beattie,Stoke City,16.0,7.0,0.0
James Milner,Aston Villa,0.0,0.0,8.0
Jason Roberts,Blackburn Rovers,26.0,7.0,0.0
Jermain Defoe,Tottenham Hotspur,27.0,10.0,4.0
John Carew,Aston Villa,27.0,11.0,0.0
Kenwyne Jones,Sunderland,29.0,10.0,0.0
Kevin Davies,Bolton Wanderers,38.0,12.0,4.0
Kevin Nolan,Newcastle United,0.0,0.0,4.0
Leighton Baines,Everton,0.0,0.0,6.0
Leon Osman,Everton,34.0,6.0,4.0
Louis Saha,Everton,24.0,6.0,0.0
Luka Modric,Tottenham Hotspur,0.0,0.0,6.0
Marcio Geovanni,Hull City,34.0,8.0,0.0
Marlon King,Wigan Athletic,33.0,7.0,0.0
Marouane Fellaini,Everton,30.0,8.0,0.0
Matthew Taylor,Bolton Wanderers,34.0,10.0,4.0
Michael Ballack,Chelsea,0.0,0.0,4.0
Michael Carrick,Manchester United,0.0,0.0,5.0
Michael Owen,Manchester United,28.0,8.0,0.0
Mikel Arteta,Everton,0.0,0.0,6.0
Morten Pedersen,Blackburn Rovers,0.0,0.0,7.0
Nicklas Bendtner,Arsenal,31.0,9.0,0.0
Nicolas Anelka,Chelsea,37.0,19.0,0.0
Obafemi Martins,Newcastle United,24.0,8.0,0.0
Peter Crouch,Portsmouth,38.0,11.0,5.0
Ricardo Fuller,Stoke City,34.0,11.0,0.0
Robbie Keane,Tottenham Hotspur,33.0,10.0,7.0
Robin van Persie,Arsenal,28.0,11.0,10.0
Robinho,Manchester City,31.0,14.0,5.0
Roman Bednár,West Bromwich Albion,25.0,6.0,0.0
Rory Delap,Stoke City,0.0,0.0,4.0
Ryan Giggs,Manchester United,0.0,0.0,7.0
Salomon Kalou,Chelsea,27.0,6.0,4.0
Samir Nasri,Arsenal,29.0,6.0,0.0
Shaun Wright-Phillips,Manchester City,0.0,0.0,4.0
Simon Davies,Fulham,0.0,0.0,5.0
Steed Malbranque,Sunderland,0.0,0.0,8.0
Stephen Ireland,Manchester City,35.0,9.0,9.0
Steven Gerrard,Liverpool,31.0,16.0,9.0
Steven Pienaar,Everton,0.0,0.0,7.0
Tim Cahill,Everton,30.0,8.0,0.0
Tuncay Sanli,Middlesbrough,33.0,7.0,4.0
Wayne Rooney,Manchester United,30.0,12.0,7.0
Xabi Alonso,Liverpool,0.0,0.0,4.0
Yossi Benayoun,Liverpool,32.0,8.0,5.0
