Name,Team,P,G,A
Adam Johnson,Manchester City,0.0,0.0,5.0
Andrey Arshavin,Arsenal,37.0,6.0,11.0
Andy Carroll,Liverpool,26.0,13.0,0.0
Asamoah Gyan,Sunderland,31.0,10.0,0.0
Ashley Young,Aston Villa,34.0,7.0,10.0
Bobby Zamora,Fulham,0.0,0.0,5.0
Branislav Ivanovic,Chelsea,0.0,0.0,4.0
Brede Hangeland,Fulham,37.0,6.0,0.0
Brett Emerton,Blackburn Rovers,0.0,0.0,5.0
Cameron Jerome,Birmingham City,0.0,0.0,6.0
Carlos Tevez,Manchester City,31.0,20.0,6.0
Cesc Fàbregas,Arsenal,0.0,0.0,11.0
Charles N'Zogbia,Wigan Athletic,34.0,9.0,5.0
Charlie Adam,Blackpool,35.0,12.0,8.0
Chris Brunt,West Bromwich Albion,0.0,0.0,9.0
Clint Dempsey,Fulham,37.0,12.0,0.0
Craig Gardner,Birmingham City,29.0,8.0,0.0
Daniel Sturridge,Chelsea,25.0,8.0,0.0
Danny Murphy,Fulham,0.0,0.0,4.0
Darren Bent,Aston Villa,36.0,17.0,0.0
Darren Fletcher,Manchester United,0.0,0.0,6.0
David Silva,Manchester City,0.0,0.0,7.0
Demba Ba,West Ham United,12.0,7.0,0.0
Didier Drogba,Chelsea,36.0,11.0,13.0
Dimitar Berbatov,Manchester United,32.0,20.0,0.0
Dirk Kuyt,Liverpool,33.0,13.0,7.0
DJ Campbell,Blackpool,31.0,13.0,0.0
Fernando Torres,Chelsea,37.0,10.0,4.0
Florent Malouda,Chelsea,38.0,13.0,4.0
Frank Lampard,Chelsea,24.0,10.0,0.0
Frédéric Piquionne,West Ham United,34.0,6.0,0.0
Gareth Bale,Tottenham Hotspur,30.0,7.0,0.0
Hugo Rodallega,Wigan Athletic,36.0,9.0,0.0
James Milner,Manchester City,0.0,0.0,6.0
Javier Hernández,Manchester United,27.0,13.0,0.0
Jermaine Beckford,Everton,32.0,8.0,0.0
Jermaine Pennant,Stoke City,0.0,0.0,8.0
Jerome Thomas,West Bromwich Albion,0.0,0.0,5.0
Joey Barton,Newcastle United,0.0,0.0,9.0
Johan Elmander,Bolton Wanderers,37.0,10.0,6.0
Jonathan Walters,Stoke City,36.0,6.0,0.0
Jonás Gutiérrez,Newcastle United,0.0,0.0,4.0
Jordan Henderson,Sunderland,0.0,0.0,4.0
Kenwyne Jones,Stoke City,34.0,9.0,0.0
Kevin Davies,Bolton Wanderers,38.0,8.0,5.0
Kevin Nolan,Newcastle United,30.0,12.0,0.0
Lee Chung-Yong,Bolton Wanderers,0.0,0.0,6.0
Leighton Baines,Everton,0.0,0.0,11.0
Leon Osman,Everton,0.0,0.0,5.0
Louis Saha,Everton,22.0,7.0,0.0
Marouane Chamakh,Arsenal,29.0,7.0,0.0
Martin Petrov,Bolton Wanderers,0.0,0.0,5.0
Matthew Etherington,Stoke City,0.0,0.0,6.0
Matthew Jarvis,Wolverhampton Wanderers,0.0,0.0,6.0
Maxi Rodríguez,Liverpool,28.0,10.0,0.0
Mikel Arteta,Everton,0.0,0.0,5.0
Morten Pedersen,Blackburn Rovers,0.0,0.0,6.0
Nani,Manchester United,33.0,9.0,14.0
Nicolas Anelka,Chelsea,32.0,6.0,4.0
Peter Crouch,Tottenham Hotspur,0.0,0.0,6.0
Peter Odemwingie,West Bromwich Albion,32.0,15.0,7.0
Rafael van der Vaart,Tottenham Hotspur,28.0,13.0,8.0
Raul Meireles,Liverpool,0.0,0.0,5.0
Robert Huth,Stoke City,35.0,6.0,0.0
Robin van Persie,Arsenal,25.0,18.0,7.0
Roman Pavlyuchenko,Tottenham Hotspur,29.0,9.0,0.0
Ryan Giggs,Manchester United,0.0,0.0,6.0
Salomon Kalou,Chelsea,31.0,10.0,0.0
Samir Nasri,Arsenal,30.0,10.0,0.0
Sebastian Larsson,Birmingham City,0.0,0.0,6.0
Steven Fletcher,Wolverhampton Wanderers,29.0,10.0,0.0
Steven Gerrard,Liverpool,0.0,0.0,5.0
Steven Reid,West Bromwich Albion,0.0,0.0,5.0
Stewart Downing,Aston Villa,38.0,7.0,7.0
Sylvan Ebanks-Blake,Wolverhampton Wanderers,30.0,7.0,0.0
Theo Walcott,Arsenal,28.0,9.0,7.0
Tim Cahill,Everton,27.0,9.0,0.0
Wayne Rooney,Manchester United,28.0,11.0,11.0
Yaya Touré,Manchester City,35.0,8.0,4.0
Youssouf Mulumbu,West Bromwich Albion,34.0,7.0,0.0
