Name,Team,P,G,A
Aaron Hughes,Aston Villa,0.0,0.0,5.0
Ahmed Hossam Mido,Tottenham Hotspur,27.0,11.0,7.0
Alan Shearer,Newcastle United,32.0,10.0,5.0
Andrew Cole,Manchester City,22.0,9.0,7.0
Bobby Zamora,West Ham United,34.0,6.0,5.0
Brian McBride,Fulham,38.0,9.0,0.0
Cesc Fàbregas,Arsenal,0.0,0.0,5.0
Charles N'Zogbia,Newcastle United,0.0,0.0,6.0
Craig Bellamy,Liverpool,27.0,13.0,0.0
Cristiano Ronaldo,Manchester United,33.0,9.0,6.0
Danny Murphy,Tottenham Hotspur,0.0,0.0,8.0
Darius Vassell,Manchester City,36.0,8.0,6.0
Darren Bent,Charlton Athletic,36.0,18.0,0.0
Dean Whitehead,Sunderland,0.0,0.0,7.0
Didier Drogba,Chelsea,29.0,12.0,11.0
Djibril Cissé,Liverpool,33.0,9.0,0.0
Eidur Gudjohnsen,Chelsea,0.0,0.0,5.0
Emile Heskey,Wigan Athletic,0.0,0.0,4.0
Fernando Sanchez Morientes,Liverpool,0.0,0.0,5.0
Frank Lampard,Chelsea,35.0,16.0,9.0
Gary O'Neil,Portsmouth,36.0,6.0,0.0
Heidar Helguson,Fulham,27.0,8.0,0.0
Henri Camara,Wigan Athletic,29.0,12.0,0.0
Hernán Crespo,Chelsea,30.0,10.0,0.0
James Beattie,Everton,32.0,10.0,0.0
James Milner,Newcastle United,0.0,0.0,9.0
James Morrison,Middlesbrough,0.0,0.0,5.0
Jason Roberts,Blackburn Rovers,34.0,8.0,4.0
Jermain Defoe,Tottenham Hotspur,36.0,9.0,5.0
Jermaine Jenas,Tottenham Hotspur,34.0,6.0,0.0
Jermaine Pennant,Liverpool,0.0,0.0,5.0
Jimmy Bullard,Fulham,0.0,0.0,4.0
Jimmy Floyd Hasselbaink,Charlton Athletic,22.0,10.0,0.0
Joe Cole,Chelsea,34.0,8.0,4.0
Joey Barton,Manchester City,0.0,0.0,5.0
John Collins,Fulham,35.0,11.0,0.0
Jonathan Greening,West Bromwich Albion,0.0,0.0,4.0
José Antonio Reyes,Arsenal,0.0,0.0,10.0
Kevin Davies,Bolton Wanderers,37.0,7.0,6.0
Kevin Nolan,Bolton Wanderers,36.0,9.0,0.0
Leon Osman,Everton,0.0,0.0,4.0
Lomana Tresor LuaLua,Portsmouth,25.0,7.0,0.0
Louis Saha,Manchester United,19.0,7.0,0.0
Luis Boa Morte,Fulham,35.0,6.0,8.0
Luis García,Liverpool,31.0,7.0,0.0
Luke Moore,Aston Villa,27.0,8.0,0.0
Mark Viduka,Middlesbrough,27.0,7.0,0.0
Marlon Harewood,West Ham United,37.0,14.0,0.0
Matthew Etherington,West Ham United,0.0,0.0,4.0
Matthew Taylor,Portsmouth,34.0,6.0,5.0
Michael Carrick,Tottenham Hotspur,0.0,0.0,6.0
Michael Owen,Newcastle United,11.0,7.0,0.0
Mikel Arteta,Everton,0.0,0.0,7.0
Milan Baros,Aston Villa,27.0,8.0,0.0
Morten Pedersen,Blackburn Rovers,34.0,9.0,6.0
Nolberto Solano,Newcastle United,32.0,6.0,0.0
Park Ji-Sung,Manchester United,0.0,0.0,7.0
Pascal Chimbonda,Wigan Athletic,0.0,0.0,4.0
Paul Konchesky,West Ham United,0.0,0.0,4.0
Peter Crouch,Liverpool,32.0,6.0,6.0
Robbie Keane,Tottenham Hotspur,36.0,16.0,0.0
Robert Pires,Arsenal,33.0,7.0,0.0
Ruud van Nistelrooy,Manchester United,35.0,21.0,0.0
Ryan Giggs,Manchester United,0.0,0.0,9.0
Shefki Kuqi,Blackburn Rovers,33.0,7.0,4.0
Shola Ameobi,Newcastle United,30.0,9.0,0.0
Steed Malbranque,Fulham,34.0,6.0,0.0
Stelios Giannakopoulos,Bolton Wanderers,34.0,9.0,6.0
Steve Finnan,Liverpool,0.0,0.0,4.0
Steven Gerrard,Liverpool,32.0,10.0,5.0
Thierry Henry,Arsenal,32.0,27.0,6.0
Tim Cahill,Everton,32.0,6.0,0.0
Tomasz Radzinski,Fulham,0.0,0.0,4.0
Trevor Sinclair,Manchester City,0.0,0.0,4.0
Wayne Rooney,Manchester United,36.0,16.0,10.0
Xabi Alonso,Liverpool,0.0,0.0,7.0
Yakubu Ayegbeni,Middlesbrough,34.0,13.0,6.0
Yossi Benayoun,West Ham United,0.0,0.0,8.0
