Name,Team,P,G,A
Aaron Lennon,Tottenham Hotspur,0.0,0.0,9.0
Abou Diaby,Arsenal,29.0,6.0,0.0
Adam Johnson,Manchester City,0.0,0.0,5.0
Alberto Aquilani,Liverpool,0.0,0.0,6.0
Alessandro Diamanti,West Ham United,27.0,7.0,0.0
Andrey Arshavin,Arsenal,30.0,10.0,0.0
Andy Reid,Sunderland,0.0,0.0,6.0
Antonio Valencia,Manchester United,0.0,0.0,7.0
Aruna Dindane,Portsmouth,19.0,8.0,0.0
Ashley Young,Manchester United,37.0,5.0,7.0
Bobby Zamora,Fulham,27.0,8.0,4.0
Branislav Ivanovic,Chelsea,0.0,0.0,5.0
Cameron Jerome,Stoke City,32.0,11.0,0.0
Carlos Tevez,Manchester City,35.0,23.0,7.0
Carlton Cole,West Ham United,30.0,10.0,0.0
Cesc Fàbregas,Arsenal,27.0,15.0,13.0
Charles N'Zogbia,Aston Villa,0.0,0.0,6.0
Christian Benitez,Birmingham City,0.0,0.0,5.0
Clint Dempsey,Fulham,29.0,7.0,0.0
Craig Bellamy,Liverpool,32.0,10.0,8.0
Damien Duff,Fulham,32.0,6.0,0.0
Darren Bent,Aston Villa,38.0,24.0,0.0
Darren Fletcher,Manchester United,0.0,0.0,5.0
David Dunn,Blackburn Rovers,23.0,9.0,0.0
David Nugent,Burnley,33.0,6.0,0.0
Didier Drogba,Chelsea,32.0,29.0,10.0
Dimitar Berbatov,Manchester United,33.0,12.0,5.0
Diniyar Bilyaletdinov,Everton,23.0,6.0,0.0
Dirk Kuyt,Liverpool,37.0,9.0,0.0
Emiliano Insúa,Liverpool,0.0,0.0,4.0
Emmanuel Adebayor,Tottenham Hotspur,26.0,14.0,0.0
Fernando Torres,Chelsea,22.0,18.0,0.0
Florent Malouda,Chelsea,33.0,12.0,8.0
Fraizer Campbell,Sunderland,0.0,0.0,4.0
Frank Lampard,Chelsea,36.0,22.0,14.0
Gabriel Agbonlahor,Aston Villa,36.0,13.0,0.0
Gareth Bale,Tottenham Hotspur,0.0,0.0,5.0
Gareth Barry,Manchester City,0.0,0.0,7.0
Graham Alexander,Burnley,33.0,7.0,0.0
Hugo Rodallega,Wigan Athletic,38.0,10.0,4.0
Ivan Klasnic,Bolton Wanderers,27.0,8.0,0.0
James Milner,Manchester City,36.0,7.0,12.0
Jamie O'Hara,Wolverhampton Wanderers,0.0,0.0,4.0
Jermain Defoe,Tottenham Hotspur,34.0,18.0,4.0
Joe Cole,Chelsea,0.0,0.0,5.0
John Carew,West Ham United,33.0,10.0,0.0
Jordan Henderson,Liverpool,0.0,0.0,5.0
Kenwyne Jones,Stoke City,32.0,9.0,0.0
Kevin Davies,Bolton Wanderers,37.0,7.0,7.0
Kevin Doyle,Wolverhampton Wanderers,34.0,9.0,0.0
Leighton Baines,Everton,0.0,0.0,8.0
Louis Saha,Everton,33.0,13.0,0.0
Mark Noble,West Ham United,0.0,0.0,4.0
Matthew Etherington,Stoke City,0.0,0.0,8.0
Matthew Taylor,West Ham United,37.0,8.0,0.0
Michael Ballack,Chelsea,0.0,0.0,5.0
Mikel Arteta,Arsenal,13.0,6.0,0.0
Morten Pedersen,Blackburn Rovers,0.0,0.0,7.0
Nani,Manchester United,0.0,0.0,6.0
Nicklas Bendtner,Sunderland,23.0,6.0,5.0
Nicolas Anelka,Chelsea,33.0,11.0,7.0
Niko Kranjcar,Tottenham Hotspur,28.0,6.0,6.0
Peter Crouch,Stoke City,38.0,8.0,6.0
Robbie Keane,Tottenham Hotspur,20.0,6.0,0.0
Robin van Persie,Arsenal,16.0,9.0,7.0
Ryan Giggs,Manchester United,0.0,0.0,9.0
Shaun Wright-Phillips,Manchester City,0.0,0.0,7.0
Steed Malbranque,Sunderland,0.0,0.0,5.0
Stephen Hunt,Wolverhampton Wanderers,27.0,6.0,4.0
Steven Fletcher,Wolverhampton Wanderers,35.0,8.0,5.0
Steven Gerrard,Liverpool,33.0,9.0,7.0
Thomas Vermaelen,Arsenal,33.0,7.0,0.0
Tim Cahill,Everton,33.0,8.0,4.0
Tyrone Mears,Bolton Wanderers,0.0,0.0,4.0
Wade Elliott,Birmingham City,0.0,0.0,4.0
Wayne Rooney,Manchester United,32.0,26.0,0.0
Yossi Benayoun,Arsenal,30.0,6.0,4.0
