Name,Team,P,G,A
Adam Lallana,Liverpool,31.0,8.0,7.0
Adam Smith,AFC Bournemouth,0.0,0.0,5.0
Alex Oxlade-Chamberlain,Arsenal,0.0,0.0,7.0
Alexis Sánchez,Arsenal,38.0,24.0,10.0
Ander Herrera,Manchester United,0.0,0.0,6.0
Andre Gray,Burnley,32.0,9.0,0.0
Andros Townsend,Crystal Palace,0.0,0.0,4.0
Andy Carroll,West Ham United,18.0,7.0,0.0
Anthony Martial,Manchester United,0.0,0.0,6.0
Cesc Fàbregas,Chelsea,0.0,0.0,12.0
Christian Benteke,Crystal Palace,36.0,15.0,0.0
Christian Eriksen,Tottenham Hotspur,36.0,8.0,15.0
Christian Fuchs,Leicester City,0.0,0.0,4.0
César Azpilicueta,Chelsea,0.0,0.0,4.0
David Silva,Manchester City,0.0,0.0,7.0
Dele Alli,Tottenham Hotspur,37.0,18.0,7.0
Diego Costa,Chelsea,35.0,20.0,7.0
Dimitri Payet,West Ham United,0.0,0.0,6.0
Divock Origi,Liverpool,34.0,7.0,0.0
Dusan Tadic,Southampton,0.0,0.0,5.0
Eden Hazard,Chelsea,36.0,16.0,5.0
Fernando Llorente,Swansea City,33.0,15.0,0.0
Gabriel Jesus,Manchester City,10.0,7.0,0.0
Gareth McAuley,West Bromwich Albion,36.0,6.0,0.0
Gary Cahill,Chelsea,37.0,6.0,0.0
Georginio Wijnaldum,Liverpool,36.0,6.0,9.0
Gylfi Sigurdsson,Swansea City,38.0,9.0,13.0
Harry Arter,AFC Bournemouth,0.0,0.0,4.0
Harry Kane,Tottenham Hotspur,30.0,29.0,7.0
Islam Slimani,Leicester City,23.0,7.0,0.0
James Milner,Liverpool,36.0,7.0,0.0
Jamie Vardy,Leicester City,35.0,13.0,5.0
Jason Puncheon,Crystal Palace,0.0,0.0,5.0
Jermain Defoe,Sunderland,37.0,15.0,0.0
Joe Allen,Stoke City,36.0,6.0,0.0
Joshua King,AFC Bournemouth,36.0,16.0,0.0
José Holebas,Watford,0.0,0.0,4.0
Junior Stanislas,AFC Bournemouth,21.0,7.0,5.0
Kevin De Bruyne,Manchester City,36.0,6.0,18.0
Kevin Mirallas,Everton,0.0,0.0,6.0
Kieran Trippier,Tottenham Hotspur,0.0,0.0,5.0
Kyle Walker,Tottenham Hotspur,0.0,0.0,5.0
Manuel Lanzini,West Ham United,35.0,8.0,0.0
Marc Albrighton,Leicester City,0.0,0.0,6.0
Marko Arnautovic,Stoke City,0.0,0.0,5.0
Matt Phillips,West Bromwich Albion,0.0,0.0,8.0
Mesut Özil,Arsenal,33.0,8.0,9.0
Michail Antonio,West Ham United,29.0,9.0,0.0
Nacer Chadli,West Bromwich Albion,0.0,0.0,5.0
Nathan Redmond,Southampton,37.0,7.0,0.0
Nemanja Matic,Chelsea,0.0,0.0,7.0
Olivier Giroud,Arsenal,29.0,12.0,0.0
Pedro,Chelsea,35.0,9.0,9.0
Peter Crouch,Stoke City,27.0,7.0,0.0
Philippe Coutinho,Liverpool,31.0,13.0,7.0
Raheem Sterling,Manchester City,33.0,7.0,6.0
Riyad Mahrez,Leicester City,36.0,6.0,0.0
Robert Snodgrass,West Ham United,35.0,7.0,5.0
Roberto Firmino,Liverpool,35.0,11.0,7.0
Romelu Lukaku,Everton,37.0,25.0,6.0
Ross Barkley,Everton,0.0,0.0,8.0
Ryan Fraser,AFC Bournemouth,0.0,0.0,5.0
Sadio Mané,Liverpool,27.0,13.0,5.0
Salomón Rondón,West Bromwich Albion,38.0,8.0,0.0
Sam Vokes,Burnley,37.0,10.0,0.0
Sergio Agüero,Manchester City,31.0,20.0,0.0
Son Heung-Min,Tottenham Hotspur,34.0,14.0,6.0
Theo Walcott,Arsenal,28.0,10.0,0.0
Troy Deeney,Watford,37.0,10.0,4.0
Wayne Rooney,Manchester United,0.0,0.0,5.0
Wilfried Zaha,Crystal Palace,35.0,7.0,9.0
Willian,Chelsea,34.0,8.0,0.0
Zlatan Ibrahimovic,Manchester United,28.0,17.0,5.0
Álvaro Negredo,Middlesbrough,36.0,9.0,4.0
Étienne Capoue,Watford,37.0,7.0,0.0
