Name,Team,P,G,A
Aaron Lennon,Tottenham Hotspur,0.0,0.0,4.0
Adam Johnson,Manchester City,11.0,4.0,0.0
Alex Song,Arsenal,0.0,0.0,5.0
Angel Rangel,Swansea City,0.0,0.0,2.0
Anthony Pilkington,Norwich City,24.0,6.0,0.0
Anton Ferdinand,Queens Park Rangers,0.0,0.0,2.0
Armand Traore,Queens Park Rangers,0.0,0.0,3.0
Ashley Cole,Chelsea,0.0,0.0,3.0
Bobby Zamora,Queens Park Rangers,16.0,4.0,0.0
Bradley Johnson,Norwich City,0.0,0.0,5.0
Clint Dempsey,Fulham,19.0,7.0,4.0
Daniel Sturridge,Chelsea,17.0,6.0,0.0
Danny Graham,Swansea City,31.0,11.0,2.0
Danny Murphy,Fulham,0.0,0.0,3.0
Danny Welbeck,Manchester United,0.0,0.0,3.0
Darren Bent,Aston Villa,12.0,4.0,0.0
David Fox,Norwich City,0.0,0.0,3.0
David Silva,Manchester City,0.0,0.0,8.0
Demba Ba,Newcastle United,18.0,7.0,0.0
Djibril Cissé,Queens Park Rangers,6.0,5.0,0.0
Edin Dzeko,Manchester City,14.0,7.0,0.0
Elliott Bennett,Norwich City,0.0,0.0,3.0
Emmanuel Adebayor,Tottenham Hotspur,17.0,10.0,3.0
Fernando Torres,Chelsea,19.0,5.0,0.0
Franco Di Santo,Wigan Athletic,17.0,5.0,0.0
Frank Lampard,Chelsea,14.0,7.0,0.0
Gabriel Agbonlahor,Aston Villa,0.0,0.0,3.0
Gareth Bale,Tottenham Hotspur,0.0,0.0,5.0
Gaël Clichy,Manchester City,0.0,0.0,4.0
Gervinho,Arsenal,0.0,0.0,3.0
Grant Holt,Norwich City,29.0,12.0,2.0
Gylfi Sigurdsson,Swansea City,14.0,7.0,0.0
Heidar Helguson,Queens Park Rangers,10.0,4.0,0.0
Hugo Rodallega,Wigan Athletic,0.0,0.0,4.0
Ivan Klasnic,Bolton Wanderers,11.0,4.0,0.0
James Morrison,West Bromwich Albion,0.0,0.0,3.0
Jamie Mackie,Queens Park Rangers,23.0,5.0,0.0
Javier Hernández,Manchester United,11.0,4.0,0.0
Jean Beausejour,Wigan Athletic,0.0,0.0,3.0
Jermain Defoe,Tottenham Hotspur,12.0,4.0,0.0
Joe Allen,Swansea City,30.0,4.0,0.0
Joey Barton,Queens Park Rangers,0.0,0.0,2.0
John Terry,Chelsea,19.0,4.0,0.0
Jonathan Walters,Stoke City,23.0,5.0,2.0
Jonás Gutiérrez,Newcastle United,0.0,0.0,2.0
Jordi Gómez,Wigan Athletic,17.0,4.0,0.0
Juan Mata,Chelsea,18.0,4.0,6.0
Junior Hoilett,Blackburn Rovers,18.0,4.0,0.0
Kevin Davies,Bolton Wanderers,12.0,4.0,0.0
Kevin Doyle,Wolverhampton Wanderers,0.0,0.0,4.0
Luis Suárez,Liverpool,17.0,7.0,0.0
Mario Balotelli,Manchester City,9.0,5.0,0.0
Mark Gower,Swansea City,0.0,0.0,5.0
Marouane Fellaini,Everton,0.0,0.0,3.0
Martin Petrov,Bolton Wanderers,0.0,0.0,3.0
Matthew Etherington,Stoke City,0.0,0.0,3.0
Matthew Jarvis,Wolverhampton Wanderers,17.0,4.0,0.0
Nani,Manchester United,12.0,4.0,3.0
Nathan Dyer,Swansea City,0.0,0.0,2.0
Nicklas Bendtner,Sunderland,16.0,5.0,4.0
Nikica Jelavic,Everton,8.0,7.0,0.0
Papiss Cissé,Newcastle United,8.0,5.0,0.0
Peter Crouch,Stoke City,20.0,4.0,2.0
Rafael van der Vaart,Tottenham Hotspur,18.0,9.0,5.0
Robin van Persie,Arsenal,17.0,13.0,3.0
Royston Drenthe,Everton,0.0,0.0,3.0
Samir Nasri,Manchester City,0.0,0.0,7.0
Scott Sinclair,Swansea City,32.0,6.0,3.0
Sebastian Larsson,Sunderland,16.0,5.0,0.0
Sergio Agüero,Manchester City,15.0,12.0,6.0
Shane Long,West Bromwich Albion,16.0,4.0,0.0
Stephen Warnock,Aston Villa,0.0,0.0,2.0
Steve Morison,Norwich City,28.0,7.0,4.0
Steven Fletcher,Wolverhampton Wanderers,13.0,6.0,0.0
Steven Pienaar,Everton,0.0,0.0,5.0
Stéphane Sessegnon,Sunderland,21.0,4.0,5.0
Tomas Rosicky,Arsenal,0.0,0.0,3.0
Victor Moses,Wigan Athletic,20.0,5.0,0.0
Wayne Rooney,Manchester United,14.0,9.0,0.0
Wayne Routledge,Swansea City,0.0,0.0,3.0
Wes Hoolahan,Norwich City,27.0,4.0,7.0
Yakubu Ayegbeni,Blackburn Rovers,15.0,11.0,0.0
Yaya Touré,Manchester City,16.0,4.0,5.0
