Name,Team,P,G,A
Aaron Lennon,Tottenham Hotspur,0.0,0.0,5.0
Aleksandr Hleb,Arsenal,0.0,0.0,7.0
Andrew Johnson,Everton,29.0,6.0,0.0
Ashley Young,Aston Villa,37.0,8.0,17.0
Benjani Mwaruwari,Manchester City,36.0,15.0,0.0
Benni McCarthy,Blackburn Rovers,31.0,8.0,0.0
Cameron Jerome,Birmingham City,33.0,7.0,0.0
Carlos Tevez,Manchester United,34.0,14.0,7.0
Carlton Cole,West Ham United,0.0,0.0,9.0
Cesc Fàbregas,Arsenal,32.0,7.0,20.0
Charles N'Zogbia,Newcastle United,0.0,0.0,5.0
Clint Dempsey,Fulham,36.0,6.0,0.0
Cristiano Ronaldo,Manchester United,34.0,31.0,7.0
Darius Vassell,Manchester City,27.0,6.0,0.0
Darren Bent,Tottenham Hotspur,28.0,6.0,5.0
Dave Kitson,Reading,34.0,10.0,0.0
David Bentley,Blackburn Rovers,37.0,6.0,11.0
David Dunn,Blackburn Rovers,0.0,0.0,6.0
Dean Ashton,West Ham United,31.0,10.0,0.0
Didier Drogba,Chelsea,19.0,8.0,6.0
Dimitar Berbatov,Tottenham Hotspur,36.0,15.0,11.0
Dirk Kuyt,Liverpool,0.0,0.0,6.0
Eduardo,Arsenal,0.0,0.0,5.0
El-Hadji Diouf,Bolton Wanderers,0.0,0.0,7.0
Elano,Manchester City,34.0,8.0,8.0
Emmanuel Adebayor,Arsenal,36.0,24.0,0.0
Fernando Torres,Liverpool,33.0,24.0,0.0
Frank Lampard,Chelsea,25.0,10.0,8.0
Gabriel Agbonlahor,Aston Villa,37.0,11.0,8.0
Gareth Barry,Aston Villa,37.0,9.0,10.0
Gaël Clichy,Arsenal,0.0,0.0,6.0
George McCartney,West Ham United,0.0,0.0,4.0
Geremi,Newcastle United,0.0,0.0,5.0
Grant Leadbitter,Sunderland,0.0,0.0,5.0
James Harper,Reading,38.0,6.0,0.0
Jason Roberts,Blackburn Rovers,0.0,0.0,6.0
Jeremie Aliadiere,Middlesbrough,0.0,0.0,6.0
Jermain Defoe,Portsmouth,31.0,12.0,0.0
Jermaine Jenas,Tottenham Hotspur,0.0,0.0,6.0
Joe Cole,Chelsea,33.0,7.0,6.0
John Carew,Aston Villa,32.0,13.0,0.0
Joleon Lescott,Everton,38.0,8.0,0.0
Julio Arca,Middlesbrough,0.0,0.0,5.0
Kenwyne Jones,Sunderland,33.0,7.0,10.0
Kevin Doyle,Reading,36.0,6.0,0.0
Lucas Leiva,Liverpool,0.0,0.0,5.0
Marcus Bent,Wigan Athletic,31.0,7.0,0.0
Mark Viduka,Newcastle United,26.0,7.0,0.0
Martin Laursen,Aston Villa,38.0,6.0,0.0
Martin Petrov,Manchester City,0.0,0.0,9.0
Michael Ballack,Chelsea,18.0,7.0,0.0
Michael Chopra,Sunderland,33.0,6.0,0.0
Michael Essien,Chelsea,27.0,6.0,0.0
Michael Owen,Newcastle United,29.0,11.0,0.0
Mikael Forssell,Birmingham City,30.0,9.0,0.0
Mikel Arteta,Everton,0.0,0.0,7.0
Nani,Manchester United,0.0,0.0,6.0
Nicky Shorey,Reading,0.0,0.0,9.0
Nicolas Anelka,Chelsea,32.0,11.0,8.0
Niko Kranjcar,Portsmouth,0.0,0.0,5.0
Obafemi Martins,Newcastle United,31.0,9.0,0.0
Pascal Chimbonda,Tottenham Hotspur,0.0,0.0,5.0
Robbie Keane,Tottenham Hotspur,36.0,15.0,7.0
Robin van Persie,Arsenal,15.0,7.0,0.0
Roque Santa Cruz,Blackburn Rovers,37.0,19.0,7.0
Ryan Giggs,Manchester United,0.0,0.0,5.0
Salomon Kalou,Chelsea,30.0,7.0,9.0
Sebastian Larsson,Birmingham City,35.0,6.0,5.0
Simon Davies,Fulham,0.0,0.0,8.0
Stephen Hunt,Reading,0.0,0.0,5.0
Steven Gerrard,Liverpool,34.0,11.0,11.0
Steven Pienaar,Everton,0.0,0.0,6.0
Stewart Downing,Middlesbrough,38.0,9.0,5.0
Tim Cahill,Everton,18.0,7.0,0.0
Tom Huddlestone,Tottenham Hotspur,0.0,0.0,7.0
Tuncay Sanli,Middlesbrough,34.0,8.0,0.0
Wayne Rooney,Manchester United,27.0,12.0,13.0
Yakubu Ayegbeni,Everton,31.0,15.0,0.0
