Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Andy Sutton,ATL,D,65,8,13,21,0,94,1400.7538,7,5,1,0,1,102,0.07843,0,8,0.0,2003-2004
Benjamin Simon,ATL,L,52,3,0,3,-10,28,364.6538,0,0,0,0,0,30,0.1,3,3,0.33004,2003-2004
Bill Lindsay,ATL,L,24,0,0,0,-6,25,355.4583,0,0,0,0,0,10,0.0,0,0,0.5,2003-2004
Brad Larsen,ATL,L,32,2,2,4,0,13,528.5312,0,0,0,0,0,23,0.08695,2,4,0.53333,2003-2004
Brian Swanson,ATL,C,2,0,1,1,0,0,395.0,0,0,0,0,0,0,,0,1,0.29411,2003-2004
Chris Tamer,ATL,D,38,2,5,7,-9,55,1078.0526,0,0,0,0,1,40,0.05,2,7,,2003-2004
Daniel Corso,ATL,C,7,0,1,1,-2,0,779.0,0,0,0,0,0,2,0.0,0,1,0.47619,2003-2004
Daniel Tjarnqvist,ATL,D,68,5,15,20,-4,20,1336.6176,0,2,2,0,1,65,0.07692,3,15,0.25,2003-2004
Dany Heatley,ATL,L,31,13,12,25,-8,18,1192.6451,5,7,0,1,3,83,0.15662,8,13,0.2439,2003-2004
Derek MacKenzie,ATL,C,12,0,1,1,0,10,398.25,0,0,0,0,0,7,0.0,0,1,0.46031,2003-2004
Francis Lessard,ATL,R,62,1,1,2,-5,181,267.9838,0,0,0,0,0,19,0.05263,1,2,0.0,2003-2004
Frantisek Kaberle,ATL,D,67,3,26,29,2,30,1399.5223,2,16,0,0,1,94,0.03191,1,11,0.5,2003-2004
Garnet Exelby,ATL,D,71,1,9,10,-10,134,1171.9859,0,0,0,0,0,42,0.0238,1,9,,2003-2004
Ilya Kovalchuk,ATL,L,81,41,46,87,-10,63,1386.0,16,17,1,1,6,341,0.12023,24,52,0.32142,2003-2004
Ivan Majesky,ATL,D,63,3,7,10,-7,76,867.5555,0,0,0,0,0,35,0.08571,3,10,0.5,2003-2004
Jean-Luc Grand-Pierre,ATL,D,56,3,2,5,-12,52,734.1071,0,0,1,0,0,53,0.0566,2,4,0.4,2003-2004
Jean-Pierre Vigier,ATL,R,70,10,8,18,-18,22,876.1571,2,3,2,0,3,110,0.0909,6,10,0.47169,2003-2004
Jeff Cowan,ATL,L,71,11,16,27,1,92,622.0845,2,1,0,0,1,89,0.12359,9,24,0.27272,2003-2004
Kamil Piros,ATL,R,17,1,1,2,-4,4,565.3529,1,1,0,0,0,11,0.0909,0,0,0.27272,2003-2004
Karl Stewart,ATL,L,5,0,1,1,0,4,267.0,0,0,0,0,0,2,0.0,0,1,0.1,2003-2004
Kip Brennan,ATL,L,23,1,0,1,-1,96,282.5217,0,0,0,0,0,8,0.125,1,1,,2003-2004
Kurtis Foster,ATL,D,3,0,1,1,0,0,418.0,0,0,0,0,0,1,0.0,0,1,,2003-2004
Kyle Rossiter,ATL,D,6,0,1,1,0,7,681.1666,0,0,0,0,0,1,0.0,0,1,,2003-2004
Marc Savard,ATL,C,45,19,33,52,-8,85,1339.0666,6,12,1,2,3,133,0.14285,12,33,0.49861,2003-2004
Mike Weaver,ATL,D,1,0,0,0,-1,0,508.0,0,0,0,0,0,0,,0,0,,2003-2004
Patrik Stefan,ATL,C,82,14,26,40,-7,26,988.6585,3,5,2,0,2,110,0.12727,9,28,0.45573,2003-2004
Randy Robitaille,ATL,C,69,11,26,37,-12,20,951.3623,5,9,0,0,2,121,0.0909,6,23,0.50233,2003-2004
Ronald Petrovicky,ATL,R,78,16,15,31,-9,123,856.282,0,2,0,0,1,102,0.15686,16,29,0.4074,2003-2004
Serge Aubin,ATL,C,66,10,15,25,0,73,959.8939,1,1,0,0,2,97,0.10309,9,22,0.49101,2003-2004
Shawn Heins,ATL,D,17,0,4,4,-1,16,832.5294,0,0,0,0,0,17,0.0,0,4,,2003-2004
Shawn McEachern,ATL,L,82,17,38,55,5,76,1213.5853,5,13,1,1,3,176,0.09659,11,32,0.44198,2003-2004
Simon Gamache,ATL,L,9,1,1,2,-3,0,442.3333,1,0,0,0,0,5,0.2,0,1,0.55555,2003-2004
Tomas Kloucek,ATL,D,42,0,1,1,-5,35,505.9285,0,0,0,0,0,12,0.0,0,1,,2003-2004
Tommi Santala,ATL,C,33,1,2,3,-7,22,607.606,0,1,0,0,1,23,0.04347,1,2,0.5119,2003-2004
Vyacheslav Kozlov,ATL,L,76,20,32,52,-12,74,1220.4736,6,16,0,1,1,191,0.10471,14,30,0.32317,2003-2004
Yannick Tremblay,ATL,D,38,2,8,10,-13,13,1295.7631,1,2,0,0,1,47,0.04255,1,7,0.5,2003-2004
Zdenek Blatny,ATL,L,16,3,0,3,0,6,626.875,0,0,0,0,0,17,0.17647,3,3,0.38461,2003-2004
