Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Alexei Zhamnov,PHI,C,18,4,10,14,-1,8,1119.4444,1,4,0,0,1,31,0.12903,3,9,0.48132,2003-2004
Alexei Zhamnov,PHI,C,43,11,25,36,-1,28,1145.1162,1,7,0,0,1,96,0.11458,10,27,0.47986,2003-2004
Boyd Kane,PHI,L,7,0,0,0,-4,7,596.4285,0,0,0,0,0,6,0.0,0,0,0.33333,2003-2004
Branko Radivojevic,PHI,R,18,1,1,2,-1,32,596.3333,0,0,0,0,0,19,0.05263,1,2,1.0,2003-2004
Branko Radivojevic,PHI,R,77,10,22,32,-5,72,875.1948,2,4,1,1,2,107,0.09345,7,25,0.36585,2003-2004
Chris Therien,PHI,D,67,1,9,10,6,52,1108.1343,0,0,0,0,0,68,0.0147,1,9,0.0,2003-2004
Claude Lapointe,PHI,C,43,5,3,8,2,32,661.7906,0,0,1,0,1,28,0.17857,4,7,0.51833,2003-2004
Danny Markov,PHI,D,18,1,2,3,17,25,1382.6111,0,0,0,0,1,19,0.05263,1,3,,2003-2004
Danny Markov,PHI,D,78,6,13,19,-6,95,1356.9871,3,4,0,0,2,100,0.06,3,12,,2003-2004
Dennis Seidenberg,PHI,D,8,0,0,0,-3,2,821.0,0,0,0,0,0,16,0.0,0,0,,2003-2004
Donald Brashear,PHI,L,82,7,10,17,-1,273,634.4634,1,0,0,0,0,90,0.07777,6,16,0.3913,2003-2004
Eric Chouinard,PHI,C,48,6,4,10,-10,6,696.5,0,1,0,0,1,60,0.1,6,9,0.45263,2003-2004
Eric Desjardins,PHI,D,48,1,11,12,11,28,1348.9791,0,3,0,0,0,92,0.01086,1,8,0.0,2003-2004
Eric Weinrich,PHI,D,80,4,15,19,12,46,1292.525,2,1,0,0,1,83,0.04819,2,15,,2003-2004
Freddy Meyer,PHI,D,1,0,0,0,0,0,924.0,0,0,0,0,0,1,0.0,0,0,,2003-2004
Jeremy Roenick,PHI,C,80,23,37,60,5,70,1063.4625,12,13,1,1,2,177,0.12994,10,34,0.51194,2003-2004
Jim Vandermeer,PHI,D,46,5,12,17,-11,83,1134.9782,1,5,1,0,1,61,0.08196,3,10,1.0,2003-2004
John LeClair,PHI,L,93,25,34,59,22,59,964.1935,8,8,0,0,4,209,0.11961,17,43,0.33333,2003-2004
John Slaney,PHI,D,4,0,2,2,0,0,818.25,0,1,0,0,0,0,,0,1,,2003-2004
Joni Pitkanen,PHI,D,86,8,22,30,9,50,949.3488,5,14,0,0,2,148,0.05405,3,11,,2003-2004
Justin Williams,PHI,R,79,11,33,44,12,64,1011.6708,4,7,0,0,1,203,0.05418,7,33,0.33333,2003-2004
Keith Primeau,PHI,C,72,16,22,38,22,102,1031.8888,0,1,3,0,5,130,0.12307,13,34,0.54347,2003-2004
Kim Johnsson,PHI,D,95,15,35,50,13,34,1473.2526,4,22,0,0,4,211,0.07109,11,24,,2003-2004
Kirby Law,PHI,R,6,0,1,1,0,2,489.5,0,0,0,0,0,1,0.0,0,1,,2003-2004
Marcus Ragnarsson,PHI,D,84,8,13,21,15,72,1265.7261,2,6,0,1,3,94,0.0851,6,12,,2003-2004
Mark Recchi,PHI,R,100,30,51,81,15,51,1026.97,16,17,1,0,5,200,0.15,13,45,0.51986,2003-2004
Mattias Timander,PHI,D,18,2,4,6,2,6,1047.7222,0,0,0,0,1,17,0.11764,2,5,,2003-2004
Mattias Timander,PHI,D,39,2,5,7,15,21,1075.641,0,0,1,0,1,46,0.04347,1,6,,2003-2004
Mattias Timander,PHI,D,39,2,5,7,15,21,1075.641,0,0,1,0,1,46,0.04347,1,6,,2003-2004
Michal Handzus,PHI,C,100,25,43,68,25,92,1121.37,7,15,1,0,2,158,0.15822,17,45,0.49496,2003-2004
Mike Comrie,PHI,C,49,12,12,24,-6,28,941.7755,1,7,1,1,2,101,0.11881,10,14,0.50533,2003-2004
Mike Peluso,PHI,R,1,0,0,0,0,0,574.0,0,0,0,0,0,2,0.0,0,0,,2003-2004
Patrick Sharp,PHI,L,53,6,2,8,-5,57,545.3018,0,0,0,0,1,55,0.10909,6,8,0.46645,2003-2004
Radovan Somik,PHI,R,63,5,11,16,-1,21,633.6666,0,0,0,0,0,46,0.10869,5,16,0.575,2003-2004
Randy Jones,PHI,D,5,0,0,0,1,0,720.2,0,0,0,0,0,5,0.0,0,0,,2003-2004
Sami Kapanen,PHI,R,92,15,25,40,14,20,1004.5652,0,3,2,0,3,173,0.0867,13,35,0.45,2003-2004
Simon Gagne,PHI,L,98,29,25,54,22,41,991.1734,6,8,0,2,7,255,0.11372,23,40,0.39814,2003-2004
Todd Fedoruk,PHI,L,50,1,4,5,-6,138,406.8,0,0,0,0,1,34,0.02941,1,5,,2003-2004
Tony Amonte,PHI,R,98,23,38,61,20,44,908.1224,6,15,0,0,3,199,0.11557,17,40,0.44444,2003-2004
Vladimir Malakhov,PHI,D,17,1,5,6,9,12,1496.4705,0,0,0,0,0,38,0.02631,1,6,,2003-2004
