Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Glenn Robinson,76,74.0,37.0,22.0,1.6,5.3,6.9,3.3,1.1,0.8,2.9,2.5,1.2,9.0,19.2,46.8,0.7,2.4,29.9,3.3,4.0,82.0,8.3,16.8,49.3,1.147,0.49,SF,False
Ray Allen,82,82.0,38.2,22.0,1.2,4.0,5.2,4.6,1.5,0.2,2.5,2.3,1.8,7.7,16.0,48.0,2.5,5.7,43.3,4.2,4.8,88.8,5.2,10.3,50.6,1.38,0.56,SG,False
Sam Cassell,76,75.0,35.6,18.2,0.6,3.2,3.8,7.6,1.2,0.1,2.9,2.8,2.6,7.1,14.9,47.4,0.4,1.3,30.6,3.6,4.3,85.8,6.7,13.6,49.0,1.22,0.49,PG,False
Tim Thomas,76,16.0,27.4,12.6,1.0,3.1,4.1,1.8,1.0,0.6,1.5,2.6,1.2,4.3,10.0,43.0,1.4,3.4,41.2,2.6,3.3,77.1,2.9,6.6,44.0,1.259,0.5,PF,False
Lindsey Hunter,82,5.0,24.4,10.1,0.4,1.7,2.1,2.7,1.2,0.1,0.8,2.1,3.3,3.6,9.5,38.1,1.9,5.0,37.3,0.9,1.2,80.2,1.8,4.6,38.8,1.054,0.48,SG,False
Jason Caffey,70,33.0,20.9,7.1,1.9,3.1,5.0,0.8,0.5,0.4,1.1,2.6,0.7,2.6,5.2,48.8,0.0,0.0,0.0,2.0,3.0,67.3,2.6,5.2,48.8,1.362,0.49,F,False
Scott Williams,66,31.0,19.3,6.1,1.5,4.0,5.5,0.5,0.7,0.5,0.6,2.7,0.9,2.6,5.5,47.4,0.0,0.1,25.0,0.9,1.1,85.7,2.6,5.4,47.6,1.116,0.48,C,False
Darvin Ham,29,13.0,18.6,3.8,1.9,2.2,4.2,0.9,0.6,0.7,1.1,2.9,0.8,1.3,2.8,48.8,0.1,0.1,66.7,1.0,1.7,59.2,1.3,2.7,48.1,1.363,0.5,SF,False
Jerome Kersey,22,2.0,11.0,3.3,0.4,1.7,2.0,0.7,0.6,0.4,0.3,1.6,2.5,1.5,3.1,46.4,0.0,0.0,0.0,0.4,0.7,50.0,1.5,3.1,47.1,1.043,0.46,F,False
Ervin Johnson,82,19.0,24.2,3.2,2.5,5.0,7.5,0.5,0.5,1.2,0.6,3.1,0.9,1.3,2.4,54.5,0.0,0.0,0.0,0.6,1.1,53.8,1.3,2.4,54.5,1.343,0.55,C,False
Mark Pope,63,45.0,15.0,2.4,0.9,1.4,2.3,0.6,0.3,0.4,0.3,2.2,2.2,1.0,2.3,43.7,0.1,0.4,20.8,0.3,0.6,62.9,0.9,1.9,48.3,1.063,0.45,C,False
Michael Redd,6,0.0,5.8,2.2,0.5,0.2,0.7,0.2,0.2,0.0,0.2,0.3,1.0,0.8,3.2,26.3,0.0,0.5,0.0,0.5,1.0,50.0,0.8,2.7,31.3,0.684,0.26,SG,False
Rafer Alston,37,2.0,7.8,2.1,0.1,0.7,0.8,1.8,0.4,0.0,0.5,0.7,3.4,0.8,2.3,35.7,0.2,0.8,26.7,0.2,0.4,69.2,0.6,1.5,40.7,0.917,0.4,PG,False
Jason Hart,1,0.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.5,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,2.0,1.0,PG,False
Joel Przybilla,33,13.0,8.2,0.8,0.9,1.3,2.2,0.1,0.1,0.9,0.4,1.7,0.2,0.4,1.1,34.3,0.0,0.0,0.0,0.1,0.3,27.3,0.4,1.1,34.3,0.771,0.34,C,False
Total,82,,,100.7,11.9,30.5,42.4,22.5,8.2,4.7,13.7,23.5,1.6,38.0,82.9,45.8,6.9,18.1,37.9,18.0,22.9,78.7,31.1,64.8,48.0,1.215,0.5,Total,False
