Team,P,yc,rc,PTS
Arsenal,38,42,5,57
Aston Villa,38,72,3,81
Chelsea,38,51,3,60
Everton,38,58,3,67
Fulham,38,48,3,57
Liverpool,38,54,2,60
Manchester City,38,62,3,71
Manchester United,38,57,1,60
Newcastle United,38,71,4,83
Norwich City,38,60,1,63
Queens Park Rangers,38,59,3,68
Reading,38,45,1,48
Southampton,38,43,2,49
Stoke City,38,78,4,90
Sunderland,38,62,3,71
Swansea City,38,58,2,64
Tottenham Hotspur,38,55,2,61
West Bromwich Albion,38,63,4,75
West Ham United,38,74,1,77
Wigan Athletic,38,66,2,72
