Name,Team,P,G,A
Adrien Regattin,FC Cincinnati,10,0,2
Allan Cruz,FC Cincinnati,14,1,0
Andrew Gutman,FC Cincinnati,21,0,0
Brandon Vázquez,FC Cincinnati,19,2,2
Caleb Stanko,FC Cincinnati,13,0,0
Frankie Amaya,FC Cincinnati,21,1,0
Gregory Garza,FC Cincinnati,9,0,1
Haris Medunjanin,FC Cincinnati,21,1,1
Joseph-Claude Gyau,FC Cincinnati,21,1,0
Jürgen Locadia,FC Cincinnati,17,1,0
Kamohelo Mokotjo,FC Cincinnati,9,0,0
Kendall Waston,FC Cincinnati,17,0,0
Maikel van der Werff,FC Cincinnati,13,0,0
Mathieu Deplange,FC Cincinnati,15,0,0
Nick Hagglund,FC Cincinnati,11,1,0
Przemyslaw Tyton,FC Cincinnati,12,0,0
Rashawn Dally,FC Cincinnati,4,0,0
Saad Abdul-Salaam,FC Cincinnati,8,0,0
Siem de Jong,FC Cincinnati,15,0,0
Spencer Richey,FC Cincinnati,10,0,0
Tom Pettersson,FC Cincinnati,15,0,0
Yuya Kubo,FC Cincinnati,19,3,0
Zico Bailey,FC Cincinnati,5,0,0
Álvaro Barreal,FC Cincinnati,5,0,0
