Name,Team,P,G,A
Adam Buksa,New England Revolution,27,7,2
Alexander Büttner,New England Revolution,17,0,3
Andrew Farrell,New England Revolution,24,0,0
Antonio Dalamea Milnar,New England Revolution,5,0,0
Brad Knighton,New England Revolution,1,0,0
Brandon Bye,New England Revolution,24,0,1
Carles Gil,New England Revolution,10,2,5
Cristian Penilla,New England Revolution,17,0,4
DeJuan Jones,New England Revolution,22,0,1
Diego Fagundez,New England Revolution,19,1,0
Gustavo Bou,New England Revolution,22,8,4
Henry Kessler,New England Revolution,26,1,0
Justin Rennicks,New England Revolution,7,0,0
Kekuta Manneh,New England Revolution,8,1,1
Kelyn Rowe,New England Revolution,19,0,0
Lee Nguyen,New England Revolution,19,1,1
Matt Polster,New England Revolution,19,0,2
Matt Turner,New England Revolution,26,0,0
Michael Mancienne,New England Revolution,7,0,0
Scott Caldwell,New England Revolution,22,0,0
Seth Sinovic,New England Revolution,1,0,0
Tajon Buchanan,New England Revolution,27,3,2
Teal Bunbury,New England Revolution,26,8,1
Thomas McNamara,New England Revolution,22,0,2
