Name,Team,P,G,A
Adam Lundkvist,Houston Dynamo FC,21,0,0
Alberth Elis,Houston Dynamo FC,6,4,3
Alejandro Fuenmayor,Houston Dynamo FC,5,0,0
Aljaz Struna,Houston Dynamo FC,17,0,0
Ariel Lassiter,Houston Dynamo FC,16,3,1
Boniek García,Houston Dynamo FC,18,0,0
Christian Ramírez,Houston Dynamo FC,15,2,2
Darwin Cerén,Houston Dynamo FC,20,1,4
Darwin Quintero,Houston Dynamo FC,22,7,10
José Bizama,Houston Dynamo FC,8,0,0
Marcelo Palomino,Houston Dynamo FC,3,0,0
Marko Maric,Houston Dynamo FC,23,0,0
Matías Vera,Houston Dynamo FC,20,0,0
Mauro Manotas,Houston Dynamo FC,20,3,2
Maynor Figueroa,Houston Dynamo FC,20,2,0
Memo Rodríguez,Houston Dynamo FC,21,5,3
Nico Lemoine,Houston Dynamo FC,11,0,0
Niko Hansen,Houston Dynamo FC,17,2,1
Ronaldo Peña,Houston Dynamo FC,1,0,0
Samuel Junqua,Houston Dynamo FC,9,1,0
Tomás Martínez,Houston Dynamo FC,11,0,0
Víctor Cabrera,Houston Dynamo FC,10,0,0
Wilfried Zahibo,Houston Dynamo FC,7,0,0
Zarek Valentin,Houston Dynamo FC,19,0,3
