Name,Team,P,G,A
Aboubacar Keita,Columbus Crew,11,0,0
Aidan Morris,Columbus Crew,11,0,1
Andrew Tarbell,Columbus Crew,9,0,0
Artur,Columbus Crew,26,3,4
Christopher Cadden,Columbus Crew,9,0,1
Darlington Nagbe,Columbus Crew,18,2,1
Derrick Etienne Jr.,Columbus Crew,23,2,3
Eloy Room,Columbus Crew,19,0,0
Emmanuel Boateng,Columbus Crew,12,0,1
Fanendo Adi,Columbus Crew,11,0,0
Fatai Alashe,Columbus Crew,12,1,0
Gyasi Zardes,Columbus Crew,25,14,5
Harrison Afful,Columbus Crew,25,1,3
Hector Jimenez,Columbus Crew,9,0,1
Jonathan Mensah,Columbus Crew,27,0,1
Josh Williams,Columbus Crew,16,0,1
Krisztian Nemeth,Columbus Crew,5,1,0
Lucas Zelarayán,Columbus Crew,20,8,9
Luis Díaz,Columbus Crew,25,0,5
Milton Valenzuela,Columbus Crew,23,0,3
Pedro Santos,Columbus Crew,25,8,8
Sebastian Berhalter,Columbus Crew,9,0,0
Vito Wormgoor,Columbus Crew,2,0,0
Waylon Francis,Columbus Crew,5,0,0
Youness Mokhtar,Columbus Crew,19,3,1
